% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.416635592e+09 +1.416635592e+09 +1.416635648e+09 +1.416635648e+09 +3.1934e+00 +5.8083e-01 +1.9093e+00 +2.8973e+00 +1.5901e+00 -2.8083e+00 -2.4253e+00 -2.2121e+00 +3.4334e+00 +4.3240e+00 -4.3155e+00 -7.6644e-02 -4.3293e+00 +2.2109e+00 -2.3123e+00 -3.9212e+00 +1.5351e+00 +4.8794e+00 -2.7952e+00 -3.6205e+00
15 +9.194358955e+08 +9.194358955e+08 +9.194359521e+08 +9.194359521e+08 +3.0833e-01 +3.0744e+00 +2.7201e+00 +1.1620e-01 -4.3853e+00 -3.6233e+00 -1.4936e+00 -4.3416e+00 -4.9001e+00 -2.7772e+00 +1.9959e-01 +1.9446e+00 +3.3409e+00 +4.1192e+00 +1.4209e+00 +4.8539e+00 -3.9292e-01 +7.3080e-01 -2.3381e+00 +3.7209e+00
21 +2.037997966e+08 +2.037997966e+08 +2.037998532e+08 +2.037998532e+08 +2.3192e+00 -2.7478e+00 -4.7370e+00 +4.3996e+00 -2.7528e+00 -2.4457e+00 -4.0891e+00 -3.3265e+00 -8.8227e-01 +7.5048e-01 +4.9236e+00 -1.7500e+00 +2.0932e+00 +4.1066e+00 -9.6448e-01 +3.8987e+00 -3.5210e+00 +3.1796e+00 -1.0950e+00 -2.1684e-01
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.702372050e+09 +2.702372050e+09 +2.702372032e+09 +2.702372032e+09 -4.7710e+00 -3.2883e+00 -1.9217e+00 -1.4309e+00 -6.9821e-01 -2.5511e+00 +4.1588e+00 +3.5069e+00 -4.7643e+00 +4.1055e+00 -1.4159e+00 -3.1367e+00 -6.5796e-01 +3.9316e+00 -4.5876e+00 -3.5202e+00 -3.9681e+00 -2.1109e+00 +4.8917e+00 -3.3677e+00
2 +2.170988492e+08 +2.170988492e+08 +2.170988311e+08 +2.170988311e+08 -1.8904e+00 -1.9330e+00 -1.7584e+00 +2.4918e+00 +2.0259e+00 +3.4899e+00 -2.8132e+00 +1.5914e+00 +4.0942e+00 +4.2475e-01 +4.0974e-02 -1.3032e-01 -2.8817e+00 -2.3074e+00 +4.9248e+00 +4.1703e+00 -2.7729e+00 -7.4780e-01 +4.0005e+00 -3.7478e-01
112 +1.427047960e+08 +1.427047960e+08 +1.427047779e+08 +1.427047779e+08 +3.0638e+00 +2.9871e+00 -1.3450e-01 +4.7318e+00 +2.0602e+00 +1.3887e-01 +1.2280e+00 -1.5084e-01 -3.5368e+00 -1.1871e+00 +2.1917e+00 -3.0116e+00 +3.5446e+00 +5.8746e-01 +1.3388e+00 +2.0015e-01 -1.3311e+00 -3.9941e-01 +3.6043e+00 +1.2697e+00
% function evaluation | noise-free fitness - Fopt (3.777000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.778364698e+09 +1.778364698e+09 +1.778364735e+09 +1.778364735e+09 -4.9976e+00 -2.9272e-01 +3.3838e+00 +4.2522e+00 -4.6888e+00 -3.0150e+00 +4.4792e+00 -6.5900e-01 -2.4611e+00 +7.1383e-01 -4.7103e+00 -1.8027e+00 -4.1023e+00 -2.4300e+00 -3.0339e+00 +4.2000e+00 -3.2430e+00 -2.7186e+00 +4.6726e+00 +2.8721e+00
2 +9.730721429e+08 +9.730721429e+08 +9.730721807e+08 +9.730721807e+08 +4.2974e+00 -4.9480e+00 +2.6089e+00 +1.9660e+00 -2.7371e+00 -3.5660e+00 -1.8007e+00 +2.8111e+00 +4.2591e-01 -1.0697e+00 -2.3004e+00 +1.4413e+00 -3.2974e+00 -2.5117e+00 +2.8093e+00 -4.4031e+00 +1.0583e+00 -3.6113e-01 +2.3461e+00 +3.3152e+00
3 +5.458922276e+08 +5.458922276e+08 +5.458922654e+08 +5.458922654e+08 -4.3164e+00 -2.6938e+00 -2.0100e+00 -4.0580e+00 -4.0520e+00 -2.7968e+00 +7.1708e-01 +2.9300e+00 +3.7390e+00 -3.3338e+00 -1.1433e+00 -4.9453e+00 -1.6313e+00 +4.2943e+00 +1.9368e+00 -1.3764e+00 -7.6389e-02 +3.8241e-01 +2.5442e-01 +3.6346e+00
7 +1.630517477e+08 +1.630517477e+08 +1.630517855e+08 +1.630517855e+08 -1.1004e+00 -1.8014e+00 -3.4470e+00 +9.5881e-01 -4.9127e+00 -4.7482e+00 -1.6164e+00 -2.1352e+00 -1.5775e-01 -3.0199e+00 +3.0773e+00 -1.1553e+00 -4.7103e+00 +1.3409e-01 -1.9818e+00 +2.3972e+00 -3.1271e+00 +8.8076e-01 -3.2897e+00 -2.9355e+00
44 +1.360885364e+08 +1.360885364e+08 +1.360885742e+08 +1.360885742e+08 +1.8528e+00 +2.3543e+00 -1.8489e+00 +1.8734e+00 +2.8620e+00 -2.2003e-01 -2.9600e+00 +2.4106e+00 -3.2955e+00 -4.7593e+00 +6.5690e-01 +1.6195e+00 -1.4481e+00 +2.9390e+00 +3.6413e+00 -3.1060e-01 -2.3634e+00 +1.4839e+00 +2.1859e+00 +3.6535e+00
% function evaluation | noise-free fitness - Fopt (-6.720000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.386221253e+09 +3.386221253e+09 +3.386221186e+09 +3.386221186e+09 +1.5869e+00 -2.8988e+00 +4.0468e+00 +3.5656e+00 -4.3623e+00 +3.5959e+00 +3.7989e+00 -3.5329e+00 -3.8763e+00 +2.7331e+00 +3.7806e+00 -1.0932e+00 -1.4415e+00 -3.5044e+00 +1.7066e+00 +7.6359e-02 +2.6380e+00 -4.0623e+00 -2.3875e+00 -4.0468e+00
3 +2.408227296e+09 +2.408227296e+09 +2.408227229e+09 +2.408227229e+09 -4.3655e+00 -1.3706e+00 -1.0205e+00 -1.4811e+00 +1.1207e+00 -1.6630e+00 +8.5027e-01 -3.9705e-01 +4.8861e+00 -9.0280e-01 +4.0008e+00 -4.7449e+00 -7.5968e-01 -4.5773e+00 +4.0528e+00 +2.3718e+00 -4.2318e+00 -3.1341e+00 +2.5634e+00 -1.7233e+00
5 +9.724860229e+08 +9.724860229e+08 +9.724859557e+08 +9.724859557e+08 -4.3678e-01 -4.8370e+00 +4.8799e+00 -6.2687e-01 +3.5860e+00 -3.8003e+00 +2.8537e+00 -4.8505e+00 +5.0164e-01 -1.7963e+00 +2.7198e+00 +4.9520e-02 -3.7898e+00 -1.2950e+00 -1.9793e+00 -3.2417e+00 +2.2408e+00 -1.1237e+00 +1.7572e+00 +4.3689e+00
10 +3.156967182e+08 +3.156967182e+08 +3.156966510e+08 +3.156966510e+08 +1.6378e+00 -1.9362e+00 -2.1646e+00 +4.6738e-01 +4.4999e+00 -4.8473e+00 +1.4903e+00 -1.4166e-01 +4.4641e-01 +1.2657e+00 -3.9426e-01 +1.7660e+00 -8.9857e-01 +3.1805e+00 -1.7647e+00 -8.8364e-02 -3.6034e+00 +1.8765e+00 -1.8413e+00 -2.1353e+00
% function evaluation | noise-free fitness - Fopt (-7.010000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.218877377e+09 +7.218877377e+09 +7.218877370e+09 +7.218877370e+09 +1.0948e+00 -3.8312e+00 -4.8234e-01 +1.8500e+00 -3.9458e+00 -2.6578e+00 +1.0150e+00 -3.4455e+00 +3.5047e+00 -1.4176e-01 +3.1676e+00 -1.6847e+00 -2.4054e+00 +3.4384e+00 -1.8964e+00 -3.5053e-01 -2.0613e+00 +2.9126e+00 +2.9598e+00 -3.3450e+00
2 +3.250711160e+09 +3.250711160e+09 +3.250711153e+09 +3.250711153e+09 -3.1282e+00 +1.2109e-01 +2.3126e+00 -8.6873e-01 +2.7725e+00 -2.3242e+00 +3.2473e+00 +4.7454e+00 -2.3045e+00 +1.1418e+00 -5.5265e-01 -4.9588e+00 +3.0707e+00 -3.2705e-01 +3.0040e+00 -4.5931e+00 -3.8933e+00 -1.0094e+00 +4.0613e+00 -2.5333e+00
3 +6.993730151e+08 +6.993730151e+08 +6.993730081e+08 +6.993730081e+08 +3.5841e+00 +4.8028e+00 +4.8677e+00 -1.6272e+00 +9.4003e-01 -3.2291e-01 +4.3477e+00 -4.0065e+00 +3.9304e+00 +3.8289e-01 +3.6547e+00 +4.8964e+00 -1.8748e+00 -5.6370e-01 +4.3623e+00 -2.9367e+00 +4.7228e+00 +1.3339e+00 -3.0527e+00 -2.6218e+00
4 +2.051920844e+08 +2.051920844e+08 +2.051920774e+08 +2.051920774e+08 +8.2684e-02 +2.3766e+00 -3.8429e+00 +7.1906e-01 -2.5499e+00 -1.1401e+00 -6.1903e-01 -1.9876e+00 -1.7357e+00 +3.4051e+00 -2.9131e-01 -2.9526e+00 +2.3678e-01 -4.0646e+00 +3.8890e+00 -1.4335e+00 +4.1128e+00 -2.1826e+00 -3.2512e+00 -4.1600e+00
87 +1.528301014e+08 +1.528301014e+08 +1.528300944e+08 +1.528300944e+08 +1.8599e+00 +5.6724e-01 -3.4004e+00 +3.0157e+00 +3.2424e+00 -3.4815e+00 +2.4925e+00 +3.4181e-02 -2.4885e+00 +3.3397e+00 -4.4320e+00 +4.9168e+00 +2.9250e+00 -8.2347e-01 +4.6190e+00 +3.8488e+00 -1.1938e+00 -2.2322e+00 +4.4055e-01 -4.2594e+00
% function evaluation | noise-free fitness - Fopt (-1.297300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.459849080e+08 +5.459849080e+08 +5.459847783e+08 +5.459847783e+08 -2.5469e+00 -3.9936e+00 +3.5301e+00 +2.0900e+00 -3.3853e+00 +2.8718e+00 +2.1650e+00 -1.9052e+00 -2.5663e+00 -5.6334e-01 +3.4498e+00 +3.5618e+00 -3.4175e-01 -1.3233e+00 -8.9024e-01 -3.9577e+00 +2.4618e-01 +1.2804e+00 +4.5805e-03 -2.9715e+00
17 +2.870813712e+08 +2.870813712e+08 +2.870812415e+08 +2.870812415e+08 +1.6805e+00 -4.5773e+00 -2.6371e-01 +1.8389e+00 +2.8051e+00 -3.1911e+00 -2.4513e+00 -4.4337e+00 +4.6349e+00 -2.1516e+00 +3.2423e+00 -2.6725e+00 +4.7292e+00 -7.4685e-01 +1.2561e+00 -2.5452e+00 +3.2437e+00 +8.1180e-01 -2.9959e+00 -3.7131e+00
182 +2.243214667e+08 +2.243214667e+08 +2.243213369e+08 +2.243213369e+08 +1.5827e+00 -1.2224e+00 -2.3232e+00 +2.4829e-01 -7.0007e-01 +1.3720e+00 -4.1408e+00 -2.3984e+00 +2.1273e+00 -4.9636e+00 +8.8347e-01 -1.8796e+00 -1.3070e+00 -7.4732e-01 +5.5008e-01 +5.0812e-01 +4.1783e+00 +1.9249e+00 -1.0211e-01 +2.4774e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.679991545e+08 +6.679991545e+08 +6.680001545e+08 +6.680001545e+08 +4.3267e+00 +1.9419e+00 +3.6171e+00 -7.2369e-01 +4.9151e+00 +4.0378e+00 +3.5443e+00 -4.8933e+00 +4.0708e+00 -1.3057e+00 -2.8464e+00 +3.4678e+00 -2.8274e+00 +3.9911e+00 +3.4232e+00 +2.5571e+00 -4.3208e+00 +1.0972e-01 -2.4329e+00 -1.2169e+00
6 +4.562063507e+08 +4.562063507e+08 +4.562073507e+08 +4.562073507e+08 -4.8304e+00 -4.7239e+00 +2.1688e+00 +2.4390e-01 +2.7417e+00 +3.1925e+00 -2.5389e+00 -2.6719e+00 +1.1859e-01 -1.5922e+00 -2.2141e+00 +1.2382e+00 -1.7202e+00 +1.9415e+00 -1.7315e+00 +1.6066e+00 +4.9292e+00 +1.1132e-01 +4.3655e+00 +1.6388e+00
18 +2.350047564e+08 +2.350047564e+08 +2.350057564e+08 +2.350057564e+08 -3.4406e+00 -1.7893e+00 -1.5974e+00 +1.9100e+00 +2.5349e+00 +4.9660e+00 -1.9108e+00 -1.2145e+00 +1.0870e+00 +4.7886e+00 +2.1104e+00 +1.5241e+00 +2.6177e-02 -4.9533e+00 -4.6648e+00 -2.0823e+00 +3.7955e+00 +3.3457e+00 +3.5572e+00 +3.3640e+00
65 +1.420034926e+08 +1.420034926e+08 +1.420044926e+08 +1.420044926e+08 -4.9325e+00 +1.2517e+00 -1.9260e+00 +1.6584e+00 -2.3849e+00 -2.2832e+00 -7.3179e-01 +5.1959e-01 +3.0375e+00 +4.1304e+00 +1.5420e+00 -1.6457e+00 +3.4496e+00 +2.1724e+00 -9.8389e-01 +3.8035e+00 +3.2150e+00 -1.9805e+00 +3.1435e+00 -3.0975e+00
% function evaluation | noise-free fitness - Fopt (-1.152000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.172221064e+11 +3.172221064e+11 +3.172221063e+11 +3.172221063e+11 +4.5123e+00 -3.6006e-01 +2.3400e+00 -3.7010e-01 +4.0538e+00 -1.8670e+00 +4.1492e+00 -3.9414e-01 -2.6552e-01 -4.5153e+00 +4.7205e-01 -4.4653e+00 +4.4651e+00 +3.0310e-01 +2.7636e-01 +3.2365e+00 -4.7593e+00 +3.8542e+00 +3.4592e+00 -1.2675e-01
2 +6.241482446e+09 +6.241482446e+09 +6.241482330e+09 +6.241482330e+09 +3.2781e+00 +3.7788e+00 +3.4985e+00 +3.5335e+00 +1.7003e+00 -1.5081e-01 -4.6960e+00 +2.7260e-01 +1.3654e+00 +3.9062e+00 +3.4481e+00 -2.1458e+00 -1.1684e+00 +1.9890e+00 -4.7372e+00 -3.6404e-01 -7.4558e-01 -1.3162e+00 -4.5124e+00 +8.1538e-01
5 +5.223482702e+08 +5.223482702e+08 +5.223481550e+08 +5.223481550e+08 -1.8961e+00 -3.5941e-01 -4.3630e+00 -1.5869e+00 -3.3442e+00 +3.2166e+00 -1.9231e-01 +1.0742e+00 -2.7931e+00 +1.8877e+00 -3.4846e+00 +4.6078e-01 +4.9528e+00 -8.4362e-01 -2.7796e+00 +4.3790e+00 -2.1338e+00 +3.2011e+00 +4.3083e+00 -4.4685e+00
10 +3.527158338e+08 +3.527158338e+08 +3.527157186e+08 +3.527157186e+08 -2.4964e+00 +3.2873e-01 -4.7627e+00 -1.7481e+00 -1.9082e+00 +1.1928e+00 +2.6203e+00 -9.0197e-01 -1.8269e+00 +6.7950e-02 -2.8440e-01 +9.8283e-02 +4.4357e+00 +4.1241e+00 -3.0570e+00 +4.7490e+00 -6.5250e-01 -4.8953e+00 +1.0370e+00 -2.4527e+00
13 +1.615562278e+08 +1.615562278e+08 +1.615561126e+08 +1.615561126e+08 -3.6123e+00 -2.2026e+00 +2.4286e+00 +3.9644e+00 -3.2003e+00 -3.8311e+00 -6.1217e-01 -2.8625e+00 -4.7368e+00 +3.9410e+00 -2.6131e+00 -2.0816e+00 -1.9188e+00 -1.3207e+00 +2.2084e+00 -2.4278e+00 -2.7262e+00 -3.3459e+00 +2.5633e+00 -2.3352e+00
57 +1.576338645e+08 +1.576338645e+08 +1.576337493e+08 +1.576337493e+08 +4.3218e+00 -2.3415e-01 -4.2445e+00 +6.1730e-01 -4.5032e+00 -3.8491e+00 +1.1883e+00 -7.1787e-01 -4.5389e+00 -2.3195e+00 -1.8931e+00 +4.6503e+00 +3.3575e+00 -1.0726e+00 -7.8635e-01 +2.5722e+00 -3.2594e-01 -3.7636e+00 -5.0219e-01 -9.0663e-01
% function evaluation | noise-free fitness - Fopt (2.616400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.396619936e+08 +3.396619936e+08 +3.396622552e+08 +3.396622552e+08 +6.5447e-02 -4.4587e+00 +3.0211e+00 +1.3391e+00 +1.9423e+00 -4.3021e+00 -2.0316e+00 -3.0231e+00 +1.9101e+00 +2.1778e+00 +2.3037e+00 -3.6495e-01 +6.5487e-01 -2.1529e+00 +3.9161e+00 -4.9045e-01 -1.5231e-01 -1.1459e+00 -1.5653e+00 +1.2673e+00
3 +2.321124916e+08 +2.321124916e+08 +2.321127532e+08 +2.321127532e+08 -1.0024e+00 -1.6041e+00 -3.0253e+00 -1.2098e-01 +2.0087e-01 -4.4975e+00 +4.4020e+00 +3.5550e+00 +4.1481e+00 +1.2428e+00 -1.6267e-01 -4.6790e+00 +1.5208e+00 -2.9143e+00 +4.0573e+00 +7.1004e-01 -2.9260e+00 +2.5957e+00 -2.9961e+00 -3.1919e+00
50 +1.575374281e+08 +1.575374281e+08 +1.575376897e+08 +1.575376897e+08 -3.2453e+00 +4.9894e+00 -8.6961e-01 -2.4748e+00 +3.1992e+00 +2.5133e+00 +1.7913e-01 -2.4430e+00 +5.7563e-01 +2.1596e+00 -2.7578e+00 -3.5692e+00 +3.6477e+00 +1.8896e+00 +4.8930e+00 +1.1068e+00 -3.7687e+00 +3.2626e+00 -1.8070e+00 +1.2861e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.614678971e+08 +4.614678971e+08 +4.614688971e+08 +4.614688971e+08 +1.3434e+00 +1.1646e+00 +3.5490e+00 -3.1406e+00 +3.2669e+00 -3.4030e+00 +9.3626e-02 -3.9889e+00 -3.5762e+00 +4.9134e-01 -1.6151e+00 +3.5281e+00 -1.6166e+00 -3.6063e+00 +1.8594e+00 -4.5526e+00 +2.0002e-01 -2.6517e+00 -1.9650e+00 +1.6611e+00
6 +3.226693468e+08 +3.226693468e+08 +3.226703468e+08 +3.226703468e+08 -1.1398e+00 +4.3900e+00 +4.6570e+00 +9.0471e-01 -4.5834e+00 +2.1908e-01 +3.6788e-01 -3.7077e+00 -2.4919e+00 +1.4183e+00 -2.6637e+00 +5.7662e-01 -1.6300e+00 -4.5252e+00 -2.0119e+00 -7.7145e-01 -3.5710e-02 +8.4333e-02 +1.4981e+00 -4.0778e+00
84 +1.859227082e+08 +1.859227082e+08 +1.859237082e+08 +1.859237082e+08 -2.3313e+00 +3.6331e+00 -2.7723e+00 +2.7144e+00 +2.6418e+00 -1.1982e+00 -1.9950e+00 -4.6297e+00 -8.4990e-01 +3.8014e+00 +2.0784e+00 +4.6893e+00 -2.7084e+00 -1.4871e+00 +3.3058e+00 -7.2308e-01 +2.1927e+00 +3.2120e+00 -4.9875e+00 +1.0191e+00
165 +1.406505415e+08 +1.406505415e+08 +1.406515415e+08 +1.406515415e+08 -2.7054e+00 +4.7622e+00 -1.0146e+00 +1.8380e+00 -2.0576e-01 +4.2465e-01 +1.4912e+00 +1.2423e+00 -3.1878e+00 +1.4560e+00 +1.7367e+00 +8.9717e-01 -8.0457e-01 -2.4666e+00 +4.3846e+00 +9.5179e-01 +1.5962e+00 +3.4035e+00 +8.5609e-01 +2.3227e+00
% function evaluation | noise-free fitness - Fopt (1.737000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.652890304e+09 +3.652890304e+09 +3.652890321e+09 +3.652890321e+09 -1.9603e+00 -3.3467e+00 -3.2732e+00 +1.1231e+00 -2.0585e+00 -2.4075e+00 -1.3512e-01 +3.7247e+00 -4.8007e+00 -4.8439e+00 -3.2413e+00 +1.3656e+00 -3.6975e+00 +2.7203e+00 -2.2170e+00 +3.3588e+00 -1.9834e+00 +3.7811e+00 +1.7496e+00 -2.4069e+00
2 +8.925032151e+08 +8.925032151e+08 +8.925032324e+08 +8.925032324e+08 -1.5866e-01 +2.9647e+00 +4.6099e+00 -4.9299e+00 -3.1390e+00 +4.0680e+00 -3.8655e+00 +1.4526e+00 -4.0465e-01 -4.6730e+00 -3.5513e+00 -1.3209e+00 +3.8102e+00 +4.1230e+00 +1.6436e+00 -1.3527e+00 -1.2612e+00 +1.2391e+00 +3.6291e+00 -2.3872e+00
8 +5.124976649e+08 +5.124976649e+08 +5.124976823e+08 +5.124976823e+08 -9.4375e-01 +1.5573e+00 -8.7981e-01 +4.0047e+00 -2.1623e+00 -3.1438e+00 +1.4181e+00 +3.1385e+00 +2.9379e+00 +4.9923e+00 +4.7307e+00 +2.3287e+00 +1.9005e+00 -2.2280e+00 -4.7641e+00 +1.5959e+00 +3.6466e-01 +7.2166e-01 +5.7311e-01 -2.3740e+00
13 +2.363572029e+08 +2.363572029e+08 +2.363572202e+08 +2.363572202e+08 -3.0971e+00 -2.8048e+00 +1.5291e+00 +1.3100e+00 -3.0985e+00 +1.3098e+00 +4.8820e+00 -7.2317e-01 -5.2570e-01 +2.7852e+00 +4.8837e+00 +4.9400e-01 +4.0697e+00 -1.0868e+00 +8.5772e-01 +1.5474e+00 +1.5648e+00 +9.1909e-02 -3.8941e+00 -7.9588e-01
% function evaluation | noise-free fitness - Fopt (1.541700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.697730075e+10 +1.697730075e+10 +1.697730090e+10 +1.697730090e+10 +2.1152e+00 -4.9099e+00 +1.2353e+00 -1.6722e+00 -4.4297e+00 -4.6425e+00 -4.1511e+00 -3.1289e+00 +1.2448e-01 -1.0255e+00 -2.8019e+00 -2.7472e-01 +2.5882e+00 -2.8727e+00 -4.2903e+00 -1.3754e+00 -1.4861e+00 -3.0675e+00 -1.1971e+00 +6.5145e-01
4 +1.248856792e+10 +1.248856792e+10 +1.248856808e+10 +1.248856808e+10 +1.0380e+00 +4.1127e+00 -2.0175e-01 +2.2507e+00 +3.9776e+00 +1.8082e+00 +5.8238e-01 -1.8830e+00 -2.4645e+00 -5.7402e-01 -4.1321e+00 -3.8105e+00 -3.2169e+00 +1.2303e+00 +2.9628e+00 +4.5495e+00 +9.4760e-01 +1.8529e+00 +3.4189e+00 +3.7972e+00
6 +1.254262036e+09 +1.254262036e+09 +1.254262190e+09 +1.254262190e+09 -3.4854e+00 -1.7195e+00 -2.0829e+00 +3.6592e+00 +4.4965e+00 +2.7590e+00 +2.3107e+00 -2.5558e+00 +2.9000e+00 -7.9045e-01 +3.0928e+00 -4.4426e+00 +1.7095e+00 -4.8240e+00 +3.7912e+00 +3.0107e+00 -2.1397e+00 +1.3822e+00 -3.6661e+00 -2.2587e+00
7 +7.724055073e+08 +7.724055073e+08 +7.724056614e+08 +7.724056614e+08 -6.7675e-02 +4.5658e+00 +3.7746e+00 +1.3307e+00 +1.9642e+00 -4.9831e+00 +2.2676e+00 +1.0486e+00 +2.8625e+00 -1.8488e+00 -1.3835e-01 +4.4640e+00 +4.1926e+00 +2.5161e+00 -2.6537e+00 -4.6731e+00 +4.1461e+00 -3.7296e-01 -2.7833e+00 +2.2013e-01
29 +5.953529527e+08 +5.953529527e+08 +5.953531069e+08 +5.953531069e+08 -3.9999e-01 +2.2763e+00 +3.6028e+00 +2.3597e+00 +2.9701e+00 -4.9371e-01 +1.2244e+00 -2.8060e+00 -2.9454e+00 -2.7986e+00 +3.6537e+00 -4.9370e+00 +6.1144e-01 +3.1452e+00 +4.0783e+00 -2.8824e+00 -2.5160e-01 +1.7019e+00 +2.0375e+00 -2.8044e+00
