% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.006749080e+01 +2.006749080e+01 -1.105425092e+02 -1.105425092e+02 +3.5611e+00 +1.0355e+00 -3.5010e+00 -3.3982e+00 +6.2122e-01 +2.4316e+00 +3.6834e+00 +1.5504e-01 -3.6696e+00 -9.8875e-01 +1.5084e+00 +3.4620e+00 +1.8024e+00 +3.5599e+00 +3.5483e-01 -3.4895e+00 +6.0448e-01 -3.9628e+00 -1.9946e+00 +2.9293e+00
3 +1.166348804e+01 +1.166348804e+01 -1.189465120e+02 -1.189465120e+02 -2.8202e+00 +8.2165e-02 -6.2390e-01 +1.0174e+00 +2.4749e+00 -1.1425e+00 +3.3620e-01 +3.3144e+00 +3.5412e+00 -1.0132e-01 -1.8314e+00 -2.0685e-02 -3.5439e-01 +7.1483e-01 +3.8156e+00 +7.9502e-01 -2.8063e+00 +2.8500e+00 -2.3803e+00 +6.2836e-01
10 +7.148996593e+00 +7.148996593e+00 -1.234610034e+02 -1.234610034e+02 +7.7519e-01 +3.3169e+00 -3.2586e+00 -3.3868e+00 -8.5696e-01 -1.4491e-01 -2.4096e+00 -3.7200e+00 -1.7658e+00 +2.2724e+00 +1.1911e+00 -3.4182e+00 -4.7179e-01 +1.1587e+00 +1.8195e+00 +1.9005e+00 +2.4510e+00 -2.8061e-01 +7.7594e-02 -1.7663e+00
75 +5.663785704e+00 +5.663785704e+00 -1.249462143e+02 -1.249462143e+02 -2.4831e+00 -3.7219e+00 +1.0027e+00 +2.3465e+00 -4.9524e-01 +2.8346e+00 -2.8299e+00 -4.0265e-01 -2.3135e+00 -1.8132e+00 +2.8265e+00 +3.9526e+00 +1.0800e+00 -1.3877e+00 +2.9807e+00 -4.9440e-01 -6.8642e-01 +1.9715e+00 -2.5170e+00 -2.0899e+00
290 +3.889288373e+00 +3.889288373e+00 -1.267207116e+02 -1.267207116e+02 -5.8964e-01 +6.9648e-01 -9.0796e-01 -1.8877e+00 -1.2492e+00 -3.0085e+00 +2.4035e+00 -1.2673e+00 -3.4978e+00 +1.0788e+00 +2.4776e+00 +2.7160e+00 -1.0693e+00 +1.8118e+00 +2.7931e+00 +1.4235e+00 +3.6406e+00 -2.9906e+00 +2.9810e+00 +8.1640e-02
20058 +2.490127926e+00 +2.490127926e+00 -1.281198721e+02 -1.281198721e+02 +1.0403e+00 +3.2598e+00 -3.1243e+00 -3.7230e+00 -4.8322e-01 -2.0074e-01 -3.2209e+00 -2.8062e+00 -1.2896e+00 +2.4027e+00 +1.3250e+00 -3.3821e+00 +4.2727e-01 +5.2225e-01 +8.0902e-01 +6.2977e-01 +2.2625e+00 +5.0542e-01 +3.0242e-01 -2.3571e+00
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.881089271e+01 +1.881089271e+01 -2.043091073e+02 -2.043091073e+02 -8.9854e-01 +1.0247e-01 -1.8114e+00 +3.1736e+00 -6.3019e-01 +1.4458e+00 -9.1504e-02 +7.9807e-01 -9.3488e-01 +1.9789e+00 -2.2120e-01 +3.6012e+00 +2.7104e+00 -2.0258e+00 +7.7422e-02 -1.9185e+00 +1.3329e+00 +3.8997e+00 +6.3024e-01 +2.9685e+00
2 +1.515428559e+01 +1.515428559e+01 -2.079657144e+02 -2.079657144e+02 +6.3068e-01 -2.6583e+00 -2.0692e+00 -3.5669e+00 +2.6547e+00 -2.4916e+00 -2.4640e+00 -9.6187e-01 +4.1957e-01 +3.8921e+00 +1.0109e+00 -8.3326e-02 +6.9421e-01 +3.5446e+00 -2.9113e+00 -2.6722e+00 -1.1869e+00 +2.2816e+00 -3.5060e+00 +2.4540e+00
3 +5.297791318e+00 +5.297791318e+00 -2.178222087e+02 -2.178222087e+02 +6.1663e-01 +3.6177e+00 -7.1872e-01 -2.3426e+00 +2.5041e+00 -3.7553e+00 -3.4928e+00 -2.8878e+00 -3.0400e+00 -1.6412e+00 -4.9582e-01 +2.1247e+00 +3.9822e+00 -6.1144e-01 -2.5169e+00 -3.0221e+00 -1.9776e+00 -2.4456e+00 +3.7446e+00 -2.8045e+00
61 +3.849919422e+00 +3.849919422e+00 -2.192700806e+02 -2.192700806e+02 -3.1615e+00 +3.9464e-01 -6.0317e-01 +2.8977e+00 -3.4544e+00 +2.3623e+00 +1.9369e+00 -3.7292e+00 -3.9295e+00 +5.0796e-01 +1.6825e+00 +2.8740e+00 -3.0963e+00 +1.0510e+00 -1.6502e+00 -7.7359e-01 +4.6170e-01 +4.7110e-01 -9.7092e-01 -1.8659e+00
10648 +2.341058339e+00 +2.341058339e+00 -2.207789417e+02 -2.207789417e+02 -2.8318e+00 +6.4621e-01 -7.7917e-01 +3.0401e+00 -4.0687e+00 +2.6173e+00 +1.6508e+00 -1.9239e-01 -3.9472e+00 +2.7330e-01 +2.1907e+00 +2.8003e+00 -2.8818e+00 +2.1404e-01 -1.0849e+00 -1.3057e+00 +6.0597e-01 +1.6109e+00 -3.9930e-01 -1.7706e+00
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.691325524e+01 +1.691325524e+01 -2.751674476e+01 -2.751674476e+01 -2.6426e-02 -2.3407e+00 -1.2028e-01 -1.1058e+00 -2.9707e+00 -3.4590e+00 -3.7992e+00 +3.7901e+00 -2.0697e+00 -5.2602e-01 +2.7995e+00 -2.2136e+00 +2.2732e+00 -5.1590e-01 +1.4812e+00 -6.2665e-01 -1.1691e+00 -2.5248e-01 +1.0834e+00 +1.2368e+00
2 +1.037215589e+01 +1.037215589e+01 -3.405784411e+01 -3.405784411e+01 -3.9181e+00 +1.4271e+00 -3.1085e+00 +5.9294e-01 +1.0225e+00 -1.4061e+00 -3.9279e+00 +2.1040e+00 -3.7187e+00 +3.2596e+00 -6.9288e-01 +3.0092e+00 -2.6554e+00 +1.5366e+00 -2.6981e+00 +6.8411e-01 +2.9228e+00 -3.6101e+00 -2.5519e+00 +2.8042e+00
13 +8.219913292e+00 +8.219913292e+00 -3.621008671e+01 -3.621008671e+01 -7.5273e-01 +2.9806e+00 +2.2082e+00 -1.9904e+00 +1.2960e+00 +7.8006e-01 +3.8802e-01 -2.1181e+00 -5.6133e-01 -4.1812e-01 -1.4699e+00 +3.5825e+00 +1.7650e-01 +3.2530e+00 +3.1624e+00 +3.1278e+00 -3.3172e+00 -3.4489e+00 +1.1917e+00 -3.9266e+00
34 +6.126811308e+00 +6.126811308e+00 -3.830318869e+01 -3.830318869e+01 -7.6840e-01 +2.9919e+00 +2.1776e+00 -1.9362e+00 +1.3309e+00 +8.7339e-01 +3.4839e-01 -2.1563e+00 -4.7012e-01 -4.0392e-01 -1.4898e+00 +3.5412e+00 +2.0298e-01 +3.2188e+00 +3.1255e+00 +3.2205e+00 -3.3015e+00 -3.4405e+00 +1.1311e+00 -4.0089e+00
165 +3.335199843e+00 +3.335199843e+00 -4.109480016e+01 -4.109480016e+01 -8.1794e-01 +2.9550e+00 +2.1875e+00 -1.9626e+00 +1.4153e+00 +8.6375e-01 +4.4460e-01 -2.1883e+00 -4.2771e-01 -4.4974e-01 -1.4262e+00 +3.5107e+00 +1.6134e-01 +3.2769e+00 +3.1466e+00 +3.2985e+00 -3.3816e+00 -3.3580e+00 +1.0785e+00 -3.9173e+00
2234 +2.430227126e+00 +2.430227126e+00 -4.199977287e+01 -4.199977287e+01 -2.5187e+00 +9.1932e-02 -2.7498e+00 +1.1405e+00 +2.0879e-01 -3.3028e+00 -2.7195e+00 +2.9024e-01 -2.2122e+00 +1.4306e+00 -1.6383e+00 +1.9948e+00 +2.1186e-01 +2.4390e+00 -2.6809e+00 -1.7755e-01 +8.4211e-01 -9.3300e-01 +2.4798e+00 -2.3831e-01
% function evaluation | noise-free fitness - Fopt (1.994000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.407934762e+01 +2.407934762e+01 +4.401934762e+01 +4.401934762e+01 +3.0326e+00 -4.5175e-01 +1.6893e+00 +3.3962e+00 +6.3322e-03 -3.2299e+00 -2.3184e+00 -3.5165e+00 -3.1630e+00 +2.3095e+00 +3.5099e+00 +9.0701e-01 +2.9551e+00 +1.6070e-01 +3.0280e+00 -2.0515e+00 +5.1904e-01 -3.2220e-01 -1.7790e+00 +1.2463e+00
2 +1.428399127e+01 +1.428399127e+01 +3.422399127e+01 +3.422399127e+01 +3.3156e+00 +8.0913e-01 -9.4521e-01 -4.2508e-01 -3.4902e+00 -2.5623e-01 +1.5377e+00 +2.3951e-01 +3.5837e+00 -3.7466e+00 -2.2103e-01 +1.8013e-02 +4.4516e-01 +1.0467e+00 +2.0410e+00 -3.6184e+00 +3.2920e+00 +2.5241e+00 +3.4196e+00 -1.6860e+00
4 +6.840335074e+00 +6.840335074e+00 +2.678033507e+01 +2.678033507e+01 +3.9547e+00 -9.5098e-01 +1.0392e+00 -6.5640e-01 -1.4155e+00 +1.2641e-01 -3.2875e+00 +8.4539e-02 -3.0250e+00 -1.3991e+00 +1.9461e+00 -5.4725e-01 +2.6061e+00 -4.1187e-03 -9.3657e-01 +7.4947e-01 -5.8306e-01 -2.6776e+00 -2.1471e+00 -2.6190e+00
46 +6.272307072e+00 +6.272307072e+00 +2.621230707e+01 +2.621230707e+01 +2.3294e+00 +3.5267e+00 -7.0578e-01 +3.0266e+00 -1.0457e+00 -2.4128e+00 +1.2447e+00 -2.3924e+00 +1.7923e+00 -3.8141e+00 +9.3171e-01 +1.0159e+00 +3.4127e-01 -1.7476e+00 +1.7027e+00 -1.9784e+00 -2.7083e+00 -1.8355e+00 -1.4786e+00 -3.0933e+00
1588 +3.026580031e+00 +3.026580031e+00 +2.296658003e+01 +2.296658003e+01 +3.4919e+00 +1.2253e+00 -6.1025e-01 +1.8130e+00 +5.3148e-01 +2.4431e+00 +2.4857e+00 -9.3781e-01 +3.9582e-02 -2.9813e+00 +1.9784e+00 +6.5367e-01 -2.3581e-01 +1.9079e+00 +1.4401e+00 -1.3791e+00 +2.2916e+00 -1.9112e+00 -8.4859e-01 -2.1585e+00
10923 +2.426175579e+00 +2.426175579e+00 +2.236617558e+01 +2.236617558e+01 +2.9727e+00 +1.3363e+00 -3.5059e-01 +2.0401e+00 +6.2698e-01 +2.2322e+00 +2.9419e+00 -1.3268e+00 +2.9414e-01 -3.1885e+00 +2.2404e+00 +2.1356e-01 -1.4959e-01 +2.6255e+00 +1.3206e+00 -1.4534e+00 +1.6908e+00 -1.5313e+00 -9.2144e-01 -2.6036e+00
% function evaluation | noise-free fitness - Fopt (2.047400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.030951636e+01 +2.030951636e+01 +2.250495164e+02 +2.250495164e+02 -1.5161e+00 +2.2929e+00 +1.2946e+00 +2.4485e+00 -2.4348e+00 -3.9557e+00 +3.5828e+00 -1.7249e+00 +3.8791e+00 +8.5560e-01 +1.3653e+00 -3.3372e+00 +7.0480e-01 +1.5484e+00 +2.6843e+00 +1.7238e+00 +3.0803e+00 -3.6477e+00 -2.9502e+00 -3.7526e+00
2 +1.205839472e+01 +1.205839472e+01 +2.167983947e+02 +2.167983947e+02 -3.9026e+00 -1.6417e+00 +2.0890e+00 +2.3984e+00 +5.1324e-01 +2.1376e+00 +2.2366e+00 +1.6470e+00 -3.8783e+00 +1.8941e+00 -2.4839e+00 -2.2738e+00 +4.7189e-01 +1.1124e+00 +1.3823e+00 +3.8998e+00 +1.1087e+00 +3.3381e+00 +6.6850e-01 +3.7127e+00
6 +9.081490926e+00 +9.081490926e+00 +2.138214909e+02 +2.138214909e+02 -3.0444e+00 +1.8344e+00 +1.6503e+00 -1.1560e-01 +3.6237e+00 -2.3652e+00 +7.3774e-01 -3.0284e+00 +1.9859e-01 -3.1062e+00 +3.2839e+00 -4.1284e-01 -3.6532e+00 +1.6428e+00 +4.4827e-01 -4.9163e-01 +1.6365e+00 -9.8768e-01 -2.0993e+00 -1.9293e+00
206 +5.112616223e+00 +5.112616223e+00 +2.098526162e+02 +2.098526162e+02 -3.1219e+00 -1.8202e-01 +3.3018e+00 -3.3315e+00 -2.1444e+00 +1.6888e+00 +3.9922e+00 +1.6551e+00 -1.7167e+00 -8.8900e-01 -1.1765e+00 -2.5758e+00 -2.6683e+00 +4.5937e-01 +1.5171e-02 +6.5595e-02 -3.7009e+00 +1.0020e+00 +1.6014e+00 +3.1695e+00
2199 +3.635377601e+00 +3.635377601e+00 +2.083753776e+02 +2.083753776e+02 +1.2436e+00 +1.3467e+00 -7.0343e-01 -3.0966e+00 +8.9558e-01 +2.4676e+00 +1.6960e+00 +2.8786e+00 -6.3625e-01 -7.0087e-01 -1.8112e+00 +4.2067e+00 +2.4172e+00 +2.4165e+00 -7.7292e-01 -1.8344e+00 +1.7482e+00 +3.0377e+00 +2.0363e+00 -3.9583e-01
% function evaluation | noise-free fitness - Fopt (-3.887700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.102809110e+01 +1.102809110e+01 -3.777419089e+02 -3.777419089e+02 -5.2952e-01 -2.0768e-01 -6.9205e-01 -2.7966e-01 -3.1959e+00 -2.4758e+00 +5.4999e-01 -2.2862e+00 +1.4156e+00 -1.4101e+00 -3.0402e+00 +1.1705e+00 +1.8765e+00 -2.9803e+00 +9.5153e-01 -3.4397e+00 -1.1514e+00 -3.3783e+00 +1.4255e+00 -2.4535e+00
5 +9.553524367e+00 +9.553524367e+00 -3.792164756e+02 -3.792164756e+02 +2.5248e+00 -3.2556e+00 +3.2203e+00 +1.7308e+00 +4.2372e-01 +3.0199e+00 +8.1572e-02 +4.8397e-01 -9.1548e-01 +3.8830e-01 +1.2809e+00 +1.4565e+00 -1.3835e+00 -2.5422e+00 +3.9578e+00 +3.7704e+00 -2.2620e+00 -2.7392e+00 -2.7815e+00 +1.1312e+00
21 +3.968447890e+00 +3.968447890e+00 -3.848015521e+02 -3.848015521e+02 +1.9506e+00 -1.9045e+00 +3.6146e+00 +2.0858e+00 -4.4609e-01 +2.6371e+00 +1.1331e-01 +2.2788e+00 -1.5009e+00 -1.7480e+00 +1.0518e+00 -8.4741e-01 +1.1314e+00 +3.3429e+00 +6.1321e-01 -7.5516e-01 -1.3747e+00 -2.1508e+00 +5.5921e-01 +3.4579e+00
11562 +2.508015284e+00 +2.508015284e+00 -3.862619847e+02 -3.862619847e+02 +1.8530e-01 +1.2418e+00 +2.6064e+00 +3.3525e+00 -1.2920e+00 -1.1187e+00 -1.2943e+00 +2.6363e+00 -2.1064e+00 +3.1704e+00 +1.0373e+00 -2.3391e+00 +2.9446e+00 -3.3026e-01 -3.5734e+00 +6.6946e-01 -1.1381e-01 -1.5090e+00 +1.6254e+00 +3.4256e+00
% function evaluation | noise-free fitness - Fopt (-1.918000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.603922858e+01 +1.603922858e+01 -3.140771424e+00 -3.140771424e+00 +2.4090e+00 -2.2660e+00 +2.2079e-01 -4.9939e-01 +2.7227e-01 +9.0703e-01 +1.7242e+00 -3.1882e+00 -3.4675e-01 -2.2664e+00 -8.2270e-01 -3.6134e+00 +2.7195e+00 -1.2673e+00 -1.1649e+00 -2.0834e+00 +9.0910e-01 +1.0647e-01 -5.1767e-01 -1.8981e+00
2 +1.268357377e+01 +1.268357377e+01 -6.496426226e+00 -6.496426226e+00 -1.4038e+00 -3.3274e+00 +1.2229e+00 -4.4418e-01 -2.8759e+00 -9.7483e-01 -3.5496e+00 +1.6123e+00 +2.9896e+00 -3.5885e+00 -1.7512e+00 +1.6884e+00 +3.7933e+00 +1.8054e+00 +3.1009e+00 -3.4336e+00 +3.4322e+00 +1.7125e+00 +9.5961e-01 +3.5589e+00
7 +7.636439234e+00 +7.636439234e+00 -1.154356077e+01 -1.154356077e+01 -1.2490e+00 -3.5997e+00 +2.4974e+00 +4.9296e-01 -1.4157e+00 +1.0529e+00 +8.9160e-01 +1.0032e+00 +2.6579e+00 +1.8106e+00 +1.6032e-01 +1.3601e+00 -3.1354e+00 +8.6146e-01 +5.2124e-01 +3.3507e+00 +1.7141e+00 -1.2466e-01 -2.6172e-01 +2.8076e+00
17 +5.167054026e+00 +5.167054026e+00 -1.401294597e+01 -1.401294597e+01 +8.5399e-01 +2.2694e+00 -1.1125e+00 +1.1055e+00 +3.3307e+00 -9.1716e-01 -2.6646e+00 -3.2646e+00 -3.2355e+00 +1.2981e+00 +1.8155e+00 +2.4043e+00 -1.9119e+00 +1.1970e+00 -2.1172e-01 +1.2093e+00 +1.9394e+00 +2.8452e+00 +3.2476e+00 -2.6464e+00
2632 +3.903941604e+00 +3.903941604e+00 -1.527605840e+01 -1.527605840e+01 -2.6336e+00 -1.1782e-03 -7.1587e-01 -4.5002e-01 +3.2505e-01 -1.1689e-01 +5.4339e-01 +5.3796e-01 +1.7617e+00 +8.5873e-01 -6.2220e-01 +9.0842e-01 -1.3808e+00 +3.0577e+00 -3.1366e+00 -2.4232e+00 -1.0633e+00 +3.5375e+00 -1.4015e+00 +3.8421e+00
% function evaluation | noise-free fitness - Fopt (-3.724500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.588057049e+01 +1.588057049e+01 -3.565694295e+02 -3.565694295e+02 -1.4023e-02 -3.4155e+00 -1.4471e+00 +1.8238e+00 +1.5127e+00 -2.6760e+00 -2.0156e+00 -1.2678e+00 +6.8220e-01 +3.2606e-01 -3.6039e+00 -3.8538e+00 -1.5100e+00 -3.9683e+00 -3.8647e+00 -2.8839e+00 -1.0332e+00 -3.0578e+00 -3.5580e+00 -8.7998e-01
2 +1.374474784e+01 +1.374474784e+01 -3.587052522e+02 -3.587052522e+02 -1.5610e+00 -2.5965e+00 +9.7268e-01 +3.6942e+00 -3.6330e+00 +2.1508e+00 +2.3953e+00 -2.6450e+00 -2.5521e+00 +3.4647e+00 -1.1969e+00 +3.2851e+00 -5.0786e-01 +6.6963e-01 -2.2517e+00 +3.7224e+00 +2.6589e+00 -3.0811e-01 +2.1992e-01 -1.1731e+00
10 +8.901548362e+00 +8.901548362e+00 -3.635484516e+02 -3.635484516e+02 +1.1149e+00 +1.0047e+00 -2.4595e+00 -1.0724e+00 -1.1268e+00 -5.0871e-01 -3.8844e+00 +2.8721e+00 -3.5031e+00 +2.8545e+00 -2.8204e-01 -2.8705e+00 -2.9075e+00 -2.9485e+00 +3.7754e+00 -2.1853e+00 +3.2276e+00 +2.9732e+00 -3.5561e+00 +2.1141e+00
32 +5.821922779e+00 +5.821922779e+00 -3.666280772e+02 -3.666280772e+02 -3.2637e+00 -1.9768e+00 -6.0922e-01 -8.0377e-01 -2.4660e+00 -2.8893e+00 -2.7294e+00 +1.6634e+00 +2.4368e+00 -1.1924e+00 +3.8748e+00 -2.3689e+00 -1.0801e+00 -1.3611e+00 -3.6927e+00 -6.5278e-01 +7.5082e-01 +9.6739e-01 -8.8264e-01 +1.8050e+00
298 +2.677001022e+00 +2.677001022e+00 -3.697729990e+02 -3.697729990e+02 +2.0479e+00 +2.6439e+00 +1.7110e+00 +2.1530e+00 -1.5230e-01 -1.7362e+00 -2.3912e+00 +2.1656e+00 +2.4338e+00 +7.8921e-01 -3.5485e+00 -3.8635e+00 -2.3454e+00 -4.7948e-01 +2.4679e+00 -1.5902e+00 -2.6484e+00 +1.7940e+00 +3.5213e-01 +5.8762e-01
26098 +2.506159610e+00 +2.506159610e+00 -3.699438404e+02 -3.699438404e+02 +1.9872e+00 +3.1644e+00 +1.3598e+00 +2.4491e+00 -4.5559e-01 -1.6294e+00 -2.2796e+00 +1.3992e+00 +1.9719e+00 +9.6639e-01 -2.8094e+00 -3.8615e+00 -1.5123e+00 -1.3421e-01 +1.7493e+00 -6.1549e-01 -2.6182e+00 +1.4115e+00 -1.1787e-01 +2.0740e+00
% function evaluation | noise-free fitness - Fopt (8.450000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.349023123e+01 +1.349023123e+01 +2.194023123e+01 +2.194023123e+01 +1.8148e+00 -3.2347e+00 +1.0107e+00 +1.9042e+00 +3.4206e+00 -1.1403e-01 +3.8636e+00 +8.8443e-01 -3.3525e+00 +3.1384e+00 +2.4253e+00 -2.4317e+00 +9.8829e-01 -4.0611e-01 -2.3851e+00 +3.1772e+00 -2.8976e+00 +2.3176e+00 -2.7365e+00 -1.5271e-01
7 +8.536604580e+00 +8.536604580e+00 +1.698660458e+01 +1.698660458e+01 -8.4331e-01 +1.8963e+00 -1.0472e+00 +1.4913e+00 +3.8306e+00 +2.9064e+00 -1.1641e+00 -3.3950e+00 +2.2874e+00 -1.5278e+00 +3.9671e+00 +2.6017e+00 -5.8945e-01 +2.5393e+00 +3.7267e+00 +4.8694e-01 -3.3997e+00 -2.2479e+00 +3.5571e+00 +1.1154e-01
97 +5.854111559e+00 +5.854111559e+00 +1.430411156e+01 +1.430411156e+01 -2.5574e+00 -2.7023e+00 -3.0659e+00 +1.0820e+00 -1.3740e+00 +2.8113e-01 -3.2029e-01 +2.1269e+00 -3.3623e+00 +1.2277e-01 +2.0375e+00 +3.7857e+00 +2.7540e+00 -2.1003e+00 -6.1728e-01 +3.2566e+00 -3.2889e+00 +8.7065e-01 -3.8478e+00 -2.6088e+00
4778 +3.596514235e+00 +3.596514235e+00 +1.204651424e+01 +1.204651424e+01 +6.9778e-01 +2.2275e+00 -3.5336e+00 +1.4326e+00 -2.7118e+00 -3.0812e+00 -1.4748e+00 -2.7372e+00 +2.5227e+00 -2.7774e+00 +2.0972e+00 -1.0912e+00 +3.5617e+00 +1.6507e+00 +2.0185e+00 +3.5787e+00 -4.2987e+00 +1.1038e+00 +4.1822e+00 +3.5798e-01
% function evaluation | noise-free fitness - Fopt (1.184000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.517950339e+01 +1.517950339e+01 +2.701950339e+01 +2.701950339e+01 -3.4614e-02 +2.7136e+00 +6.6085e-01 -2.2983e+00 -1.2566e+00 -2.5811e-01 +3.1872e+00 -1.2016e+00 -1.7187e+00 +2.1277e+00 +3.1812e+00 -1.3690e-01 -3.6035e-01 -2.9809e+00 -1.8413e+00 -1.2030e+00 +2.5519e+00 +3.5372e+00 +2.0484e-01 -1.7884e+00
5 +5.783733269e+00 +5.783733269e+00 +1.762373327e+01 +1.762373327e+01 +5.0613e-01 -2.7696e+00 -2.8825e+00 +3.8103e+00 -3.6988e+00 -2.4676e+00 -3.5560e+00 +5.0569e-01 -5.7095e-01 +2.0060e+00 +1.2012e+00 -3.3896e+00 -2.1023e-01 -3.3444e+00 -4.7885e-01 -2.4380e+00 +3.6147e+00 -2.4681e+00 -2.5907e+00 -5.7403e-01
931 +3.967450409e+00 +3.967450409e+00 +1.580745041e+01 +1.580745041e+01 +1.8532e+00 -3.4368e+00 +1.5822e+00 -2.0263e+00 +4.0768e+00 +2.7189e+00 -1.1525e+00 +1.3396e+00 +2.4672e+00 -1.4407e+00 +1.9253e+00 +1.1518e-01 +2.3922e+00 -5.2453e-02 -3.8467e+00 -3.8409e+00 -3.4754e+00 +1.8949e-01 +4.1457e+00 -1.3153e+00
