% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.955981790e+02 +9.955981790e+02 -4.401821017e+00 -4.401821017e+00 +2.6943e-01 +1.4875e+00 +2.1613e+00 -1.5477e+00 -5.3128e-02 -5.6984e-01 -4.6654e+00 +1.0353e-01 -1.7626e+00 -1.2201e+00 -4.4090e+00 +4.4013e-01 +1.5290e+00 +2.5388e-01 -3.7124e+00 +5.1655e-01 +2.7745e+00 -4.6309e-01 -1.4492e+00 +1.8238e+00
% function evaluation | noise-free fitness - Fopt (6.750100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.878130935e+03 +2.878130935e+03 +3.553140935e+03 +3.553140935e+03 +6.6114e-02 +2.7806e+00 -2.2774e+00 +9.1184e-01 +4.8181e+00 -3.1144e+00 -2.9654e+00 -5.3715e-01 -3.0129e+00 -2.5748e+00 +1.3284e+00 +1.8788e+00 -3.6818e+00 -4.0886e+00 +3.8675e+00 +3.5336e+00 +1.5377e+00 -2.9716e+00 +4.4704e+00 -2.1266e+00
2 +1.439726769e+03 +1.439726769e+03 +2.114736769e+03 +2.114736769e+03 -2.2468e+00 +5.0581e-02 -2.7376e+00 +9.5017e-01 +2.1732e+00 -9.3835e-01 -1.1197e+00 -4.9709e+00 -3.4747e-01 -4.1378e+00 +5.8002e-02 -1.5024e+00 -4.2476e+00 -4.4015e+00 +4.7388e+00 +1.9370e+00 +9.1417e-01 -3.4933e+00 -4.8045e+00 -5.8212e-01
9 +7.887792635e+02 +7.887792635e+02 +1.463789264e+03 +1.463789264e+03 +1.2096e+00 -2.1662e+00 -1.6560e+00 +1.0505e+00 -4.2664e-01 -8.4842e-01 -3.3327e+00 -3.5204e+00 +4.0987e+00 +9.1239e-01 -2.3615e+00 +1.0307e+00 +2.9351e+00 +5.4311e-01 -9.7657e-01 -3.2191e-01 +9.9305e-01 +6.9611e-02 +3.5033e+00 -2.4276e+00
% function evaluation | noise-free fitness - Fopt (-3.580600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.880955288e+03 +2.880955288e+03 +2.522895288e+03 +2.522895288e+03 -4.3710e-01 +3.8971e-01 +1.0666e+00 -3.1790e+00 +7.5098e-01 -2.0105e+00 +3.5705e+00 -2.9894e+00 +4.5293e-01 -4.2489e+00 +6.7791e-01 -4.4848e+00 +3.5427e+00 +6.2768e-01 -4.1145e+00 +3.5576e+00 -1.0310e+00 -4.8104e-01 +8.5680e-01 -3.0225e+00
2 +1.576217648e+03 +1.576217648e+03 +1.218157648e+03 +1.218157648e+03 +1.1014e+00 +3.0221e-01 -2.1060e-02 -1.0415e+00 -4.3486e+00 -3.8954e+00 -3.5206e+00 +4.8893e+00 -4.8437e+00 +3.9084e+00 +2.0969e+00 +1.2205e+00 -2.6438e+00 -3.8543e+00 +2.4436e+00 +1.7153e+00 +9.5318e-01 +2.1058e+00 -1.5718e+00 +5.1454e-01
6 +7.476172209e+02 +7.476172209e+02 +3.895572209e+02 +3.895572209e+02 -4.2696e+00 -4.4430e+00 -3.8510e-01 -2.1917e+00 -1.1312e+00 +3.5957e+00 -3.4791e-01 +3.3861e+00 +1.1973e-01 +2.6258e+00 +2.6136e-01 +2.9603e+00 -2.3419e+00 +2.2085e+00 +1.4162e+00 +2.9933e+00 -1.0780e+00 -1.2103e+00 -2.7700e+00 +2.6068e-01
% function evaluation | noise-free fitness - Fopt (-4.797000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.897593341e+03 +1.897593341e+03 +1.849623341e+03 +1.849623341e+03 -2.1236e-01 -4.1107e+00 +3.2475e+00 -3.7320e+00 -3.7987e+00 -9.1733e-01 -4.6408e+00 +1.5097e+00 -9.3755e-01 -4.7922e+00 +1.8995e+00 +8.9028e-01 +4.0068e+00 +2.7360e+00 -3.1396e+00 -4.6587e+00 -4.7570e-01 -4.3811e+00 -3.0194e+00 +3.7492e+00
2 +6.671997846e+02 +6.671997846e+02 +6.192297846e+02 +6.192297846e+02 +1.0013e+00 -2.3559e+00 +4.5735e+00 +1.0060e+00 +3.8074e+00 -2.2892e+00 +7.1094e-01 -2.2887e+00 -1.7731e+00 -6.0616e-01 +3.4174e+00 +7.2398e-01 +6.1145e-01 -2.9178e+00 +4.7832e+00 +2.7701e+00 +4.6079e+00 -3.8210e+00 -2.5039e+00 +9.5960e-01
47 +5.136668006e+02 +5.136668006e+02 +4.656968006e+02 +4.656968006e+02 +4.5614e+00 -3.1248e+00 +5.4919e-01 -1.9298e+00 -1.3519e+00 -3.8105e+00 -3.3729e+00 -1.8718e-02 -1.6469e+00 -6.8591e-01 +2.7594e+00 +1.0506e-01 +4.4089e-04 +1.0225e+00 -3.0929e+00 +3.7824e-01 +4.7632e+00 -9.2904e-01 -4.5555e+00 -4.9663e-01
111 +3.731378250e+02 +3.731378250e+02 +3.251678250e+02 +3.251678250e+02 +3.3999e+00 -5.4678e-01 +6.0187e-01 -6.1638e-01 -6.5557e-01 -5.8477e-02 +8.0066e-01 -3.0358e+00 -8.8698e-01 +2.2136e+00 -1.0944e+00 -2.3533e+00 -1.9779e+00 +1.6628e+00 -6.2228e-01 -4.7141e+00 -1.7145e+00 +2.9456e+00 -1.7105e+00 +6.7352e-01
% function evaluation | noise-free fitness - Fopt (-8.294100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.781516183e+03 +1.781516183e+03 +9.521061826e+02 +9.521061826e+02 -4.5575e-01 +2.9662e-01 -8.9313e-01 +1.4792e+00 +3.7701e+00 +3.7020e+00 -3.1073e+00 -1.6531e+00 -3.6715e+00 +4.3778e+00 +2.7207e+00 -7.0539e-01 +2.3737e+00 -3.0038e+00 +1.9753e+00 +8.0014e-01 -9.5878e-01 +3.6033e+00 +4.5698e-01 -2.9893e+00
2 +8.744202156e+02 +8.744202156e+02 +4.501021564e+01 +4.501021564e+01 -9.0528e-01 -4.1712e+00 +3.7480e+00 +1.3329e+00 +3.6329e+00 +1.2862e+00 +2.9795e+00 -1.6904e+00 +7.0497e-01 -1.5092e+00 -3.1301e+00 -4.6777e+00 -1.4869e+00 -4.7505e+00 +4.5014e+00 -1.9933e+00 -3.9422e-02 +2.9424e+00 -3.6136e+00 -1.1369e+00
159 +3.853910626e+02 +3.853910626e+02 -4.440189374e+02 -4.440189374e+02 +1.4434e+00 -3.0284e+00 +1.4398e+00 -3.5405e+00 +4.5314e+00 +2.0112e+00 +4.5147e+00 -1.6820e-01 +1.9334e+00 -3.6029e+00 +3.8202e+00 -3.4253e+00 -9.0510e-01 +2.7878e+00 -3.3913e+00 +2.6942e+00 -2.5253e+00 -1.0495e+00 -1.0243e+00 -3.9443e+00
% function evaluation | noise-free fitness - Fopt (5.681000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.498720922e+03 +1.498720922e+03 +1.555530922e+03 +1.555530922e+03 +1.3263e+00 -6.5178e-01 +2.5167e+00 -4.7396e+00 -7.0680e-01 -3.5992e+00 -3.1749e+00 -3.5904e+00 -1.5438e+00 -2.8933e-01 -1.6355e+00 -3.7624e+00 -2.4357e+00 +1.2584e-01 +1.2359e+00 +2.2387e+00 +2.9532e+00 -3.8065e+00 +6.9632e-01 -1.5182e+00
23 +8.658028877e+02 +8.658028877e+02 +9.226128877e+02 +9.226128877e+02 +4.2301e+00 -2.0247e+00 -4.2804e+00 -3.1872e+00 -4.2173e+00 -1.4721e+00 +4.7392e+00 -3.6256e+00 -2.8206e-01 -5.5906e-01 -4.0323e+00 -3.4339e-01 -3.6754e+00 +2.7066e+00 +3.0289e+00 +7.6197e-01 +1.0124e+00 -1.8715e+00 -4.1301e+00 +3.5527e+00
33 +4.926082884e+02 +4.926082884e+02 +5.494182884e+02 +5.494182884e+02 -1.7928e+00 +1.9218e+00 -2.4690e+00 -4.3200e-01 +1.0041e+00 -2.5308e+00 -4.2319e+00 -1.7242e+00 +4.3511e+00 -3.2210e+00 +1.7944e+00 +4.4214e+00 -1.2569e+00 +1.0147e+00 +2.6889e+00 +2.5688e+00 +1.4644e+00 -2.0436e+00 +7.6790e-01 +2.1762e+00
% function evaluation | noise-free fitness - Fopt (4.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.760495802e+03 +1.760495802e+03 +1.802585802e+03 +1.802585802e+03 -4.1929e+00 -2.6980e+00 -9.1989e-01 -1.1405e+00 +1.7239e+00 -3.4682e+00 +9.0388e-01 -3.1307e+00 +4.0071e-01 +1.5342e+00 +2.7514e+00 +4.1297e+00 +2.1546e+00 -4.0183e+00 +6.0817e-01 +1.0039e+00 +4.4229e+00 +4.4917e+00 +8.9886e-01 +3.1804e+00
2 +1.043064279e+03 +1.043064279e+03 +1.085154279e+03 +1.085154279e+03 +3.9046e+00 -3.5500e+00 +3.8401e+00 +5.6197e-01 -1.2130e+00 +4.4135e+00 -1.4778e+00 -6.7785e-01 -8.6183e-01 +1.7842e+00 -7.8628e-02 +1.0666e+00 -3.1523e-02 -2.9062e+00 +2.4096e+00 +1.6182e+00 +2.4343e+00 +4.5727e+00 -8.8444e-01 -2.9731e-01
4 +7.143446608e+02 +7.143446608e+02 +7.564346608e+02 +7.564346608e+02 +2.0198e+00 -4.2114e+00 +1.5615e+00 +3.9306e+00 +1.1997e+00 +2.9232e+00 +1.5123e+00 +1.1042e+00 -1.6971e+00 -2.7552e+00 -1.3870e-01 -2.3390e+00 +3.6735e+00 -2.2679e+00 +1.5880e+00 -2.9506e+00 +1.9905e+00 +2.9454e+00 -6.2020e-01 -1.0730e+00
70 +4.327785700e+02 +4.327785700e+02 +4.748685700e+02 +4.748685700e+02 +9.8099e-01 +3.9260e+00 +1.6289e+00 +2.1498e+00 +4.4348e-01 +2.3906e+00 +3.0734e+00 +3.5204e+00 +2.8013e+00 -2.3678e+00 -2.5513e+00 +1.7987e+00 +1.5160e+00 +1.3827e+00 -1.8442e+00 -3.6567e+00 +9.0919e-01 +1.8905e+00 +1.4904e+00 -2.8060e+00
% function evaluation | noise-free fitness - Fopt (4.579000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.969170238e+03 +1.969170238e+03 +2.014960238e+03 +2.014960238e+03 +8.6385e-01 -3.7721e+00 -3.0208e+00 +7.3014e-01 -6.8446e-01 +2.9328e-01 +1.3479e+00 +2.4494e+00 -1.6436e+00 +5.2646e-01 -2.2664e+00 -1.0958e+00 +1.4214e+00 +2.7454e+00 +1.8188e+00 +2.6972e+00 -2.9332e+00 +3.1707e+00 -4.0181e-01 -1.2980e+00
5 +1.043843985e+03 +1.043843985e+03 +1.089633985e+03 +1.089633985e+03 +1.5615e-01 +4.7048e+00 -1.4533e+00 -2.8820e+00 +3.9960e-01 -2.3104e+00 -3.6998e+00 +2.8447e+00 +1.4374e+00 -1.6750e+00 +8.4271e-01 -2.0262e+00 +2.8195e+00 +3.4861e+00 -9.5393e-01 -3.2908e+00 +1.3311e+00 -8.7638e-01 +2.1774e+00 -5.9633e-01
14 +7.623455903e+02 +7.623455903e+02 +8.081355903e+02 +8.081355903e+02 +3.1199e+00 -3.3663e+00 +8.6700e-01 +1.1254e+00 -2.7608e+00 -8.9358e-01 -2.0402e+00 -1.7163e+00 +2.3456e+00 -2.1996e+00 -2.6126e+00 +2.3901e+00 -8.4103e-01 +1.2209e+00 +3.9934e+00 -9.1981e-01 +2.9184e+00 +1.1322e+00 +4.4963e+00 +1.1294e+00
34 +4.801951862e+02 +4.801951862e+02 +5.259851862e+02 +5.259851862e+02 +3.2251e+00 -3.6016e+00 -1.0511e+00 -1.9843e+00 -3.9190e+00 -2.0730e+00 -6.8816e-01 +9.1658e-02 +5.1920e-01 +1.0799e+00 -2.0409e+00 +3.2829e+00 +2.8934e+00 +1.1440e+00 -4.4454e+00 +9.6185e-01 -2.6432e+00 -3.8335e-01 -5.3534e-01 -1.1616e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.337312084e+02 +5.337312084e+02 -4.662687916e+02 -4.662687916e+02 -4.3216e-01 +3.8041e+00 +1.3168e+00 +1.8015e+00 -1.2932e-01 +3.2936e+00 +1.3853e-01 +7.1104e-01 -7.6407e-01 +3.7158e+00 +3.3360e+00 +2.0023e+00 +2.7470e+00 -3.6862e-01 -4.6315e+00 +1.0962e+00 -1.1834e+00 -3.0198e+00 -2.9319e+00 -2.5981e+00
73 +3.684659322e+02 +3.684659322e+02 -6.315340678e+02 -6.315340678e+02 +1.4748e+00 +9.5205e-01 -2.4301e+00 +4.4535e+00 -1.3878e+00 -5.6084e-01 +2.9839e+00 -1.0858e+00 -4.6743e-01 +4.8263e+00 +4.4837e+00 +3.7117e+00 -7.3213e-01 +6.5332e-01 -2.7195e+00 +3.9101e+00 +1.0715e+00 +2.0531e+00 -1.8201e+00 -2.5672e+00
% function evaluation | noise-free fitness - Fopt (1.575000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.575695427e+03 +1.575695427e+03 +1.591445427e+03 +1.591445427e+03 +8.2647e-01 -1.3012e+00 -2.1456e+00 +1.7149e+00 +3.4777e+00 -2.3252e+00 -9.5618e-01 +7.1090e-01 -2.2733e+00 +4.5389e+00 +2.3901e+00 +2.2321e+00 -5.7425e-02 +3.9576e+00 +2.9920e-01 -4.3170e+00 +1.1967e+00 -2.6435e+00 -3.5881e+00 -4.8640e+00
17 +9.282272065e+02 +9.282272065e+02 +9.439772065e+02 +9.439772065e+02 +1.0096e+00 -8.1030e-01 +4.4523e+00 -2.1240e+00 +4.9869e+00 -4.5015e+00 +2.8844e+00 +2.0668e+00 +1.8739e+00 -1.4338e+00 +1.2247e+00 +1.0048e+00 -2.0819e+00 -1.1308e+00 -3.8605e+00 +1.1533e+00 -1.9764e+00 -1.2021e+00 -2.1658e+00 -4.9916e+00
126 +5.641528732e+02 +5.641528732e+02 +5.799028732e+02 +5.799028732e+02 -2.1783e+00 +6.5466e-01 +3.1635e+00 -3.2354e+00 -1.5120e+00 -3.6823e+00 -2.2159e+00 +3.6516e+00 -3.7904e-01 -3.5570e+00 +3.0189e+00 +2.7062e+00 -3.4076e-01 -2.4738e+00 -4.6130e+00 +6.3519e-01 -9.0016e-01 +2.5649e+00 +4.0722e+00 +1.1573e+00
