% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.027088882e+05 +4.027088882e+05 +4.026185582e+05 +4.026185582e+05 -2.4208e+00 +4.1005e-01 +1.6331e+00 -4.5191e+00 -3.0322e+00 +4.3968e-01 +3.6028e+00 +9.4830e-01 +7.2959e-02 +4.6239e+00 -3.2222e+00 -4.1564e+00 -4.5781e+00 -2.5803e+00 +4.2129e+00 -2.8902e+00 +2.2141e+00 -2.2318e+00 +8.4313e-01 +3.2019e+00
2 +2.661104660e+05 +2.661104660e+05 +2.660201360e+05 +2.660201360e+05 -1.5527e+00 +3.6084e+00 -8.1713e-01 -6.2704e-01 +2.1273e+00 +4.0928e+00 +4.7927e+00 -4.0786e+00 -2.4907e+00 +7.6751e-01 +1.1833e+00 +3.7157e+00 -3.9490e+00 -5.0899e-01 +1.4842e+00 +2.9765e+00 +2.9511e+00 +8.4639e-01 +2.3780e+00 -3.2313e+00
6 +1.627098993e+05 +1.627098993e+05 +1.626195693e+05 +1.626195693e+05 +2.1672e+00 +2.3802e+00 +2.3799e+00 +2.9475e+00 +3.9240e+00 +1.1648e+00 +1.1765e+00 +4.1622e-02 +2.4553e+00 -1.5166e+00 -8.5316e-01 -4.8371e+00 -4.6026e+00 -1.1797e+00 +7.9255e-01 +1.6164e+00 -1.9380e+00 +3.5445e+00 +1.2417e+00 +4.0403e+00
17 +7.868482894e+04 +7.868482894e+04 +7.859449894e+04 +7.859449894e+04 -5.4884e-01 +2.9728e+00 -2.3651e+00 -1.6430e+00 -2.1655e+00 -2.9337e+00 -2.3791e-02 -4.1461e+00 -3.9119e+00 +1.8127e+00 +2.3732e+00 -1.1224e+00 +1.1474e+00 -1.7476e+00 -2.2351e+00 +6.4492e-01 -3.9146e-01 -5.4964e-01 +2.2308e+00 +2.2687e+00
% function evaluation | noise-free fitness - Fopt (6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.596956052e+05 +2.596956052e+05 +2.597612152e+05 +2.597612152e+05 -7.7304e-01 -3.9921e+00 -2.7798e+00 +4.3770e+00 +7.5523e-01 +9.4626e-01 +4.0631e+00 -1.1978e+00 +1.6515e+00 -2.2638e+00 -9.6996e-01 +4.6114e+00 -2.4493e+00 -1.1743e+00 -3.7760e+00 -3.8965e+00 +1.2829e+00 -2.9661e-01 -3.0672e+00 -1.1528e+00
4 +2.243478031e+05 +2.243478031e+05 +2.244134131e+05 +2.244134131e+05 +2.0600e+00 +2.2736e+00 -1.5994e+00 +4.7288e+00 -5.8464e-01 -3.3054e+00 -2.7486e+00 +3.1690e+00 +2.1143e+00 +3.0093e+00 +2.4587e+00 -1.7926e+00 +1.7664e+00 +3.1863e+00 -1.1099e+00 -5.7853e-01 -3.3770e+00 +2.9679e+00 +2.6566e+00 +2.3775e+00
10 +1.484118014e+05 +1.484118014e+05 +1.484774114e+05 +1.484774114e+05 +2.3657e+00 +2.8287e-01 -3.6354e-01 -3.4024e-01 +9.7442e-01 +1.1644e+00 -4.5536e+00 -1.2196e+00 -1.2583e+00 +1.6881e+00 -2.7572e+00 +1.2959e+00 -4.1448e+00 +1.9763e+00 -4.5753e+00 -2.7425e+00 -4.5898e+00 +1.7560e+00 +1.3139e-01 -3.6510e+00
87 +8.764497290e+04 +8.764497290e+04 +8.771058290e+04 +8.771058290e+04 -3.3818e+00 +3.8557e+00 +2.6316e+00 -1.7266e-01 +5.0031e-01 +2.4552e+00 -2.5624e+00 -4.5488e-01 -2.5025e+00 +2.3723e+00 +2.6228e+00 -2.7190e+00 -2.2760e+00 +2.2038e+00 +7.5299e-01 -2.7702e+00 -2.2683e+00 +1.2120e-01 +2.2382e+00 +1.0370e-01
% function evaluation | noise-free fitness - Fopt (-1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.653748363e+05 +7.653748363e+05 +7.653594763e+05 +7.653594763e+05 -4.8094e+00 -1.3039e+00 -4.4972e+00 -3.5795e+00 +3.2335e+00 +1.7757e-01 -1.8003e+00 +2.7554e+00 -1.8140e+00 -2.2681e+00 +3.8115e+00 -5.9014e-01 -1.4854e+00 +2.6421e+00 -3.7540e+00 +9.8608e-01 -1.9570e+00 +2.4505e+00 +2.6840e+00 -4.6620e+00
2 +2.873662760e+05 +2.873662760e+05 +2.873509160e+05 +2.873509160e+05 -4.1391e+00 +1.4400e+00 -9.9636e-01 -4.5246e-01 +1.6134e+00 -6.4115e-01 -1.1064e+00 +2.4387e+00 +1.3101e+00 +3.5045e+00 -4.3457e+00 +5.1665e-01 +4.8779e+00 -4.3652e+00 +3.4817e+00 +4.8738e+00 +3.3985e+00 -1.4926e+00 -1.1799e+00 -1.1819e+00
8 +2.358986849e+05 +2.358986849e+05 +2.358833249e+05 +2.358833249e+05 +4.6267e+00 +4.4326e+00 +5.8992e-01 -8.5473e-01 +3.6929e+00 -4.4817e+00 +1.3184e+00 +1.9567e+00 +2.2816e+00 +4.6555e+00 -4.0338e+00 +5.3693e-01 +1.9838e+00 +8.1779e-01 -4.9676e+00 +3.1341e+00 +1.4521e+00 -9.2494e-01 -1.9451e+00 +4.4161e+00
12 +1.402767288e+05 +1.402767288e+05 +1.402613688e+05 +1.402613688e+05 +1.1659e+00 -2.9195e+00 -2.5910e+00 -7.4136e-01 -4.3768e+00 -3.5436e+00 -1.4692e+00 -2.7159e+00 -8.8758e-01 +3.6328e+00 -5.5975e-02 +1.5978e+00 -2.2562e+00 -3.2445e+00 -7.1489e-02 -8.7479e-01 -2.3420e+00 -1.6471e+00 -4.0959e+00 +4.3820e-01
186 +9.995479672e+04 +9.995479672e+04 +9.993943672e+04 +9.993943672e+04 -2.5998e+00 +1.1327e+00 +1.8939e+00 -1.5372e+00 +3.6416e-01 -2.8198e+00 -6.0179e-01 -3.3739e+00 -1.0940e+00 +1.9639e+00 -1.0256e+00 +3.4837e-01 -2.2075e+00 +1.7760e+00 -2.1480e+00 +2.5546e+00 +4.5038e+00 +3.0295e+00 +1.2772e+00 +2.9760e+00
% function evaluation | noise-free fitness - Fopt (-1.318000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.958526953e+05 +3.958526953e+05 +3.958395153e+05 +3.958395153e+05 -1.3464e+00 -5.0720e-01 -4.1167e+00 +6.4140e-01 +4.3448e-01 -3.1678e+00 +4.2558e+00 -1.6865e+00 -9.5322e-01 +1.4333e+00 +4.5521e+00 +2.8901e+00 -2.7145e+00 +1.6891e+00 -3.9269e+00 -1.3846e+00 +2.0003e+00 -3.1718e+00 +4.9628e+00 +4.3592e+00
5 +2.346954449e+05 +2.346954449e+05 +2.346822649e+05 +2.346822649e+05 -4.3211e+00 +2.2487e+00 +2.1844e+00 +2.7351e+00 -1.9104e+00 -2.3133e+00 +3.1006e+00 -3.4237e+00 -3.4586e+00 -5.8337e-01 +4.3876e-01 -1.9765e+00 -2.3685e+00 +2.0015e+00 +9.1342e-02 +2.8944e+00 +2.7371e+00 +1.2161e-01 -9.5830e-01 +3.3603e+00
20 +1.485080236e+05 +1.485080236e+05 +1.484948436e+05 +1.484948436e+05 +3.8658e+00 +3.1462e+00 -3.6732e+00 -2.5400e+00 -2.6492e-01 +3.2114e+00 +2.3109e+00 +2.1140e-01 +2.9088e+00 -1.4977e+00 -3.6667e+00 -1.7571e+00 -2.8945e+00 +9.9751e-01 -6.5139e-01 -1.5717e-01 +1.0511e+00 +2.5965e+00 +4.3120e+00 -1.2105e+00
21 +7.848226439e+04 +7.848226439e+04 +7.846908439e+04 +7.846908439e+04 -2.1416e+00 -2.6137e+00 -2.5077e+00 +3.0211e+00 +1.9393e+00 +7.8700e-01 -8.7067e-01 -1.5148e+00 -1.4266e+00 -2.4436e+00 -1.6648e+00 -3.6549e+00 -5.5802e-01 -2.3181e+00 -4.8827e+00 +1.4294e+00 -1.0543e+00 +1.2076e+00 +8.5549e-01 -5.2400e-01
95 +5.203224863e+04 +5.203224863e+04 +5.201906863e+04 +5.201906863e+04 +8.2864e-01 -1.9014e-01 +5.8217e-01 +3.2785e+00 +1.8619e+00 +3.1737e+00 +3.2492e-01 +1.7808e+00 -1.5691e+00 -7.5443e-01 +2.2373e+00 +3.9299e+00 -2.3212e+00 +1.4672e+00 -8.7740e-01 +6.6904e-01 -7.4406e-01 -4.7424e+00 +6.8699e-01 +6.2418e-01
% function evaluation | noise-free fitness - Fopt (-6.052000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.666054160e+05 +5.666054160e+05 +5.665448960e+05 +5.665448960e+05 +3.9632e+00 +2.3155e-02 -2.8512e+00 -1.1204e+00 -4.5015e+00 +7.7746e-01 +3.7917e+00 +4.9648e-01 -1.7434e+00 -3.1238e+00 -3.7870e+00 -1.7145e-01 +9.4936e-01 +3.1348e-01 -2.0807e-01 +3.8581e+00 +1.8244e+00 -4.2205e+00 +4.4687e+00 -1.1577e+00
3 +2.759657761e+05 +2.759657761e+05 +2.759052561e+05 +2.759052561e+05 +1.8508e-01 +7.3720e-01 +1.3682e+00 +2.2240e+00 -2.0047e+00 +2.0026e+00 +1.3062e+00 -2.3274e+00 -2.5371e+00 +3.8587e+00 +4.5420e+00 +2.9831e+00 -3.9408e+00 +1.7701e+00 +3.2708e+00 -4.1559e+00 -4.9515e+00 +9.8885e-01 -4.9596e+00 +4.9541e+00
4 +1.474751187e+05 +1.474751187e+05 +1.474145987e+05 +1.474145987e+05 -4.5516e-01 +1.3515e+00 +1.3132e+00 -3.9211e+00 +1.1043e+00 -1.7147e+00 +2.5050e-01 +2.9187e+00 -3.9447e+00 +1.6321e+00 +1.7314e+00 -4.6660e+00 -7.2540e-03 +2.4094e+00 +2.4748e+00 +2.8716e+00 +3.8017e-01 -6.1758e-01 -4.5746e+00 +1.1536e+00
134 +9.932264098e+04 +9.932264098e+04 +9.926212098e+04 +9.926212098e+04 +4.3504e+00 +2.6676e+00 -2.0450e-01 -3.8351e+00 +1.9139e+00 -5.9079e-01 +2.9420e+00 +1.3210e+00 +4.7079e+00 -9.9197e-01 -1.4796e+00 -2.9329e+00 +7.6148e-02 -1.6135e+00 +6.9909e-01 -3.3259e+00 +5.1440e-01 +1.6435e+00 -1.4844e+00 -2.0161e+00
% function evaluation | noise-free fitness - Fopt (1.844000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.458241254e+05 +5.458241254e+05 +5.460085254e+05 +5.460085254e+05 -1.1314e+00 -4.9297e+00 -3.0748e+00 -2.4860e+00 +7.2124e-01 -2.1369e+00 +3.5837e-01 -3.1609e+00 +4.7908e+00 +1.3072e+00 +1.9234e+00 -4.2510e+00 +1.0899e-01 -4.4622e+00 -4.0871e+00 -4.4747e+00 -4.3694e-01 +2.3311e+00 -4.4475e+00 +4.1060e+00
4 +3.563833261e+05 +3.563833261e+05 +3.565677261e+05 +3.565677261e+05 -8.5997e-01 +2.7819e+00 +4.6966e+00 +1.5190e-01 -2.5237e-01 +3.5370e+00 +2.2945e+00 -2.1794e+00 +4.6491e+00 +2.4357e+00 +3.6035e+00 -4.8601e+00 -1.1100e+00 +1.6540e+00 +2.5046e+00 +2.9640e+00 +4.4778e+00 -3.6589e+00 -5.2771e-01 +3.2408e+00
8 +2.427606170e+05 +2.427606170e+05 +2.429450170e+05 +2.429450170e+05 -1.6323e+00 +6.6785e-01 +4.1226e+00 -3.6485e-01 -3.4108e+00 +9.5967e-01 -3.4182e-02 +4.1529e+00 -2.3157e-01 +2.8858e+00 -2.5471e+00 -4.7068e+00 -6.6590e-02 +4.3681e+00 +9.0331e-02 -2.7589e+00 +4.0634e+00 +4.5300e+00 -3.0664e+00 -2.1056e+00
14 +1.496790597e+05 +1.496790597e+05 +1.498634597e+05 +1.498634597e+05 -1.5086e+00 +3.2173e+00 -2.2639e+00 +1.3746e+00 +1.1512e+00 -1.3048e+00 -1.4637e+00 -2.8888e+00 +1.1288e+00 -1.8084e+00 +3.7753e+00 +9.7254e-01 -3.3420e+00 +2.1613e+00 -2.4308e+00 +3.3608e+00 +2.3413e+00 -1.1587e+00 +1.9818e+00 -3.3940e+00
59 +6.853852640e+04 +6.853852640e+04 +6.872292640e+04 +6.872292640e+04 +1.1854e+00 +1.1835e+00 +1.8343e+00 +3.6310e-01 +6.4464e-01 -4.3897e-01 +2.8970e+00 +1.5601e+00 -1.0670e+00 +6.4765e-02 +3.8756e+00 -3.9312e+00 +3.6607e+00 +7.1386e-01 -3.4003e+00 -8.7935e-01 +8.5214e-01 +1.7217e+00 -2.1335e+00 -1.9969e+00
% function evaluation | noise-free fitness - Fopt (2.277700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.597159811e+04 +9.597159811e+04 +9.619936811e+04 +9.619936811e+04 +2.8233e+00 +1.6909e+00 -9.9603e-01 +1.8298e+00 +6.3664e-01 -2.4359e+00 +4.1195e-01 -1.8991e+00 +3.2957e+00 -2.6931e+00 +1.4798e+00 -1.5321e+00 +6.4895e-01 +4.3833e+00 +2.1846e+00 -3.1718e-01 +4.8044e-01 -2.8516e+00 -5.6902e-01 +4.6134e+00
169 +5.566856618e+04 +5.566856618e+04 +5.589633618e+04 +5.589633618e+04 -2.1095e+00 -4.6345e+00 +1.3820e+00 +1.9527e+00 -1.2638e+00 +2.4516e+00 +1.8121e+00 -6.9434e-01 +9.6678e-01 -1.0724e+00 -1.1527e+00 +4.2195e-01 -6.6046e-02 -3.7769e+00 -3.1147e+00 +1.9570e+00 +2.9300e+00 -2.4394e+00 +2.0101e-03 -1.1449e+00
% function evaluation | noise-free fitness - Fopt (9.640000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.090027702e+05 +3.090027702e+05 +3.090991702e+05 +3.090991702e+05 -1.7796e+00 -4.5527e+00 +1.2349e+00 -3.2224e+00 +1.2468e+00 -2.5209e+00 -2.0378e-01 +1.5897e+00 +4.2443e+00 -2.9936e+00 -7.7870e-01 -3.9727e+00 -4.5059e+00 -1.6167e-01 -8.9110e-01 +1.7398e+00 +4.1244e+00 -3.3666e+00 +6.0806e-01 +3.4362e+00
4 +4.071075366e+04 +4.071075366e+04 +4.080715366e+04 +4.080715366e+04 +2.3728e+00 -1.2992e-01 +7.2792e-01 -3.0031e+00 -3.8742e-01 +3.5281e-01 -2.4249e-01 +9.7830e-01 -1.9539e+00 -2.4790e+00 -9.6570e-01 -1.0486e+00 -5.2351e-01 +1.6730e+00 +5.4874e-02 -1.2112e+00 +1.9351e+00 -3.2715e+00 -2.9518e+00 -1.9546e+00
% function evaluation | noise-free fitness - Fopt (-9.045000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.182381337e+05 +4.182381337e+05 +4.181476837e+05 +4.181476837e+05 +3.8640e+00 -1.0512e+00 -2.9691e+00 -4.2786e+00 -1.9409e+00 -1.3362e-01 -3.6831e-01 +3.4552e+00 -4.3026e+00 +4.9362e+00 +2.1794e+00 +6.8654e-01 -3.2973e+00 +4.5271e+00 -4.6195e+00 -4.8043e+00 +2.9398e-01 +4.0106e+00 +1.2831e+00 -3.5164e+00
5 +3.732721345e+05 +3.732721345e+05 +3.731816845e+05 +3.731816845e+05 -1.0183e-01 -4.2250e+00 -3.6933e+00 +3.0979e+00 +1.3953e+00 +3.0830e+00 -1.0171e+00 +8.1642e-01 -7.9287e-01 -7.9508e-02 -1.0499e+00 +2.8939e+00 -9.1042e-01 +4.7302e+00 +1.9011e+00 +4.4681e+00 +2.4227e+00 +1.8550e-01 -4.7488e+00 -1.7671e+00
11 +1.105870023e+05 +1.105870023e+05 +1.104965523e+05 +1.104965523e+05 -3.2843e+00 -8.4470e-01 -2.1612e+00 +8.1830e-01 +4.8123e-01 +4.4417e+00 -1.4387e+00 +5.5551e-01 -1.9272e+00 +1.6829e+00 -1.0489e+00 +1.4826e+00 -1.1510e+00 +2.2468e+00 +6.1553e-01 +2.2715e+00 -8.9692e-01 -3.1063e+00 -1.9305e+00 -4.5430e-01
152 +9.104012391e+04 +9.104012391e+04 +9.094967391e+04 +9.094967391e+04 -7.8002e-01 -8.8298e-01 -2.3357e+00 -2.5595e+00 -4.7300e+00 -1.4347e+00 +4.3142e+00 -7.7289e-02 -4.5442e-01 -5.0099e-01 -2.1541e+00 +5.4034e-01 +1.3752e+00 +1.8506e+00 -3.7466e+00 +3.6654e-02 +1.2923e+00 +3.1912e+00 +5.6628e-01 +1.3871e+00
% function evaluation | noise-free fitness - Fopt (3.995000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.710646126e+05 +4.710646126e+05 +4.711045626e+05 +4.711045626e+05 -9.1356e-01 -3.3011e+00 +4.9706e+00 +4.0598e+00 -4.5777e+00 -2.5478e-01 -4.4641e+00 -3.3505e-01 -1.8452e+00 -2.9270e+00 -2.0528e+00 +3.5475e+00 -4.2349e-01 -9.9500e-01 +1.0379e-01 +3.8938e+00 -1.7339e+00 +4.5108e+00 -2.1826e+00 -1.5697e+00
2 +3.454586463e+05 +3.454586463e+05 +3.454985963e+05 +3.454985963e+05 +1.5459e+00 -3.3243e+00 +2.6941e+00 +1.6217e+00 +4.7720e+00 -2.1621e+00 -3.2008e+00 -1.2523e+00 +2.8726e+00 +3.0599e+00 +4.8245e-02 -4.0300e+00 -1.8565e+00 -2.1363e+00 -3.1384e+00 +3.9239e+00 -1.5719e-01 +3.8043e+00 +2.0389e-01 -9.8134e-01
14 +2.143736381e+05 +2.143736381e+05 +2.144135881e+05 +2.144135881e+05 -3.5821e+00 +2.6587e+00 -1.4771e+00 +8.0877e-01 -1.2033e+00 -3.4087e+00 +1.3390e+00 +1.1628e+00 -2.3424e+00 -4.0985e+00 +1.3867e+00 -2.5045e+00 +4.3391e+00 +3.1709e+00 +2.0957e+00 -1.7246e-01 +4.8171e-01 +2.5562e+00 -2.1804e-01 +6.2470e-01
18 +1.157195926e+05 +1.157195926e+05 +1.157595426e+05 +1.157595426e+05 -3.2940e+00 +1.1385e+00 -4.5009e+00 -3.1226e-01 +4.6326e-01 +2.2315e+00 +5.6939e-01 +1.5465e+00 +1.4464e+00 -6.9688e-01 -3.1835e+00 -1.3729e+00 -4.0233e-01 -2.6570e+00 -2.4769e+00 -1.0924e+00 +3.2919e+00 +3.3966e+00 -3.7563e+00 -8.8494e-01
73 +9.655013440e+04 +9.655013440e+04 +9.659008440e+04 +9.659008440e+04 -1.1931e+00 -7.4325e-01 +2.1019e+00 +2.5133e+00 +4.9123e-01 -9.3497e-02 -2.2340e+00 +5.4148e-01 -2.0838e+00 -2.6823e+00 +4.8222e+00 -1.4877e+00 -4.7993e+00 +2.3366e+00 +2.8437e+00 -4.4631e+00 -1.7343e+00 +2.8232e+00 -3.1296e+00 -2.0013e-01
% function evaluation | noise-free fitness - Fopt (7.762000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.042894704e+06 +1.042894704e+06 +1.042972324e+06 +1.042972324e+06 -4.3672e-01 +2.3313e+00 -2.9727e+00 +1.0517e-01 -4.4630e+00 +4.8780e+00 -5.5711e-01 +4.2553e+00 +1.1109e+00 -2.8141e+00 +3.3583e+00 +1.7711e+00 -2.5523e+00 -4.9732e+00 -4.2371e+00 +4.9087e+00 -4.0783e+00 +3.0523e+00 -2.1438e+00 -7.3841e-01
2 +7.631543028e+04 +7.631543028e+04 +7.639305028e+04 +7.639305028e+04 +7.1370e-01 +3.2068e+00 +1.8998e+00 +1.2294e+00 -5.5714e-01 -3.7841e-01 -3.8354e+00 -1.2164e+00 -1.6494e+00 -2.0511e+00 -4.8846e-01 +2.6962e+00 +3.5647e+00 -3.5314e+00 -6.7942e-01 -1.0234e+00 -2.0661e-01 +9.1810e-01 +1.7512e+00 +3.2854e-01
% function evaluation | noise-free fitness - Fopt (-1.092400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.817588495e+05 +2.817588495e+05 +2.816496095e+05 +2.816496095e+05 -4.4230e+00 +2.2745e-01 +9.1171e-01 +3.6984e+00 -6.5117e-01 -2.8011e-01 -2.7507e+00 -3.4760e+00 +3.1504e+00 +3.9420e+00 +2.5021e+00 -1.8126e+00 +2.7963e+00 +4.4271e+00 +4.1723e+00 +1.7893e+00 +4.8316e+00 +1.8170e+00 -3.4606e+00 +8.4011e-01
8 +2.484815025e+05 +2.484815025e+05 +2.483722625e+05 +2.483722625e+05 +1.2701e+00 -3.1344e+00 +3.7389e+00 +2.9183e+00 -4.6586e+00 -2.3302e+00 -2.6770e-01 +2.2940e+00 +1.0472e+00 +1.6407e+00 +8.2639e-01 +9.2604e-01 -2.8520e+00 -1.2678e-01 +8.5312e-01 -2.1885e+00 +1.8455e-01 +5.4083e-01 -3.3900e-01 +3.8213e+00
11 +9.366957215e+04 +9.366957215e+04 +9.356033215e+04 +9.356033215e+04 +5.7800e-01 +1.5469e+00 +5.7974e-01 -1.1407e-02 +1.4883e+00 +1.1102e+00 +2.1726e+00 +3.0256e-02 +3.5872e+00 +5.9404e-01 -1.7521e+00 -1.4012e+00 +3.4470e+00 -2.1220e+00 +2.1114e+00 +2.9108e-01 -1.0159e+00 +3.5123e+00 -6.3667e-01 +2.9484e+00
