% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3 +9.786849926e+00 +9.786849926e+00 -1.208231501e+02 -1.208231501e+02 -3.9548e+00 +3.8685e+00 -3.1707e+00 +2.5086e+00 +9.8747e-01 -4.8661e+00 -3.2603e+00 +5.0215e-02 -4.0450e+00 +3.7796e+00 +7.4590e-01 -4.1816e-01 -8.9454e-01 +3.2053e-01 +3.9655e+00 -3.2521e+00 +1.7782e+00 -2.9342e+00 -3.5980e+00 +4.0581e+00
53 +6.100475278e+00 +6.100475278e+00 -1.245095247e+02 -1.245095247e+02 +4.9706e+00 +3.6368e-01 +3.8687e+00 +2.0068e+00 +4.9122e+00 +3.4406e+00 +2.0096e+00 -4.2840e+00 +4.1710e+00 -4.4068e+00 -4.8218e+00 +3.4821e-01 -2.6486e+00 +2.9715e+00 -1.1404e+00 +1.4629e+00 -1.9120e+00 -3.2753e+00 -7.4759e-01 -2.5371e+00
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.894143789e+01 +1.894143789e+01 -2.041785621e+02 -2.041785621e+02 -1.2915e+00 -1.4931e+00 -2.1524e+00 -2.0701e+00 -3.5292e+00 -3.0484e+00 -3.2648e+00 -4.0800e+00 +2.2267e+00 -4.7390e+00 -2.4866e+00 -6.3766e-01 +4.8411e+00 +2.9904e+00 +4.1467e+00 +2.1441e+00 +4.8427e+00 +1.5834e-01 -9.9312e-01 -2.4942e+00
2 +1.569659464e+01 +1.569659464e+01 -2.074234054e+02 -2.074234054e+02 +6.0257e-01 -3.0953e+00 +2.4169e+00 +3.0436e+00 -2.9405e+00 -2.9587e+00 +3.5418e+00 -1.4640e+00 -4.3904e+00 +1.2643e-01 +3.6048e+00 +6.4951e-01 +4.0834e+00 +1.0471e+00 -1.9450e+00 -4.9691e+00 +2.3059e+00 +3.3733e+00 +6.9760e-01 -2.0873e+00
32 +9.008006457e+00 +9.008006457e+00 -2.141119935e+02 -2.141119935e+02 -1.6864e+00 -2.3108e+00 -6.4005e-01 -7.7804e-01 +1.6661e+00 +2.0610e+00 +4.2290e+00 -2.0874e+00 +4.9085e+00 +3.9183e+00 -7.8914e-02 -2.8872e+00 +2.9331e+00 -8.4282e-01 +1.8551e+00 +2.3725e+00 -3.9613e+00 -4.3354e+00 +1.6307e+00 -3.2228e-01
118 +6.084536703e+00 +6.084536703e+00 -2.170354633e+02 -2.170354633e+02 +9.7884e-01 +3.6473e+00 +4.6667e+00 -1.3493e-01 +1.9855e+00 -1.7843e+00 -4.6516e+00 -2.4519e+00 -2.0127e+00 -1.5055e+00 -1.3370e+00 -1.2062e+00 -8.2518e-01 +1.2896e+00 +3.2684e+00 +1.6693e-03 -2.2299e+00 -4.5191e+00 +3.9394e+00 -4.7656e+00
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.275958719e+01 +1.275958719e+01 -3.167041281e+01 -3.167041281e+01 +5.2377e-01 +4.5994e+00 -2.2625e+00 -4.9963e+00 -4.2778e+00 +2.4831e+00 -3.7293e+00 +3.3249e+00 +8.1193e-01 -3.0239e+00 +1.2525e+00 -2.2651e+00 +4.2655e+00 -3.6240e+00 -2.8026e+00 +4.5266e+00 -9.4656e-01 -4.9837e+00 +1.1288e+00 +3.3449e+00
7 +9.985438147e+00 +9.985438147e+00 -3.444456185e+01 -3.444456185e+01 +2.9495e+00 -2.5308e+00 +3.6918e+00 -2.1349e+00 -4.9941e+00 +6.2299e-01 -4.1314e+00 -2.6739e+00 +3.4869e+00 +4.8246e-01 +4.3693e+00 -1.8770e+00 +1.2968e+00 +2.7298e+00 -7.1545e-01 -2.7047e-02 -3.4557e+00 -4.7777e+00 +1.1624e+00 +4.4110e-01
54 +4.867458694e+00 +4.867458694e+00 -3.956254131e+01 -3.956254131e+01 +3.5718e+00 +2.2622e-01 -1.5068e+00 +2.7949e+00 +6.5564e-01 +3.7580e+00 +4.3205e+00 +4.2455e+00 -4.9623e-01 +3.3198e+00 -1.6306e+00 -1.7896e-01 +2.2416e+00 +9.0219e-01 +3.5066e-01 -2.3922e+00 +2.0934e+00 -4.1335e+00 +3.1978e+00 +4.3848e+00
161 +3.734241589e+00 +3.734241589e+00 -4.069575841e+01 -4.069575841e+01 +2.1945e+00 -4.6903e+00 +1.8511e+00 +4.3290e+00 +9.6848e-01 +4.6953e+00 -2.8983e+00 -1.2116e+00 +4.5434e+00 +1.0486e+00 +2.4600e+00 -1.0416e-01 +3.6067e+00 -3.8875e+00 -4.1415e-01 +1.0972e-01 -1.8396e-01 -3.1267e+00 -7.0989e-01 +1.9110e+00
% function evaluation | noise-free fitness - Fopt (1.994000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.216958640e+01 +1.216958640e+01 +3.210958640e+01 +3.210958640e+01 +4.8095e+00 +3.4938e+00 -3.5102e-01 +4.8899e+00 +2.4913e+00 -2.3303e+00 +1.6301e+00 +7.3212e-01 -2.8198e+00 +4.3489e+00 +4.7448e+00 -1.0006e+00 +4.8261e+00 -4.5405e-01 -2.1582e+00 -2.9045e+00 -4.0646e+00 -2.1730e+00 -4.7351e-01 +4.4491e-01
4 +7.536439984e+00 +7.536439984e+00 +2.747643998e+01 +2.747643998e+01 +1.5487e-01 +1.0460e+00 +4.8054e+00 -4.7652e+00 +3.8739e+00 +4.1381e+00 -4.4734e-01 +2.3414e+00 +4.1581e+00 -2.4499e+00 +3.8291e+00 -2.1213e+00 -4.1228e+00 +1.0003e+00 +3.3435e+00 -4.2177e+00 -4.4055e+00 +5.7617e-01 +3.1297e+00 -4.9579e+00
77 +5.543569275e+00 +5.543569275e+00 +2.548356928e+01 +2.548356928e+01 -6.0637e-01 +2.2849e-01 +1.2368e-01 -1.2973e+00 +1.4077e+00 +5.8102e-01 -4.9253e+00 +1.7215e+00 +5.2244e-01 -3.0999e+00 +1.2509e+00 -1.4223e+00 +8.6241e-01 +2.0029e+00 +2.3577e+00 +1.2909e+00 -4.1011e+00 +1.9131e+00 +2.3218e+00 -2.1340e+00
159 +3.462987970e+00 +3.462987970e+00 +2.340298797e+01 +2.340298797e+01 +1.2808e+00 -1.9229e+00 -5.7462e-01 -1.7783e+00 +4.3047e+00 -5.8701e-01 +8.0690e-01 +6.1877e-01 +1.6842e+00 -4.8283e+00 +9.6714e-01 -5.4851e-01 +8.2626e-01 -4.5457e+00 -1.2212e+00 -1.4764e+00 +3.1624e+00 -2.6123e+00 -3.5043e+00 -4.9953e+00
% function evaluation | noise-free fitness - Fopt (2.047400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.427735093e+01 +2.427735093e+01 +2.290173509e+02 +2.290173509e+02 -1.2355e+00 -4.7356e+00 +1.2414e+00 +1.0555e+00 +1.5550e+00 -9.8002e-01 -2.3010e+00 -4.0568e+00 +4.5070e+00 -2.6233e-01 -2.5981e+00 +2.8445e+00 -1.2356e+00 -1.3133e+00 -4.2892e+00 +3.2773e+00 -2.6657e+00 +1.0780e+00 -6.7318e-01 -1.2171e+00
3 +1.105845688e+01 +1.105845688e+01 +2.157984569e+02 +2.157984569e+02 -1.8070e+00 -9.6868e-01 -4.7695e+00 +3.4259e+00 -4.4153e+00 -3.0512e+00 -3.7549e+00 -1.7638e+00 -1.5751e+00 +4.9264e+00 +3.7012e+00 -4.5922e+00 +2.6208e+00 -4.8943e+00 -1.1528e+00 +2.8464e-01 +4.9212e+00 -1.7595e+00 +6.0262e-01 -4.2226e+00
6 +8.830009927e+00 +8.830009927e+00 +2.135700099e+02 +2.135700099e+02 -4.3154e+00 +8.3123e-01 +9.2087e-01 +3.7772e+00 -4.0155e+00 +4.2953e+00 +2.9185e+00 +2.3831e-01 +4.9185e-01 +2.7148e+00 +1.3072e+00 +4.6927e+00 -2.4594e+00 +4.1367e+00 +4.5688e+00 +4.5007e+00 +1.9546e+00 +9.5094e-01 -4.7683e+00 -2.1610e+00
30 +4.675323667e+00 +4.675323667e+00 +2.094153237e+02 +2.094153237e+02 +1.5488e+00 -3.2753e+00 +4.3836e+00 +1.7528e+00 +3.2920e+00 +2.5528e+00 +3.3655e+00 +4.0655e+00 -2.5761e+00 -3.4116e+00 +1.4813e+00 -1.2350e+00 -1.0668e+00 +4.0955e+00 -8.8984e-02 -4.3060e+00 +3.9508e+00 +1.2483e+00 +3.3016e+00 -4.4599e+00
% function evaluation | noise-free fitness - Fopt (-3.887700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.790203497e+01 +1.790203497e+01 -3.708679650e+02 -3.708679650e+02 +7.6026e-01 +1.6023e+00 +3.3420e+00 -2.4393e-01 -2.7914e-01 +3.5285e+00 +3.5805e+00 -1.0032e+00 -4.6051e+00 -3.5690e+00 -5.7086e-01 -2.9417e-01 +4.3601e+00 +3.1340e+00 +3.6864e+00 +4.1085e+00 +1.8312e+00 -1.2214e+00 -2.0315e+00 +3.6954e+00
2 +1.137414623e+01 +1.137414623e+01 -3.773958538e+02 -3.773958538e+02 -4.7015e+00 +2.6433e-01 +3.6571e+00 -2.1947e+00 +3.7089e+00 +2.9000e+00 +3.8997e+00 -2.4512e+00 +1.0623e+00 +2.4839e+00 +1.9504e+00 -1.2428e+00 +4.9842e+00 -3.9526e+00 -1.2730e-01 -2.0538e+00 +2.5948e+00 -3.1604e+00 +1.4059e+00 +3.0330e+00
9 +9.007124201e+00 +9.007124201e+00 -3.797628758e+02 -3.797628758e+02 +1.7994e+00 -2.3224e-01 -4.8703e+00 +2.5575e-01 -2.0638e+00 -5.6811e-01 +1.7747e+00 +3.5278e+00 -9.2304e-01 -8.7623e-01 -1.1931e+00 +4.7518e+00 +1.9917e+00 -2.4412e+00 +6.8335e-01 +2.7131e+00 -1.7807e+00 -2.5912e+00 -3.3512e+00 +2.7958e+00
60 +5.926436280e+00 +5.926436280e+00 -3.828435637e+02 -3.828435637e+02 +1.9168e+00 -4.4833e+00 +1.7148e+00 +4.4815e+00 -3.3863e-01 +3.1742e+00 +4.1215e+00 +1.0789e+00 -9.2830e-01 +2.0530e+00 -4.7536e+00 -3.7129e+00 -3.5048e+00 -1.2385e+00 -4.5372e-01 -2.8285e+00 -1.8343e-02 -3.5184e+00 -2.9392e+00 -2.0028e+00
131 +3.535026297e+00 +3.535026297e+00 -3.852349737e+02 -3.852349737e+02 +2.0873e+00 -1.2584e+00 -1.8158e+00 +2.3788e+00 -2.8439e+00 -2.7699e+00 +4.0780e-02 +1.2170e+00 +1.6915e+00 -9.7567e-02 +2.2794e+00 -3.2173e+00 +4.9832e+00 -3.5728e+00 +2.2298e+00 -3.7471e-01 -1.7897e+00 +2.3134e+00 -2.7756e+00 +4.2364e+00
% function evaluation | noise-free fitness - Fopt (-1.918000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.506443102e+01 +1.506443102e+01 -4.115568984e+00 -4.115568984e+00 -1.9169e+00 +1.4702e+00 -1.8175e-01 -3.3202e-01 +4.2929e+00 +3.0023e+00 -2.6548e+00 -3.3739e+00 -3.3895e-01 +1.4617e+00 -4.8591e-01 -3.0289e+00 +8.5409e-01 +3.5600e+00 -3.2813e+00 +4.4048e-01 +3.7845e+00 +2.7287e+00 +8.4989e-02 -2.4713e+00
12 +9.834583333e+00 +9.834583333e+00 -9.345416667e+00 -9.345416667e+00 +4.1913e-01 +2.4330e+00 -4.1767e+00 -1.5231e+00 +4.7228e+00 -1.0461e+00 +3.5763e+00 -1.9830e+00 +2.2589e+00 -4.3501e+00 +7.9154e-01 -6.7445e-01 -3.7476e+00 -3.1062e+00 +4.0244e+00 +9.6857e-01 +1.4754e+00 +4.8100e+00 -4.5670e+00 +4.4357e+00
18 +5.656902598e+00 +5.656902598e+00 -1.352309740e+01 -1.352309740e+01 -3.6130e+00 +4.9787e+00 +3.3056e+00 +1.8053e+00 -4.0029e-01 +4.4286e+00 +5.2728e-01 -4.4594e+00 -3.3669e+00 -1.1328e+00 +2.1141e+00 -8.4708e-01 -1.4824e+00 +4.4554e+00 +1.1247e+00 +4.9007e+00 -4.9661e+00 -8.4170e-01 -4.0270e+00 +3.0365e+00
46 +3.409164481e+00 +3.409164481e+00 -1.577083552e+01 -1.577083552e+01 +4.1721e+00 -6.6968e-01 +3.6835e+00 +4.3205e+00 +3.8601e+00 +9.8529e-01 +3.9442e+00 -1.1274e+00 +2.2368e+00 +3.8659e+00 -3.6167e+00 -4.0696e+00 +2.3856e+00 +2.1444e-01 +8.1842e-01 +4.8109e+00 -1.0112e+00 -4.9000e+00 -6.2849e-01 -2.7420e-01
% function evaluation | noise-free fitness - Fopt (-3.724500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.064366040e+01 +1.064366040e+01 -3.618063396e+02 -3.618063396e+02 +3.7867e+00 +4.5713e+00 -1.4419e-03 -2.2091e+00 +1.3082e-01 +2.0555e+00 +6.0684e-01 -3.0882e+00 -3.1553e+00 -8.0298e-01 -1.8437e+00 +1.2444e+00 +8.2229e-01 -1.4133e+00 -1.8624e+00 +3.3522e+00 -3.6445e+00 -8.3063e-01 +9.1468e-01 -6.1860e-01
5 +9.138697543e+00 +9.138697543e+00 -3.633113025e+02 -3.633113025e+02 -9.8033e-01 +2.3308e-01 -3.0631e+00 +2.1154e-01 +1.8838e+00 -3.5896e+00 -3.1390e-01 +1.1549e+00 -3.9751e+00 +1.1346e-01 +1.9564e+00 +3.9107e+00 -4.7661e+00 +4.0435e+00 +5.7920e-01 -3.5365e+00 -6.7383e-01 -4.3272e+00 -2.0532e+00 -5.7233e-01
84 +5.701023489e+00 +5.701023489e+00 -3.667489765e+02 -3.667489765e+02 -7.9950e-01 -4.0970e+00 -5.5134e-01 +1.4733e+00 +1.6291e+00 +4.0641e+00 +1.3915e+00 +4.2715e+00 +2.3429e+00 -3.1389e+00 +4.4216e+00 +3.7736e+00 +6.7015e-01 -1.3628e+00 -3.1030e+00 -4.2554e+00 +3.5391e-01 +3.7169e+00 +2.4436e+00 -1.4689e+00
% function evaluation | noise-free fitness - Fopt (8.450000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.026791694e+01 +1.026791694e+01 +1.871791694e+01 +1.871791694e+01 -4.2906e+00 -4.5618e+00 +3.3655e+00 +2.0006e+00 +1.9348e+00 +3.1492e+00 +9.5376e-01 -3.2533e+00 -1.0463e+00 -3.6521e+00 -9.8032e-01 -4.2517e+00 +2.0131e+00 -4.5239e+00 +4.5797e+00 +1.0937e+00 -4.2677e+00 -6.2881e-01 -4.4092e+00 +7.2478e-01
12 +6.663323877e+00 +6.663323877e+00 +1.511332388e+01 +1.511332388e+01 -1.9392e-02 -4.3754e+00 +2.2273e+00 -4.9718e+00 +4.5082e+00 +4.5490e+00 +2.0798e-01 -1.7352e+00 +4.7634e+00 -3.3214e+00 -7.5223e-01 -1.6484e+00 -2.6173e+00 +4.8335e+00 -9.4225e-01 +3.1044e+00 -2.0208e+00 -4.5069e+00 +1.9517e-01 +8.2533e-03
13 +4.101446296e+00 +4.101446296e+00 +1.255144630e+01 +1.255144630e+01 -3.8015e+00 +9.0110e-01 +7.2002e-01 -2.4418e+00 +2.6606e+00 -2.7881e+00 -7.2631e-02 +1.2967e+00 +1.3677e+00 -3.0601e+00 +4.7517e+00 -3.1789e+00 +1.3672e+00 -4.8736e+00 -2.5101e+00 -1.0981e+00 +3.6648e+00 +3.0800e+00 -4.6938e+00 +1.3538e+00
% function evaluation | noise-free fitness - Fopt (1.184000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.248302079e+01 +1.248302079e+01 +2.432302079e+01 +2.432302079e+01 +3.1564e+00 +4.1794e+00 +9.4933e-01 +2.3745e+00 +2.5088e+00 +1.9734e+00 -4.2264e+00 -2.7270e+00 -2.1306e+00 -1.1338e+00 -2.2275e+00 -3.8434e-01 +1.6313e+00 -1.0945e+00 +3.3619e+00 -7.9894e-01 +4.4387e+00 -2.9115e-01 +3.4496e+00 +1.7537e+00
14 +9.955324502e+00 +9.955324502e+00 +2.179532450e+01 +2.179532450e+01 +5.9617e-01 -2.9600e+00 +3.8159e+00 -2.0613e+00 -3.4557e+00 +4.7742e-01 +4.9477e+00 +1.5104e-02 -2.6965e+00 -4.0722e+00 +2.3138e-01 -4.9241e+00 +1.1191e-01 -2.3713e+00 +1.5797e+00 +3.7641e+00 +4.7285e+00 -4.8280e+00 +4.6873e+00 +2.2794e+00
45 +5.214086269e+00 +5.214086269e+00 +1.705408627e+01 +1.705408627e+01 +1.0211e-01 +3.7424e+00 +3.9212e+00 -3.9847e+00 -1.7313e+00 +2.9246e+00 -1.6208e+00 -4.0931e+00 +1.9662e-01 -1.2587e+00 +4.0750e+00 -1.7286e+00 +4.5140e+00 +6.8690e-01 +3.2055e+00 +3.3349e-01 +3.2833e-01 +3.3322e+00 -3.9301e+00 -3.7653e-01
% function evaluation | noise-free fitness - Fopt (1.581200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.884985138e+01 +1.884985138e+01 +1.769698514e+02 +1.769698514e+02 -2.5853e+00 -4.9077e+00 -2.2541e-01 -4.9863e+00 +5.7779e-01 +5.3345e-01 -3.0073e+00 -4.2973e+00 +3.5244e+00 -1.4588e+00 -1.8624e+00 +9.1525e-01 +3.1320e+00 -6.9941e-03 +4.3667e+00 +3.5699e+00 +2.3093e+00 -2.5733e+00 +4.9832e+00 +2.5147e+00
2 +1.534572915e+01 +1.534572915e+01 +1.734657292e+02 +1.734657292e+02 -3.3575e+00 +4.8047e+00 +4.1821e-01 -2.5525e+00 +7.3275e-01 -4.4352e+00 +8.4471e-01 +3.4458e+00 +4.2398e+00 -3.4237e+00 +2.6610e+00 +1.6377e-02 -3.2138e+00 +1.3180e+00 +3.2217e+00 -1.8614e+00 -4.6969e-01 +3.8330e+00 +2.1952e+00 -1.9363e+00
9 +7.863836386e+00 +7.863836386e+00 +1.659838364e+02 +1.659838364e+02 +1.4889e+00 +2.5787e+00 -4.3927e+00 +1.3501e+00 -4.7501e+00 -4.8494e+00 -2.8317e+00 -3.2068e-01 -3.2784e+00 +3.3035e-01 +2.5298e+00 -4.5522e+00 -4.4102e+00 -2.3246e+00 +4.5899e+00 +3.0710e-01 -1.5090e+00 -1.4625e+00 +2.2195e+00 -4.6904e+00
35 +6.214921463e+00 +6.214921463e+00 +1.643349215e+02 +1.643349215e+02 +3.5606e+00 -1.8568e+00 -5.6536e-01 +2.4475e+00 -4.4460e+00 +1.3947e+00 +3.8228e+00 +3.4714e+00 -1.4110e+00 +1.9293e+00 -8.9996e-01 -3.7126e+00 +4.4123e+00 +3.5248e+00 +4.9874e+00 +2.6187e+00 +4.9658e+00 +3.4521e-01 -1.2789e+00 +4.4804e+00
81 +3.104030970e+00 +3.104030970e+00 +1.612240310e+02 +1.612240310e+02 -9.0181e-01 +3.4085e+00 +2.8171e+00 -1.8584e+00 +1.8974e+00 -9.4706e-01 +3.8906e+00 -4.0384e+00 +1.4770e+00 -3.5733e+00 -2.9145e+00 -2.0990e+00 +3.3294e+00 -1.4689e+00 +2.9885e+00 +4.7797e+00 -2.3367e+00 +3.2613e+00 +2.7396e-01 -2.4453e+00
% function evaluation | noise-free fitness - Fopt (-1.021200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.090912921e+01 +1.090912921e+01 -9.121087079e+01 -9.121087079e+01 -3.6118e+00 -1.0596e+00 +2.2596e+00 -1.2879e+00 +4.9748e+00 +3.7897e+00 -5.1046e-01 +4.2414e+00 -1.6450e-01 -4.9210e+00 -1.0858e+00 -5.9176e-01 +3.5449e+00 -3.4438e+00 +2.1822e+00 +1.9474e+00 -1.6343e+00 -6.8646e-01 +4.2955e+00 -2.0693e+00
4 +9.206269497e+00 +9.206269497e+00 -9.291373050e+01 -9.291373050e+01 +1.0988e+00 +1.1175e+00 +1.8182e+00 -2.4637e+00 -1.2007e+00 +1.4028e+00 +3.9568e+00 +1.6166e+00 +4.6418e+00 -2.0093e+00 -3.2868e+00 +2.9447e+00 -4.7066e-03 -2.0957e-01 +1.0928e+00 -5.2263e-01 +2.2698e+00 +3.5613e+00 -4.5208e+00 -4.2593e+00
50 +4.829593835e+00 +4.829593835e+00 -9.729040617e+01 -9.729040617e+01 +2.6426e+00 +3.6655e+00 +9.8712e-01 +2.5309e-01 +1.2213e+00 -4.3291e+00 +4.4785e+00 -3.3627e+00 +1.8221e+00 -3.0985e-01 +4.7619e+00 +4.8646e+00 +4.5623e+00 -4.5411e+00 -1.2481e+00 +3.6029e+00 +2.8469e+00 -1.0192e+00 +3.1375e+00 +2.0173e+00
% function evaluation | noise-free fitness - Fopt (-8.798000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.065974947e+01 +1.065974947e+01 -7.732025053e+01 -7.732025053e+01 +4.6203e+00 +3.1767e+00 -3.1712e+00 -2.8135e+00 +2.9133e+00 +1.1731e+00 -2.6755e+00 -3.9521e+00 +1.3953e+00 +4.2247e+00 +3.6907e+00 -3.3554e+00 +3.3531e-01 +2.7999e+00 -1.6956e+00 +9.1577e-02 +3.9202e+00 -1.8960e+00 -1.4470e+00 -4.8853e+00
2 +5.657381883e+00 +5.657381883e+00 -8.232261812e+01 -8.232261812e+01 +4.0764e+00 -2.3404e+00 +5.1802e-01 +5.5373e-01 +4.5487e+00 -4.9101e+00 -2.3322e+00 +4.8443e+00 +4.8050e+00 -3.8961e+00 -5.3047e-01 -4.5597e+00 +4.4783e+00 -7.7295e-01 +2.0230e+00 -9.6332e-01 -4.9811e+00 +3.6392e-01 -5.5042e-01 -3.7787e+00
