% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.141886047e+03 +3.141886047e+03 +3.090176047e+03 +3.090176047e+03 -1.1068e+00 +1.4213e+00 -3.7931e+00 -3.0909e+00 +2.4006e+00 -3.7015e-01 -3.6671e+00 -3.9389e+00 +3.7051e+00 +3.3070e-01 +2.4988e+00 +3.9785e+00 -3.1924e+00 -1.8108e+00 +3.7161e+00 +7.1130e-01 +1.7122e+00 -1.7072e+00 +3.2195e+00 -4.0751e-01
16 +1.996924113e+03 +1.996924113e+03 +1.945214113e+03 +1.945214113e+03 +1.8863e+00 +3.7320e-01 +2.1809e+00 +2.5096e-02 +1.6791e+00 +1.1369e+00 -3.3602e+00 +1.1567e+00 +1.9332e+00 -1.4530e-01 +2.1340e+00 -3.7407e+00 +3.4628e+00 -3.8431e+00 -2.2528e+00 -5.8984e-01 -3.8811e+00 +3.4733e+00 -1.1533e-02 +2.4412e+00
1665 +1.582312002e+03 +1.582312002e+03 +1.530602002e+03 +1.530602002e+03 +1.4919e+00 -3.2826e-01 -1.3635e+00 -1.8632e+00 +2.9699e-01 +1.7045e+00 -3.3334e+00 +7.7068e-01 +2.4775e-01 -4.0146e-01 +1.0726e+00 -1.3901e+00 +1.5760e+00 -3.5248e+00 -2.3329e+00 -1.6320e+00 -2.9134e+00 +1.8041e+00 +5.8746e-01 +2.3617e+00
6459 +9.938938978e+02 +9.938938978e+02 +9.421838978e+02 +9.421838978e+02 +2.2732e+00 +8.8658e-01 -1.5781e+00 -2.8007e+00 +1.3119e+00 +1.2961e+00 -3.8903e+00 +1.5524e+00 -6.0143e-01 +5.3155e-01 +2.4324e+00 -8.4824e-01 +1.2792e+00 -2.9452e+00 -2.3522e+00 -8.9032e-01 -3.5598e+00 +2.5284e+00 +1.2273e+00 +2.8195e+00
10591 +6.303639559e+02 +6.303639559e+02 +5.786539559e+02 +5.786539559e+02 +2.3856e+00 +1.4868e+00 -2.3854e+00 -3.5063e+00 +1.5011e+00 +1.1116e+00 -3.7283e+00 +2.2952e+00 -1.3452e+00 +6.6583e-01 +3.2370e+00 +1.9660e-01 +1.5776e+00 -2.8128e+00 -2.9831e+00 -4.7037e-01 -3.7394e+00 +3.6325e+00 +1.3854e+00 +3.4667e+00
13875 +3.844564408e+02 +3.844564408e+02 +3.327464408e+02 +3.327464408e+02 +2.4720e+00 +2.0432e+00 -3.2072e+00 -3.9810e+00 +1.6141e+00 +9.4950e-01 -3.7808e+00 +2.3217e+00 -1.5126e+00 +7.2522e-01 +4.1946e+00 +7.0466e-01 +2.1422e+00 -2.2833e+00 -3.3921e+00 +1.9482e-01 -4.3376e+00 +3.6677e+00 +1.5476e+00 +3.3688e+00
16294 +2.459459752e+02 +2.459459752e+02 +1.942359752e+02 +1.942359752e+02 +2.6557e+00 +1.9366e+00 -3.5968e+00 -4.2218e+00 +1.6966e+00 +9.5025e-01 -3.6694e+00 +2.6026e+00 -1.8295e+00 +7.0820e-01 +4.3762e+00 +1.1189e+00 +2.3047e+00 -2.2447e+00 -3.6596e+00 +8.4580e-01 -5.1536e+00 +3.8498e+00 +1.5216e+00 +3.4494e+00
18542 +1.570355392e+02 +1.570355392e+02 +1.053255392e+02 +1.053255392e+02 +2.8861e+00 +2.3311e+00 -3.6397e+00 -4.3275e+00 +1.5166e+00 +1.0143e+00 -3.5909e+00 +2.4084e+00 -2.0944e+00 +5.4177e-01 +4.1314e+00 +1.3323e+00 +2.6639e+00 -1.7792e+00 -3.6570e+00 +1.2941e+00 -5.0598e+00 +4.0790e+00 +1.6999e+00 +3.5153e+00
19849 +9.862938762e+01 +9.862938762e+01 +4.691938762e+01 +4.691938762e+01 +2.9736e+00 +2.3610e+00 -3.3562e+00 -4.0060e+00 +1.2964e+00 +1.3707e+00 -3.6299e+00 +2.7039e+00 -2.7635e+00 +4.0377e-01 +4.1816e+00 +1.7192e+00 +2.8893e+00 -5.8791e-01 -3.5281e+00 +2.3196e+00 -4.8144e+00 +3.7683e+00 +1.5309e+00 +3.3741e+00
23381 +6.080824062e+01 +6.080824062e+01 +9.098240621e+00 +9.098240621e+00 +2.7949e+00 +2.7204e+00 -3.5556e+00 -4.0971e+00 +1.3945e+00 +1.3672e+00 -3.5627e+00 +2.6417e+00 -3.0044e+00 +2.7453e-01 +4.0506e+00 +1.7860e+00 +3.1087e+00 -3.5545e-01 -3.4544e+00 +2.5457e+00 -4.8223e+00 +3.6426e+00 +1.7207e+00 +3.2824e+00
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.302702823e+03 +2.302702823e+03 +2.022752823e+03 +2.022752823e+03 -5.9356e-01 -3.6858e-01 +1.1511e+00 +2.7263e+00 -3.0560e+00 +2.7953e+00 -3.1184e+00 +3.1456e+00 -1.5363e+00 +8.0126e-01 +2.9670e+00 -3.1407e+00 -2.5549e+00 +6.9059e-02 -1.4505e+00 +5.3410e-01 +5.4594e-01 +3.9994e+00 -1.2931e+00 -4.9791e-01
129 +1.464555691e+03 +1.464555691e+03 +1.184605691e+03 +1.184605691e+03 -6.0834e-02 -1.0333e+00 +1.5366e+00 +8.4850e-01 -2.4856e+00 -1.3113e+00 -2.1665e+00 +1.9619e+00 +2.5249e+00 -4.3139e-01 +1.8772e+00 +3.9244e-02 -2.5749e+00 -1.0691e-01 -1.3501e+00 +1.8069e+00 +2.4225e+00 +6.2449e-01 +1.2848e+00 +7.2764e-02
4649 +9.991738456e+02 +9.991738456e+02 +7.192238456e+02 +7.192238456e+02 -7.4337e-01 -2.4091e-01 +2.8561e+00 +7.0759e-01 -3.7066e+00 -1.5018e+00 -2.1965e+00 +9.0642e-01 +2.6198e+00 -1.1542e+00 +1.0692e+00 -4.3026e-01 -3.4186e+00 -7.1531e-01 -5.9591e-01 +2.6296e+00 +3.1265e+00 +9.4762e-01 +1.1106e+00 +4.8650e-01
8791 +6.259583228e+02 +6.259583228e+02 +3.460083228e+02 +3.460083228e+02 -1.5571e+00 -2.9951e+00 +3.2170e+00 -2.6971e-01 -3.3602e+00 -1.4092e+00 -1.5008e+00 -3.8028e-02 +3.1005e+00 -1.6784e+00 -8.2701e-01 +8.0244e-01 -2.7195e+00 -2.0482e+00 +6.4295e-01 +3.4612e+00 +2.0015e+00 +2.7536e+00 +1.5941e+00 +2.4036e+00
11161 +3.919485967e+02 +3.919485967e+02 +1.119985967e+02 +1.119985967e+02 -2.3200e+00 -3.2337e+00 +3.3876e+00 -5.0670e-01 -3.6272e+00 -2.0155e+00 -1.4247e+00 -5.5527e-02 +2.8465e+00 -2.4293e+00 -9.0500e-01 +1.0595e+00 -3.7270e+00 -1.9889e+00 +8.0395e-01 +3.4472e+00 +2.3462e+00 +2.4628e+00 +1.5944e+00 +2.2072e+00
12822 +2.491153995e+02 +2.491153995e+02 -3.083460049e+01 -3.083460049e+01 -2.7782e+00 -3.3293e+00 +3.3151e+00 -7.3518e-01 -3.8787e+00 -2.2040e+00 -1.3063e+00 -2.0054e-01 +2.6860e+00 -2.9606e+00 -1.4378e+00 +1.1054e+00 -3.9104e+00 -2.1549e+00 +7.9596e-01 +3.3036e+00 +2.9149e+00 +2.6082e+00 +1.6219e+00 +2.7108e+00
14184 +1.520062524e+02 +1.520062524e+02 -1.279437476e+02 -1.279437476e+02 -3.1201e+00 -3.6531e+00 +3.3501e+00 -1.1101e+00 -3.8765e+00 -2.5388e+00 -1.3830e+00 -2.8092e-01 +2.2754e+00 -3.1424e+00 -1.5725e+00 +1.2263e+00 -3.9226e+00 -2.2104e+00 +7.4361e-01 +3.3797e+00 +3.0488e+00 +2.5877e+00 +1.6836e+00 +2.8839e+00
15446 +9.897400237e+01 +9.897400237e+01 -1.809759976e+02 -1.809759976e+02 -3.2697e+00 -3.6688e+00 +3.3550e+00 -9.5326e-01 -3.7960e+00 -2.6161e+00 -1.5025e+00 -2.8163e-01 +1.9159e+00 -3.4893e+00 -1.6095e+00 +1.5101e+00 -3.9438e+00 -2.2723e+00 +5.9617e-01 +3.4638e+00 +3.1930e+00 +2.7509e+00 +1.8373e+00 +2.7805e+00
16821 +6.092348350e+01 +6.092348350e+01 -2.190265165e+02 -2.190265165e+02 -3.6072e+00 -4.0866e+00 +3.3305e+00 -1.1510e+00 -3.8392e+00 -2.8022e+00 -1.7253e+00 -3.1894e-02 +1.8296e+00 -3.4688e+00 -1.7685e+00 +1.4659e+00 -4.0607e+00 -2.1461e+00 +5.3674e-01 +3.5019e+00 +3.2812e+00 +2.5613e+00 +1.8546e+00 +3.0426e+00
20752 +3.975982922e+01 +3.975982922e+01 -2.401901708e+02 -2.401901708e+02 -3.6241e+00 -3.9810e+00 +3.2491e+00 -1.0353e+00 -3.6314e+00 -2.7640e+00 -1.6333e+00 -2.7084e-01 +1.6882e+00 -3.5833e+00 -1.8096e+00 +1.6224e+00 -4.1284e+00 -2.3299e+00 +3.2726e-01 +3.5827e+00 +3.3366e+00 +2.6219e+00 +1.9795e+00 +3.0691e+00
% function evaluation | noise-free fitness - Fopt (9.319900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.131621351e+03 +2.131621351e+03 +3.063611351e+03 +3.063611351e+03 +1.2706e+00 -2.1214e-01 +1.3352e-01 +1.7298e+00 +1.0658e+00 -3.5142e+00 -8.0452e-01 -4.7693e-01 +2.5266e+00 +1.1625e+00 +3.0522e+00 +9.8237e-01 -1.6268e+00 -3.4487e+00 +7.5295e-01 +1.2117e+00 +3.4944e+00 +3.3710e+00 +3.9549e-01 -2.2556e-01
39 +1.525379387e+03 +1.525379387e+03 +2.457369387e+03 +2.457369387e+03 -6.9892e-02 +2.5684e+00 +7.7045e-01 -1.9646e+00 +3.4259e-01 +2.6827e-01 +7.7932e-01 +8.8115e-02 -3.6493e+00 +3.3058e+00 +2.1702e+00 +3.5130e-01 -1.3680e+00 -2.6924e+00 +2.8518e+00 +1.3413e+00 -7.9214e-01 +5.6920e-01 +2.0189e+00 +3.1038e+00
3952 +9.983535138e+02 +9.983535138e+02 +1.930343514e+03 +1.930343514e+03 +7.5637e-01 +1.9192e+00 +9.9275e-01 -5.2015e-01 +5.2371e-01 -1.0412e+00 +9.9079e-01 -1.0794e+00 -1.2337e+00 +2.6684e+00 +1.7840e+00 +1.9010e-01 -1.0098e+00 -3.1539e-01 +2.5065e+00 +2.0861e+00 -9.4011e-01 +2.0879e-01 +2.0948e+00 +1.0186e+00
7627 +6.302189413e+02 +6.302189413e+02 +1.562208941e+03 +1.562208941e+03 +5.5336e-01 +1.4238e+00 +1.3047e+00 -3.3315e-01 +1.4659e+00 -2.6448e+00 +9.2866e-01 -2.9061e+00 -1.5655e+00 +1.0558e+00 +1.9239e+00 +3.0740e-01 -1.2659e+00 -1.3871e+00 +2.7960e+00 +1.6767e+00 -1.4428e+00 -1.0902e+00 +1.8583e+00 -2.1528e+00
10171 +3.968515211e+02 +3.968515211e+02 +1.328841521e+03 +1.328841521e+03 +5.7985e-01 +1.2844e+00 +1.7520e+00 -4.9250e-01 +1.8503e+00 -2.5133e+00 +1.7111e+00 -3.2843e+00 -1.5257e+00 +1.3661e+00 +2.1202e+00 -3.6919e-01 -1.7959e+00 -1.9238e+00 +3.3262e+00 +2.2412e+00 -1.4589e+00 -1.0340e+00 +2.1460e+00 -1.8884e+00
11692 +2.487647738e+02 +2.487647738e+02 +1.180754774e+03 +1.180754774e+03 +7.3445e-01 +1.1254e+00 +2.3521e+00 -5.2561e-01 +2.0192e+00 -2.2657e+00 +2.2154e+00 -3.4005e+00 -1.4547e+00 +1.6343e+00 +2.4540e+00 -5.5568e-01 -2.0695e+00 -2.2109e+00 +3.0119e+00 +2.1158e+00 -1.3347e+00 -1.2442e+00 +2.6577e+00 -1.6456e+00
13067 +1.583844755e+02 +1.583844755e+02 +1.090374476e+03 +1.090374476e+03 +9.7083e-01 +1.0915e+00 +2.5328e+00 -7.0266e-01 +2.2842e+00 -2.3962e+00 +2.7458e+00 -3.7684e+00 -1.6634e+00 +1.4320e+00 +2.4370e+00 -5.6330e-01 -2.1728e+00 -2.3459e+00 +3.2921e+00 +2.0852e+00 -1.1256e+00 -1.5770e+00 +2.6506e+00 -1.4237e+00
14448 +9.907496396e+01 +9.907496396e+01 +1.031064964e+03 +1.031064964e+03 +1.3611e+00 +9.3334e-01 +2.5315e+00 -1.0496e+00 +2.2349e+00 -2.6465e+00 +2.9082e+00 -3.8495e+00 -1.8636e+00 +1.6106e+00 +2.7738e+00 -8.7868e-01 -2.4702e+00 -2.3744e+00 +3.1290e+00 +2.2974e+00 -1.1247e+00 -1.9248e+00 +2.6752e+00 -1.4485e+00
15440 +6.285142595e+01 +6.285142595e+01 +9.948414259e+02 +9.948414259e+02 +1.1773e+00 +1.0382e+00 +2.6720e+00 -8.6514e-01 +2.2485e+00 -2.5792e+00 +3.0224e+00 -3.6788e+00 -1.6607e+00 +1.6888e+00 +2.7466e+00 -7.8824e-01 -2.3480e+00 -2.3592e+00 +3.0576e+00 +2.4021e+00 -9.8588e-01 -1.9105e+00 +2.5831e+00 -1.3392e+00
% function evaluation | noise-free fitness - Fopt (1.133100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.351298984e+03 +3.351298984e+03 +3.464608984e+03 +3.464608984e+03 +1.6536e+00 +6.7969e-01 -6.0403e-01 +2.9465e+00 -3.6663e+00 -3.6497e-01 +2.8323e+00 +2.6625e-01 +6.2064e-01 +3.8328e+00 +2.3368e-01 -1.6822e+00 -2.5781e+00 +3.5242e+00 +1.9638e+00 -6.8517e-01 +2.5462e+00 -2.0692e+00 +3.0012e+00 -1.1694e+00
4 +2.494631968e+03 +2.494631968e+03 +2.607941968e+03 +2.607941968e+03 +1.6370e+00 +3.3431e+00 +1.7438e+00 -6.7939e-01 +2.4291e+00 +8.2933e-01 -2.9272e+00 +3.1548e+00 +3.6700e+00 +4.6821e-01 +3.9369e+00 -1.7451e+00 -3.2504e+00 -2.5624e+00 -3.6055e-01 -3.2082e-01 +2.6475e+00 +1.7922e-01 +3.9414e+00 -2.3544e+00
463 +1.580789323e+03 +1.580789323e+03 +1.694099323e+03 +1.694099323e+03 +7.9798e-01 +1.0729e+00 +1.4884e-01 +1.2006e+00 -9.6593e-01 -1.9518e+00 -2.0625e+00 +2.0471e+00 -3.3674e-01 +1.2623e+00 -1.0589e+00 +3.2084e+00 -1.2456e-03 -2.7942e+00 +2.3296e+00 +2.7279e+00 -9.3533e-01 +2.8129e-01 -2.4517e+00 -2.9119e+00
4605 +9.996239884e+02 +9.996239884e+02 +1.112933988e+03 +1.112933988e+03 +1.7248e+00 +1.7873e+00 +8.2683e-01 +1.3838e+00 +9.9741e-01 -2.2890e+00 -1.4100e+00 +9.0633e-01 -3.1714e-01 +6.4413e-01 -1.3378e+00 +3.4897e+00 -1.4543e+00 -2.8111e+00 +1.0559e+00 +3.2360e+00 -2.0477e-01 +4.2108e-01 -2.5332e+00 -3.1598e+00
7885 +6.298344218e+02 +6.298344218e+02 +7.431444218e+02 +7.431444218e+02 +1.6195e+00 +2.0290e+00 +7.5507e-01 +1.1866e+00 +1.3816e+00 -1.7481e+00 -1.0762e+00 -4.2571e-01 +6.3044e-01 -1.5324e-01 -1.0852e+00 +3.0012e+00 -1.9868e+00 -2.5362e+00 +2.8417e-01 +3.7502e+00 +4.0205e-01 +1.0380e+00 -2.6765e+00 -2.9242e+00
10916 +3.901791095e+02 +3.901791095e+02 +5.034891095e+02 +5.034891095e+02 +1.5957e+00 +2.2208e+00 +6.4052e-01 +1.2050e+00 +1.0596e+00 -1.6055e+00 -6.3549e-01 -8.7214e-01 +1.6175e+00 -8.1264e-01 -1.2312e+00 +3.0995e+00 -2.5545e+00 -1.9861e+00 -1.3957e-01 +3.9695e+00 +1.3266e+00 +1.4941e+00 -2.5377e+00 -3.0940e+00
13070 +2.414844153e+02 +2.414844153e+02 +3.547944153e+02 +3.547944153e+02 +1.6636e+00 +2.5914e+00 +6.0531e-01 +1.1874e+00 +1.0217e+00 -1.3997e+00 -4.9358e-01 -1.2141e+00 +1.8869e+00 -8.0457e-01 -7.0470e-01 +3.0022e+00 -2.9416e+00 -1.8173e+00 -7.3453e-01 +3.6873e+00 +1.7010e+00 +1.9207e+00 -2.0310e+00 -3.2596e+00
14443 +1.447733177e+02 +1.447733177e+02 +2.580833177e+02 +2.580833177e+02 +1.8784e+00 +2.9420e+00 +5.5237e-01 +9.5749e-01 +1.1777e+00 -1.0778e+00 -6.4370e-01 -1.3140e+00 +2.3506e+00 -7.0052e-01 -7.8357e-01 +3.0081e+00 -2.9046e+00 -1.5416e+00 -1.1329e+00 +3.7434e+00 +1.9940e+00 +2.0862e+00 -1.7740e+00 -3.4554e+00
15699 +9.812715036e+01 +9.812715036e+01 +2.114371504e+02 +2.114371504e+02 +1.6768e+00 +2.9454e+00 +5.7342e-01 +1.0108e+00 +1.2374e+00 -8.7603e-01 -4.7926e-01 -1.3348e+00 +2.2877e+00 -7.8960e-01 -7.1720e-01 +2.9391e+00 -3.0149e+00 -1.4070e+00 -1.3341e+00 +3.6348e+00 +2.0513e+00 +2.2258e+00 -1.4991e+00 -3.6653e+00
17355 +5.794535258e+01 +5.794535258e+01 +1.712553526e+02 +1.712553526e+02 +1.8626e+00 +3.3343e+00 +6.4972e-01 +8.1722e-01 +1.1060e+00 -9.1937e-01 -4.2750e-01 -1.4050e+00 +2.7322e+00 -7.1361e-01 -6.3885e-01 +2.7273e+00 -3.2417e+00 -1.4006e+00 -1.4970e+00 +3.5166e+00 +2.0947e+00 +2.1949e+00 -1.4967e+00 -3.6716e+00
26656 +3.877940804e+01 +3.877940804e+01 +1.520894080e+02 +1.520894080e+02 +1.8813e+00 +3.3105e+00 +6.1021e-01 +5.8845e-01 +1.0051e+00 -8.0213e-01 -4.0718e-01 -1.5663e+00 +2.8400e+00 -6.8165e-01 -5.8029e-01 +2.7404e+00 -3.2598e+00 -1.3258e+00 -1.3051e+00 +3.5718e+00 +2.3039e+00 +2.2148e+00 -1.4616e+00 -3.7769e+00
% function evaluation | noise-free fitness - Fopt (-9.519000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.791089601e+03 +2.791089601e+03 +2.695899601e+03 +2.695899601e+03 -2.3780e+00 -3.4892e+00 -3.5298e+00 -1.7229e+00 +1.9028e+00 +1.2982e+00 +4.3076e-01 +2.7569e+00 -2.8539e+00 -3.6491e+00 -3.4024e+00 +1.6362e+00 +4.1508e-01 -2.4094e+00 -1.5968e+00 +1.8302e+00 -2.5801e+00 +3.2574e+00 +6.5006e-01 +2.2200e+00
4 +2.410726028e+03 +2.410726028e+03 +2.315536028e+03 +2.315536028e+03 +2.7430e+00 +1.1480e+00 +1.8889e+00 -1.7872e+00 +2.2934e-01 -1.4272e+00 -2.1057e-01 +3.1062e+00 -4.8988e-01 -1.7197e+00 +1.0137e+00 +1.7948e+00 +3.3733e+00 +1.2027e+00 -5.6404e-01 +1.6623e+00 +1.0458e+00 -3.4660e+00 +5.3399e-01 -8.1998e-01
39 +1.576631485e+03 +1.576631485e+03 +1.481441485e+03 +1.481441485e+03 +2.8124e+00 +1.6872e+00 -6.9240e-01 -1.9141e+00 -1.4841e+00 -1.0678e+00 -2.9418e-02 -1.8170e+00 -2.9681e-01 -8.0552e-01 +2.8634e-02 +3.3465e+00 +3.3115e+00 -2.1616e+00 -1.1958e+00 -6.3942e-01 +1.0717e+00 -1.6925e+00 +5.1624e-01 -2.3422e+00
3408 +9.868294229e+02 +9.868294229e+02 +8.916394229e+02 +8.916394229e+02 +3.5419e-01 -2.1900e+00 +1.5729e-01 -2.9656e+00 -1.9311e+00 -1.8277e+00 -1.6978e+00 -3.1573e+00 -1.2439e+00 -2.2136e-01 -1.4584e+00 +2.4039e+00 -3.0386e-01 -2.1594e+00 -1.1888e+00 -1.0572e+00 -2.7398e+00 -7.8200e-02 +2.2584e+00 -3.5179e+00
6295 +6.256536249e+02 +6.256536249e+02 +5.304636249e+02 +5.304636249e+02 +9.8971e-01 -1.1684e+00 -1.3275e-01 -2.9031e+00 -2.2839e+00 -2.0485e+00 -2.1588e+00 -3.0307e+00 -1.4316e+00 +4.7442e-02 -2.3657e+00 +2.0203e+00 -8.8195e-01 -2.1546e+00 -1.6706e+00 -1.3508e+00 -2.3418e+00 -4.6212e-01 +1.9249e+00 -3.6120e+00
8706 +3.924396247e+02 +3.924396247e+02 +2.972496247e+02 +2.972496247e+02 +1.2568e+00 -6.1267e-01 -7.3832e-01 -2.8439e+00 -2.5311e+00 -2.1960e+00 -2.7975e+00 -3.0534e+00 -1.3054e+00 -1.5059e-01 -2.3985e+00 +1.6188e+00 -1.5466e+00 -2.4722e+00 -1.6370e+00 -1.8261e+00 -1.9206e+00 -5.8182e-01 +1.9544e+00 -3.8009e+00
10095 +2.500313474e+02 +2.500313474e+02 +1.548413474e+02 +1.548413474e+02 +1.4649e+00 -5.2795e-01 -1.3502e+00 -3.0410e+00 -2.8816e+00 -2.1024e+00 -3.0170e+00 -2.5386e+00 -1.5018e+00 -3.4042e-01 -2.2773e+00 +1.6786e+00 -2.0843e+00 -2.3564e+00 -1.8611e+00 -1.9086e+00 -1.8245e+00 -8.5809e-01 +2.1414e+00 -3.8378e+00
11728 +1.584779849e+02 +1.584779849e+02 +6.328798487e+01 +6.328798487e+01 +1.4980e+00 -5.8032e-01 -1.6815e+00 -3.3320e+00 -3.3655e+00 -2.0235e+00 -3.2399e+00 -2.8399e+00 -1.4515e+00 -6.1226e-01 -2.4906e+00 +1.4067e+00 -2.0222e+00 -2.5459e+00 -2.0663e+00 -2.1948e+00 -1.9726e+00 -1.1839e+00 +2.3062e+00 -3.6897e+00
13373 +9.990932866e+01 +9.990932866e+01 +4.719328664e+00 +4.719328664e+00 +1.4516e+00 -6.4038e-01 -1.9655e+00 -3.0958e+00 -3.4159e+00 -2.0495e+00 -3.5246e+00 -2.5142e+00 -1.5406e+00 -7.7850e-01 -2.6435e+00 +1.5806e+00 -2.2719e+00 -2.8355e+00 -2.0641e+00 -2.5280e+00 -1.5686e+00 -1.0709e+00 +2.3511e+00 -3.8863e+00
14628 +5.687461797e+01 +5.687461797e+01 -3.831538203e+01 -3.831538203e+01 +1.3864e+00 -5.9345e-01 -1.8146e+00 -3.3279e+00 -3.4180e+00 -2.1364e+00 -3.6836e+00 -2.9341e+00 -1.4633e+00 -1.1021e+00 -2.5889e+00 +1.6528e+00 -2.3882e+00 -2.6977e+00 -2.0640e+00 -2.5162e+00 -1.3849e+00 -1.1861e+00 +2.2728e+00 -3.7715e+00
