% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
11 +3.665501955e+06 +3.665501955e+06 +3.665701865e+06 +3.665701865e+06 -3.5690e+00 -4.6186e+00 +4.0389e+00 +3.6999e+00 -2.3881e+00 +3.2477e+00 +1.7710e+00 +1.8499e+00 -1.8607e+00 +3.4087e+00 +1.2016e+00 +8.7182e-01 -1.9703e+00 +2.4204e+00 +3.1316e+00 +4.1982e+00 +3.8604e+00 +2.6211e+00 -4.5577e-01 -2.0947e+00
34 +1.961769021e+06 +1.961769021e+06 +1.961968931e+06 +1.961968931e+06 +1.6086e+00 -6.5495e-01 +2.2338e+00 -1.3297e+00 -2.2579e+00 -4.8591e+00 -2.3576e+00 +2.9589e+00 -2.1556e+00 -3.6650e+00 +2.6778e+00 -9.9084e-01 +2.3367e+00 +5.7079e-01 +3.9851e+00 +4.7539e-02 -2.2021e+00 -4.7702e+00 -6.5189e-01 +3.0611e+00
% function evaluation | noise-free fitness - Fopt (-4.296000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.337506380e+07 +3.337506380e+07 +3.337463420e+07 +3.337463420e+07 -1.0232e+00 -5.6200e-01 +1.6325e+00 +3.3529e+00 -3.4140e+00 -3.8660e+00 -4.3186e+00 -1.6649e+00 +1.6009e-01 -3.8866e-01 +3.1321e+00 -1.1345e+00 +3.5203e+00 +4.8007e+00 +4.9607e+00 -1.9256e+00 +9.0668e-01 -2.9231e+00 -3.4202e+00 -3.8157e+00
3 +1.186798304e+07 +1.186798304e+07 +1.186755344e+07 +1.186755344e+07 -1.6776e+00 +1.8691e+00 -3.9280e+00 +9.0703e-01 -1.4364e+00 +9.0722e-01 +2.5203e+00 +3.0192e-01 +3.7235e-01 +4.3505e+00 +1.7017e+00 +3.2561e+00 +6.6377e-01 -1.9211e+00 +3.9597e+00 -5.2383e-01 -3.1668e+00 -3.2791e-01 +4.4322e-01 -1.2915e+00
8 +6.621945186e+06 +6.621945186e+06 +6.621515586e+06 +6.621515586e+06 -4.8573e+00 -2.3048e-01 -1.1202e+00 +1.7412e+00 +1.6553e+00 -1.8860e+00 -1.2295e+00 -4.8171e+00 -3.5536e+00 -2.2975e+00 +4.6118e+00 +7.0525e-01 +2.4547e+00 +2.8657e-01 -6.7450e-01 +1.9784e+00 -2.6797e+00 +2.1674e+00 +1.7222e+00 +2.9146e+00
19 +5.381453867e+06 +5.381453867e+06 +5.381024267e+06 +5.381024267e+06 +4.7706e+00 -2.2714e+00 +2.3514e-01 +8.1809e-01 +7.5301e-01 +4.1363e+00 -2.9591e+00 +1.8820e+00 -3.5524e+00 -1.3452e+00 +1.9424e+00 +4.0309e-01 -3.7153e-01 -5.7269e-01 -4.3703e+00 -4.9200e+00 -3.3717e+00 +2.7376e+00 +3.6025e+00 -4.6783e+00
86 +2.695142479e+06 +2.695142479e+06 +2.694712879e+06 +2.694712879e+06 -1.8061e+00 -2.6721e+00 +2.9277e-01 -2.8305e+00 -7.5493e-01 +3.0657e+00 -2.1999e+00 +2.2849e+00 -1.2453e-01 +3.0336e+00 -6.3640e-01 -5.0058e-01 +1.5607e+00 -7.1626e-01 -1.3536e+00 -2.1308e+00 -6.0917e-01 -3.9746e-01 -3.5613e+00 -5.9456e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.185564998e+07 +2.185564998e+07 +2.185664998e+07 +2.185664998e+07 -4.0012e+00 -7.1704e-01 +4.3526e+00 -2.6959e+00 -4.2957e+00 -2.7638e+00 +4.1825e-01 +1.9947e+00 -5.6356e-02 +3.1517e-01 -4.1548e+00 +2.1684e+00 -3.5405e+00 +1.2039e+00 +3.8807e+00 +6.4046e-02 +2.9978e+00 -4.8193e+00 -1.5540e+00 +1.9915e+00
2 +1.271330770e+07 +1.271330770e+07 +1.271430770e+07 +1.271430770e+07 -1.0369e+00 -4.6590e+00 +2.9477e+00 -4.1681e+00 +2.8331e-01 -1.0787e+00 +2.5799e+00 +3.1995e+00 +7.9324e-01 +6.4697e-01 +8.4959e-01 -4.2113e+00 -1.7289e+00 +2.1548e+00 +3.1763e+00 -4.8232e+00 -1.4647e+00 -3.1542e-01 -7.1838e-01 +3.5853e+00
8 +9.698888288e+06 +9.698888288e+06 +9.699888288e+06 +9.699888288e+06 +5.9345e-01 +2.1866e-01 +2.1576e+00 +3.9706e+00 -3.3899e+00 -4.5954e+00 +8.5824e-01 -2.3737e+00 +3.0542e+00 +2.4294e+00 -3.6977e+00 +3.3185e+00 -3.9805e+00 -1.0678e+00 +9.2803e-01 +2.3618e+00 -4.0100e-01 -2.9432e+00 -2.8564e+00 +3.3854e+00
48 +3.891299197e+06 +3.891299197e+06 +3.892299197e+06 +3.892299197e+06 -2.3072e+00 +1.2740e-01 +1.4773e-01 +2.2897e+00 +2.0160e+00 -1.4221e+00 -8.7664e-01 -4.6622e+00 +3.4837e+00 +1.6338e+00 -4.8201e+00 -1.6489e+00 +4.9946e-01 +6.1993e-01 -8.3656e-01 -2.1905e+00 -4.0895e+00 +1.6010e+00 +2.7807e+00 +1.9267e+00
64 +1.073680215e+06 +1.073680215e+06 +1.074680215e+06 +1.074680215e+06 -2.1518e+00 -7.8067e-01 +2.9788e+00 -7.2079e-01 +3.2406e+00 +2.9153e+00 +3.8309e+00 -8.4579e-01 +1.6183e+00 +1.0628e+00 -4.7968e+00 -9.2393e-01 +1.6239e+00 +1.1860e+00 -2.6521e+00 +9.1603e-02 -4.3471e+00 -2.0191e+00 -9.7634e-01 +3.9603e+00
% function evaluation | noise-free fitness - Fopt (1.951500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.307533207e+07 +2.307533207e+07 +2.307552722e+07 +2.307552722e+07 +3.1952e+00 -3.2056e+00 -4.2683e+00 -2.5079e+00 +2.8425e+00 -2.4797e+00 +3.6365e+00 -1.9032e+00 +3.5158e-01 -4.3662e-01 +2.7237e+00 -1.4706e+00 -1.1109e+00 +3.9531e+00 +4.6266e+00 +1.4566e+00 -2.8933e+00 +4.8555e+00 +2.8472e+00 +8.8243e-01
2 +8.630877127e+06 +8.630877127e+06 +8.631072277e+06 +8.631072277e+06 -8.0788e-01 +4.3478e+00 -6.9730e-01 -4.6640e+00 +4.0523e+00 +5.0420e-01 -3.8480e+00 -7.1920e-01 -4.2651e+00 -9.3394e-01 +7.9679e-01 +1.6873e+00 +4.1661e+00 -1.3086e+00 +1.8848e+00 -1.9678e+00 -2.9805e-01 +1.4008e+00 +2.3859e+00 +1.8859e+00
3 +2.022832753e+06 +2.022832753e+06 +2.023027903e+06 +2.023027903e+06 +2.8242e+00 +1.4090e+00 +2.8382e+00 +4.6364e+00 +3.4994e+00 -4.4132e+00 +3.2626e+00 -2.9532e+00 +1.1722e+00 -1.5613e+00 -2.4859e+00 +3.3218e+00 -4.9165e-02 +9.1418e-01 -3.4698e+00 +1.9824e+00 -2.5567e+00 +2.5359e+00 -1.9643e+00 +2.3345e-01
129 +9.503680757e+05 +9.503680757e+05 +9.505632257e+05 +9.505632257e+05 +1.0181e+00 +1.7127e+00 +7.4615e-01 -1.5305e+00 -3.9830e-01 +6.8337e-01 -2.8074e+00 +3.0639e+00 -4.9873e+00 -1.4490e-01 -7.0468e-01 -6.4829e-01 +3.4551e+00 -2.7024e+00 -2.3274e+00 -1.7230e+00 +3.3904e+00 -1.8674e+00 -3.3150e+00 -4.6991e+00
% function evaluation | noise-free fitness - Fopt (-4.335000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.236679859e+07 +6.236679859e+07 +6.236675524e+07 +6.236675524e+07 -3.7773e+00 -2.4662e+00 +3.3876e+00 -1.6311e+00 +3.2438e+00 -1.2483e+00 +7.3763e-01 -9.5536e-01 +4.7111e+00 +5.0888e-01 -7.9327e-01 -3.0127e+00 +1.4571e+00 -3.0284e+00 -1.7248e+00 +2.6828e+00 -2.7583e+00 +1.0493e+00 -5.8124e-01 +4.6326e+00
2 +3.724593787e+07 +3.724593787e+07 +3.724589452e+07 +3.724589452e+07 +4.8118e+00 +3.5544e+00 +1.2834e+00 +1.9844e+00 +4.7561e+00 -2.2449e+00 +8.6304e-01 +2.1484e+00 -2.3826e+00 -2.3631e+00 +2.2051e+00 -2.1626e+00 -4.8322e+00 -3.5636e+00 +1.7357e+00 +2.0551e+00 -3.0498e+00 -4.1298e+00 -3.6790e+00 -8.8601e-01
5 +1.299209253e+07 +1.299209253e+07 +1.299204918e+07 +1.299204918e+07 +1.7000e-01 -3.8811e+00 +3.7715e+00 +3.8019e+00 -4.6813e+00 +3.8685e+00 +4.1737e+00 -6.0961e-01 +4.0579e+00 +1.8639e+00 +2.1799e+00 -4.7184e+00 +1.5176e+00 +7.2545e-02 -6.5826e-01 +1.7510e+00 -2.6884e+00 -3.5474e+00 +4.9390e+00 -4.3526e+00
18 +6.248113141e+06 +6.248113141e+06 +6.248069791e+06 +6.248069791e+06 +3.1183e+00 +3.1496e+00 +4.4551e+00 -4.3207e+00 -1.5806e+00 -3.1950e+00 -2.4515e+00 +1.2934e-01 -1.5819e+00 +4.7033e+00 +1.9160e+00 -4.4675e+00 +4.1454e+00 +3.7578e+00 -1.9798e+00 +4.4563e+00 +1.1259e-01 +3.3239e-01 -1.3839e+00 -4.8807e+00
115 +3.225815455e+06 +3.225815455e+06 +3.225772105e+06 +3.225772105e+06 -3.1425e+00 +1.8612e+00 -1.1582e+00 +3.9316e+00 -3.9185e+00 -1.8486e+00 -3.1886e+00 +2.4773e+00 +1.3987e+00 -1.5884e+00 -3.1897e+00 +9.4096e-02 +4.3902e+00 +4.4108e+00 -1.5406e+00 +4.7401e+00 -1.7845e+00 +9.9690e-01 -2.1815e+00 -3.3487e+00
161 +8.917259306e+05 +8.917259306e+05 +8.916825806e+05 +8.916825806e+05 +3.5117e+00 +9.1759e-01 -1.5090e+00 -3.4084e+00 -4.3928e+00 -2.7267e+00 -1.1252e+00 -2.0616e-01 +2.7973e+00 +8.6275e-01 +3.2399e+00 -1.8003e+00 +3.8237e+00 +3.0322e+00 -2.5150e+00 -1.0243e-01 +7.6842e-01 +2.2860e+00 -1.4103e+00 -4.7453e+00
% function evaluation | noise-free fitness - Fopt (2.790900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.627206731e+07 +1.627206731e+07 +1.627234640e+07 +1.627234640e+07 -1.7803e-01 +3.4857e+00 -1.7519e+00 +1.6837e+00 -3.6334e+00 +2.2929e+00 -5.3966e-01 +1.2908e+00 +3.6961e+00 +6.2691e-01 +1.7470e+00 +1.0737e+00 +1.4593e+00 -2.4566e+00 +2.5739e+00 +2.4297e+00 +7.2186e-01 -1.6700e+00 -2.1702e+00 +4.7617e+00
8 +7.931727630e+06 +7.931727630e+06 +7.932006720e+06 +7.932006720e+06 -7.4649e-01 +1.8440e+00 -3.2422e+00 -2.0207e+00 +2.7781e+00 -6.5109e-01 -4.6348e+00 -7.4741e-04 +2.5812e+00 -1.4451e+00 +1.2814e+00 +2.3771e+00 +4.0487e+00 +1.5830e+00 -3.6268e+00 +2.2767e-01 -1.8173e+00 -3.3605e+00 -1.8822e+00 +4.8629e+00
15 +5.672816119e+06 +5.672816119e+06 +5.673095209e+06 +5.673095209e+06 -4.5175e+00 +3.8348e-01 +2.1933e+00 +4.6065e+00 -2.7226e+00 +3.1720e-01 -2.2951e+00 +3.2841e+00 -1.7534e-01 -2.4612e+00 +4.5368e-01 -4.3068e+00 +3.2582e-01 -6.2215e-01 -1.4686e+00 +3.1449e+00 +2.7651e-01 +6.9883e-01 -8.5127e-01 +4.3630e+00
106 +2.114248608e+06 +2.114248608e+06 +2.114527698e+06 +2.114527698e+06 -3.7724e+00 +1.4952e+00 -3.1352e+00 +2.8876e-01 -2.8236e+00 -2.6761e+00 -3.1151e+00 +4.2617e+00 +4.1007e+00 -4.2425e+00 -2.6714e+00 -2.5280e+00 -3.7096e-01 +2.8613e+00 +1.6193e+00 +1.3399e+00 +1.2287e+00 +3.9764e+00 -4.5779e+00 +8.1351e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.174620374e+07 +2.174620374e+07 +2.174720374e+07 +2.174720374e+07 +4.6378e-01 -1.0665e+00 +4.6681e-01 -4.4686e+00 -2.4879e+00 -3.1677e+00 +7.1227e-01 -4.0635e+00 +1.7188e+00 -2.4990e+00 -3.5283e+00 +4.5440e+00 +3.7684e+00 +3.7170e+00 -2.1055e+00 +3.6125e+00 -2.6885e+00 +4.8555e+00 +4.7232e+00 -4.3233e+00
6 +4.313008572e+06 +4.313008572e+06 +4.314008572e+06 +4.314008572e+06 -1.2498e+00 +2.9688e+00 +1.3767e+00 -9.4067e-01 -4.4909e+00 -2.0139e+00 +1.0420e+00 -1.6187e+00 +3.7410e-01 +1.3182e+00 +1.2466e+00 -2.2281e+00 +3.2462e+00 +2.2079e+00 -1.8931e+00 -2.7427e+00 -1.0655e+00 -2.5827e+00 -9.6801e-01 +1.6781e-01
60 +3.214889567e+06 +3.214889567e+06 +3.215889567e+06 +3.215889567e+06 -2.5501e+00 -1.2194e+00 +1.5088e+00 +3.4816e+00 -2.8920e+00 +2.0197e+00 +3.9649e+00 -2.1492e+00 -1.2693e+00 +1.7822e+00 -1.7681e+00 -4.7405e+00 -2.2217e+00 +1.9554e+00 +1.9839e+00 -3.4206e+00 +2.3875e+00 -2.0240e+00 -2.0991e+00 -1.7592e+00
110 +1.621519856e+06 +1.621519856e+06 +1.622519856e+06 +1.622519856e+06 +3.7623e+00 -4.7343e-01 -2.9224e+00 +1.5011e+00 +4.2276e+00 +1.9073e+00 -1.6143e+00 +1.4799e+00 +1.4192e-01 +3.2444e+00 -2.4581e+00 +2.1492e+00 -3.6025e+00 +2.9156e+00 -4.7116e+00 -3.4681e+00 +4.4371e+00 +9.2205e-01 -1.7634e+00 +7.1659e-02
% function evaluation | noise-free fitness - Fopt (-1.148100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.176951166e+07 +1.176951166e+07 +1.176939685e+07 +1.176939685e+07 -4.7017e+00 -1.3358e+00 +1.5218e+00 +4.3527e+00 +1.7303e+00 +2.1943e+00 +3.0786e+00 +4.4737e+00 +3.9007e+00 -1.5965e+00 +3.8853e+00 +3.4296e+00 -2.6841e+00 +1.7920e-01 +3.3320e+00 +1.7266e+00 +3.4647e+00 -4.3799e+00 -3.6776e+00 -4.8370e+00
8 +4.275315481e+06 +4.275315481e+06 +4.275200671e+06 +4.275200671e+06 +1.8840e+00 +4.7783e+00 +4.3608e-01 -1.6678e+00 -1.7768e+00 +1.5633e+00 +5.2878e-02 +3.2487e+00 +4.3494e+00 -3.9158e+00 -1.0071e+00 -2.1216e+00 -1.6308e+00 -3.7460e+00 +3.8822e+00 -4.8778e+00 -1.7749e+00 -2.6388e+00 -1.9848e+00 -1.8992e+00
11 +3.699210404e+06 +3.699210404e+06 +3.699095594e+06 +3.699095594e+06 -3.1958e+00 -8.7157e-01 +4.2282e+00 +2.2377e-01 +1.9536e+00 +2.0868e+00 -8.3783e-01 -2.6776e+00 +4.3173e+00 -4.0750e+00 -4.2094e+00 -3.3230e+00 -3.9284e+00 +2.8537e+00 +1.8308e+00 -3.6891e+00 -4.2365e+00 +3.7614e+00 -4.6366e+00 -1.9175e+00
119 +2.325223465e+06 +2.325223465e+06 +2.325108655e+06 +2.325108655e+06 +3.1946e-01 +3.8387e+00 +2.3839e+00 +1.4976e-01 -1.3141e+00 +7.9024e-01 +3.9403e+00 -2.4616e+00 -4.3600e-01 +4.3622e+00 +1.7686e+00 +7.1552e-01 -1.3023e+00 -4.4263e-01 -2.7877e+00 +3.2725e+00 -3.9410e+00 -4.5052e+00 -7.3338e-01 +4.9456e+00
% function evaluation | noise-free fitness - Fopt (-3.505800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.091579475e+07 +2.091579475e+07 +2.091544417e+07 +2.091544417e+07 -2.5951e+00 -2.9993e+00 +1.8411e+00 +4.6252e+00 +3.1289e+00 -2.0364e-01 +4.5340e+00 +3.4577e+00 -4.8463e-01 -4.6599e+00 -3.9174e+00 +3.0558e+00 -1.2934e+00 +2.5037e+00 +4.8438e+00 -3.4275e+00 +8.2628e-01 +8.1715e-02 +1.8773e-01 -2.7902e+00
2 +1.420891697e+07 +1.420891697e+07 +1.420856639e+07 +1.420856639e+07 -8.6909e-01 -3.2056e+00 +2.2991e+00 -4.3905e+00 -1.6752e-01 +2.7676e+00 -4.6046e+00 +3.6736e+00 -1.1422e+00 -9.8723e-01 +3.3748e+00 -4.1596e+00 +2.5147e+00 +2.8781e+00 -4.4820e-01 -4.5635e+00 -3.4202e+00 -1.7472e+00 +8.8382e-01 +2.0619e+00
3 +7.623016341e+06 +7.623016341e+06 +7.622665761e+06 +7.622665761e+06 -3.7955e+00 -2.8347e-01 -1.7980e+00 +4.7711e+00 -4.7353e+00 +1.5462e+00 -4.4381e+00 +3.4956e+00 -4.6432e+00 -1.0260e+00 +2.1564e+00 +1.0052e+00 +3.9846e+00 +4.5903e+00 -2.9665e+00 -2.2018e+00 +4.2839e+00 +2.0616e+00 +1.2160e+00 +1.7305e+00
7 +4.304405802e+06 +4.304405802e+06 +4.304055222e+06 +4.304055222e+06 -3.4254e+00 -3.4666e+00 -3.1405e+00 -4.6967e+00 +1.6485e+00 +1.0124e+00 -3.1292e+00 +1.0796e+00 +1.4459e+00 -4.5949e+00 -1.1266e+00 -1.0014e+00 +9.7697e-01 +4.3097e+00 +4.0636e+00 +1.4046e+00 -4.0028e+00 -1.3749e+00 +4.6791e+00 +4.6219e+00
