% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
7309 +1.554760233e+02 +1.554760233e+02 +2.255060233e+02 +2.255060233e+02 -2.0312e+00 -3.0548e+00 -2.2131e+00 -1.6322e+00 -2.0480e+00 -2.9987e+00 -5.8298e-01 +1.2206e+00 -2.1187e+00 -2.4401e+00 -4.6213e-01 -1.2060e+00 +5.2859e-01 -1.6296e+00 -8.2462e-01 -3.1038e+00 +2.6514e+00 +1.0694e+00 -2.7427e+00 +1.8058e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.778840570e+03 +1.778840570e+03 +1.730620570e+03 +1.730620570e+03 +2.4809e+00 -2.1080e-01 -2.5122e-01 -2.8191e+00 -1.8101e+00 -2.5907e+00 -3.4802e+00 -1.5620e-01 +3.8105e+00 -1.5038e+00 -1.0655e+00 +2.3552e+00 +2.0502e+00 -3.9895e+00 +3.9197e+00 +3.7902e+00 -3.2958e+00 -3.2338e+00 +8.5617e-01 +1.9645e+00
3 +1.067625018e+03 +1.067625018e+03 +1.019405018e+03 +1.019405018e+03 -2.6495e+00 +7.0716e-01 -2.3888e+00 +3.8623e+00 -1.0144e-01 -1.9460e+00 -2.9285e+00 -6.3392e-01 -2.7893e+00 -1.4559e+00 +2.7103e+00 +2.5204e-01 +6.4482e-01 -5.4192e-01 +1.5387e+00 +1.7100e+00 -3.0925e+00 -7.4487e-01 -1.7959e+00 -3.9675e+00
10 +9.824823893e+02 +9.824823893e+02 +9.342623893e+02 +9.342623893e+02 +2.3332e+00 +8.5609e-01 -2.7056e+00 +3.8935e+00 -4.0830e-01 -3.3955e+00 -2.6392e+00 -2.0254e+00 +1.4382e-01 +8.6317e-01 +4.8091e-01 +3.4733e-03 +3.8472e+00 +3.7946e+00 +3.1023e+00 -3.1775e+00 +1.1101e+00 +8.1856e-01 +3.6763e+00 +1.8722e+00
39 +6.113580014e+02 +6.113580014e+02 +5.631380014e+02 +5.631380014e+02 +9.1732e-01 -3.7388e+00 -4.0761e-01 -3.1486e+00 -2.1911e+00 -8.3816e-01 -3.8402e+00 +2.6625e+00 -2.9353e+00 +2.0757e+00 -1.2899e+00 +1.2249e+00 +7.6220e-01 -1.9700e+00 -2.4536e+00 -3.5340e+00 -2.5263e+00 -2.2504e+00 +5.9307e-01 -2.5587e+00
215 +3.840688336e+02 +3.840688336e+02 +3.358488336e+02 +3.358488336e+02 +1.7222e-01 -3.1566e+00 -2.1002e+00 +1.3287e+00 -3.5655e+00 +2.8031e+00 -2.5082e+00 -1.4784e-01 +1.6356e+00 +2.3475e+00 +1.0894e+00 -2.2553e+00 -2.8238e+00 +1.1969e+00 -6.1239e-01 -9.8405e-01 -1.9425e+00 -1.1400e+00 +1.3985e+00 +1.6266e+00
750 +2.503803552e+02 +2.503803552e+02 +2.021603552e+02 +2.021603552e+02 +2.0013e-01 -3.0033e+00 -2.0889e+00 +1.1410e+00 -3.4732e+00 +2.7154e+00 -2.6048e+00 -9.7702e-02 +1.4954e+00 +2.3191e+00 +1.1024e+00 -2.1503e+00 -2.9732e+00 +9.3284e-01 -6.4807e-01 -8.8538e-01 -1.6229e+00 -1.1237e+00 +2.0985e+00 +1.7180e+00
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.155663922e+03 +4.155663922e+03 +4.181133922e+03 +4.181133922e+03 +3.8260e+00 -1.1173e+00 -7.4767e-01 -2.5923e+00 +2.3421e+00 -1.4567e+00 -2.7718e+00 -1.8980e+00 -1.9410e+00 -3.7201e+00 -4.7597e-01 +2.3530e+00 +2.1873e+00 -2.3548e+00 +2.5059e+00 +3.5248e+00 -2.7110e-01 -3.1808e+00 +2.5833e+00 -5.2527e-01
2 +1.755060033e+03 +1.755060033e+03 +1.780530033e+03 +1.780530033e+03 +1.1668e+00 +2.9500e-01 +2.3634e+00 +4.8626e-01 +3.2275e+00 -1.8852e+00 +9.6011e-01 +1.7851e+00 +2.0839e+00 +2.8906e+00 -2.6829e+00 -1.2630e+00 +3.7727e+00 -4.9264e-01 -3.3454e+00 -2.8261e+00 +2.1235e-01 +2.3377e+00 -8.6717e-01 -4.5834e-01
10 +1.405348300e+03 +1.405348300e+03 +1.430818300e+03 +1.430818300e+03 -3.0246e+00 +2.8939e+00 +3.6614e+00 -3.0393e+00 -1.4179e+00 -3.4343e+00 -1.2504e+00 +2.6149e+00 -4.6749e-01 -2.8297e+00 -1.2708e-01 -1.5373e+00 -2.4584e+00 +1.0968e+00 +1.0767e+00 +2.5081e-01 +1.1940e+00 -2.5655e+00 +3.7495e+00 -7.0735e-01
11 +8.963167484e+02 +8.963167484e+02 +9.217867484e+02 +9.217867484e+02 -1.8143e+00 +2.6217e+00 -3.4788e+00 -2.9049e+00 +2.7319e+00 -1.4559e+00 -3.5295e+00 +2.2709e+00 -2.3937e+00 +1.7080e+00 +1.1402e+00 -2.2597e+00 +1.1804e+00 -6.8623e-01 +5.6763e-01 -3.0191e+00 -4.7424e-01 +1.5646e+00 +9.2414e-02 -1.2401e+00
1241 +6.305018244e+02 +6.305018244e+02 +6.559718244e+02 +6.559718244e+02 -3.4682e+00 -7.0579e-01 +2.7443e+00 -9.1270e-01 -3.3266e+00 +7.3434e-01 +9.7476e-02 +1.0899e+00 +2.0292e+00 +3.0901e+00 +1.8099e+00 -3.3850e+00 -1.9682e+00 +2.3217e-01 +2.8753e+00 -2.9372e+00 -3.0471e+00 +3.0049e+00 -1.5095e+00 +1.6587e+00
16169 +3.959830761e+02 +3.959830761e+02 +4.214530761e+02 +4.214530761e+02 -4.2810e+00 +4.6415e-01 +2.3093e+00 -2.7004e+00 -1.9833e+00 -1.7167e-01 +3.7073e-01 +3.4184e+00 +2.2100e+00 +5.1987e-01 -1.1394e+00 -2.0080e+00 +3.1504e+00 +4.1254e-01 +3.7213e-01 -1.8935e+00 +1.6491e+00 +3.7646e+00 -3.2119e+00 -1.8524e+00
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.541827198e+03 +2.541827198e+03 +2.441017198e+03 +2.441017198e+03 +2.3929e+00 -1.4464e+00 +2.0777e+00 +3.0527e-01 +3.1295e+00 -1.9145e+00 +1.9204e-01 +7.5974e-01 +1.2530e+00 +2.8026e+00 +3.7180e+00 +1.1751e-01 -3.8015e+00 +3.3738e+00 -2.9736e+00 -1.1599e+00 -1.2999e+00 -2.8269e+00 -6.1710e-01 -8.6438e-01
2 +8.133903379e+02 +8.133903379e+02 +7.125803379e+02 +7.125803379e+02 -2.8353e+00 -1.9039e-01 +1.3550e+00 -1.6831e+00 -7.2092e-01 +1.1730e+00 +8.6722e-02 +2.7919e+00 -5.6536e-01 +1.2281e+00 -2.7695e+00 -7.0163e-01 +3.4998e+00 +4.1420e-01 +1.8061e+00 +1.6852e+00 -1.2143e+00 +2.8368e+00 -2.6698e+00 -2.8336e+00
23 +6.133061169e+02 +6.133061169e+02 +5.124961169e+02 +5.124961169e+02 -1.4168e+00 +1.0909e+00 +2.7888e-01 -3.1008e+00 +1.8159e+00 +1.5596e+00 +2.9521e+00 -1.6796e+00 -2.0358e+00 -3.9742e+00 +1.9135e+00 -2.9914e+00 -1.3376e+00 +2.4634e+00 -1.5549e-01 +1.5144e+00 +2.2690e+00 -2.1479e+00 -2.7769e+00 -1.6930e+00
162 +3.954023993e+02 +3.954023993e+02 +2.945923993e+02 +2.945923993e+02 +1.0508e+00 +1.0590e+00 +1.2072e+00 -2.5054e+00 +2.5353e+00 +1.3632e+00 +2.5479e+00 -1.4949e+00 -2.1431e+00 -2.1777e+00 +3.0872e+00 -3.1630e+00 -2.3499e-01 -3.8909e-01 -3.7931e+00 +2.0097e+00 +2.2750e+00 +1.2472e+00 -2.8045e+00 -6.3200e-01
1849 +2.379066891e+02 +2.379066891e+02 +1.370966891e+02 +1.370966891e+02 +1.5694e+00 +3.4045e-01 +1.2895e+00 +2.0994e+00 +8.9669e-01 +2.8862e-01 -3.8908e-01 +1.7597e+00 -3.5927e+00 -1.2268e+00 -2.8513e-01 -2.6710e+00 +5.6637e-01 -1.1762e+00 +1.0098e-01 -5.3649e-01 +1.7919e+00 -8.8186e-01 -1.5261e+00 +1.7893e+00
19977 +1.548471912e+02 +1.548471912e+02 +5.403719124e+01 +5.403719124e+01 +1.5679e+00 +3.6912e-01 +1.4344e+00 +2.0204e+00 +1.1703e+00 +1.2319e+00 -3.5076e-01 +1.2531e+00 -3.7466e+00 -7.0429e-01 +1.7152e-01 -2.9071e+00 +1.4527e-01 -1.9452e+00 +1.4695e-01 +3.9281e-01 +1.2951e+00 -1.0450e+00 -8.8445e-01 +1.3956e+00
% function evaluation | noise-free fitness - Fopt (4.017300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.423826313e+03 +2.423826313e+03 +2.825556313e+03 +2.825556313e+03 -2.7447e+00 -2.8643e+00 -1.7719e+00 -2.0102e+00 -3.0964e-01 +3.8097e+00 -2.6117e-01 -4.5481e-01 +2.9291e+00 -2.8003e+00 +1.8326e+00 -2.0360e+00 -2.4862e+00 +1.7293e+00 -2.5525e+00 +1.5006e-01 -1.7114e+00 +2.6501e+00 -2.2865e+00 +2.5622e+00
2 +5.936837869e+02 +5.936837869e+02 +9.954137869e+02 +9.954137869e+02 -1.7669e+00 +2.4164e+00 +2.0051e+00 +9.4773e-01 +3.9558e-01 +1.2480e+00 -5.6589e-01 -2.0212e+00 +1.8736e+00 -2.1292e+00 -1.4830e+00 +2.2414e+00 +7.8691e-01 -1.9603e+00 -1.9067e+00 +1.7091e+00 -1.5540e+00 -1.7351e+00 +1.2909e+00 +6.1955e-02
40 +3.665821657e+02 +3.665821657e+02 +7.683121657e+02 +7.683121657e+02 -1.5820e+00 +1.3936e+00 +6.2267e-01 +1.6847e+00 +3.4835e-01 +1.6698e+00 -1.7429e+00 -1.8048e+00 +1.0679e+00 +9.6334e-02 -1.0203e+00 +9.4730e-01 +2.9219e+00 +8.7985e-01 -2.4622e+00 -1.6964e+00 +9.5752e-01 +8.9714e-01 +2.6392e+00 +2.7041e-02
3181 +2.482577327e+02 +2.482577327e+02 +6.499877327e+02 +6.499877327e+02 -1.7023e+00 +2.0421e+00 +5.1618e-01 +1.0875e+00 +1.2179e+00 +1.4264e+00 -6.2285e-01 -1.3341e+00 +1.6679e+00 -5.9635e-01 -9.3268e-01 +7.7171e-01 +2.7214e+00 +4.0793e-01 -2.6830e+00 -6.7362e-01 +8.2354e-01 +5.8372e-01 +2.4885e+00 -1.0743e+00
% function evaluation | noise-free fitness - Fopt (-9.575000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.139910633e+03 +2.139910633e+03 +2.044160633e+03 +2.044160633e+03 +3.1927e+00 -1.2560e+00 -2.2127e+00 -6.2878e-01 +1.0525e+00 +1.2823e+00 +1.4181e+00 -2.8851e+00 +6.5849e-01 +2.4633e+00 -3.7181e+00 -2.8925e+00 +3.3550e+00 +1.5059e+00 +2.8403e+00 +2.5317e+00 +4.8766e-01 +1.9131e+00 -3.4291e+00 -3.7232e+00
4 +1.040844207e+03 +1.040844207e+03 +9.450942072e+02 +9.450942072e+02 +7.2608e-01 +2.9708e+00 -2.3347e+00 +4.2197e-01 +3.5823e+00 -6.4991e-01 +3.1377e-01 +2.2682e+00 -4.3019e-02 +2.1291e+00 -8.4080e-01 -3.0171e+00 +2.5487e+00 +1.2745e-01 +2.9873e+00 +3.6596e+00 -3.2777e+00 +3.7151e-01 -1.7207e+00 -1.1638e-01
13 +6.235590956e+02 +6.235590956e+02 +5.278090956e+02 +5.278090956e+02 +5.3092e-01 +5.0362e-01 +2.4604e+00 +2.0379e+00 -7.8424e-01 +9.2099e-01 -4.1963e-01 +3.0970e-01 -3.5217e+00 +2.3983e+00 +2.3262e+00 -1.8123e+00 +1.0284e+00 -1.9610e+00 -3.1778e+00 -3.4843e+00 +3.6274e+00 +5.8082e-01 +1.8981e+00 -3.9513e+00
547 +3.615172804e+02 +3.615172804e+02 +2.657672804e+02 +2.657672804e+02 +1.3296e+00 -1.9896e-01 +2.4144e+00 +1.4767e+00 -3.2115e-01 -1.8497e-01 -1.7022e+00 +1.7035e-01 +2.0547e+00 +1.7223e+00 +2.0899e+00 -1.8469e+00 +7.8808e-01 -3.2434e+00 +3.0728e-01 -2.0062e+00 +3.2240e+00 +6.6346e-01 +1.6729e+00 -3.4837e+00
% function evaluation | noise-free fitness - Fopt (-9.136000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.154374705e+03 +1.154374705e+03 +1.063014705e+03 +1.063014705e+03 +1.8333e+00 +3.6475e-02 +3.9561e+00 +3.4115e+00 +3.0438e+00 -3.9780e+00 +1.0786e+00 +1.8521e+00 -2.8458e+00 +1.7203e+00 -2.8225e+00 -9.5758e-01 -2.6508e+00 -2.1857e+00 +2.4244e+00 +3.4233e+00 +3.3548e+00 -5.9089e-01 +3.2396e+00 +1.1885e+00
2 +7.944014330e+02 +7.944014330e+02 +7.030414330e+02 +7.030414330e+02 +2.4033e+00 -9.7402e-01 +3.0746e+00 -1.6901e+00 -6.2906e-01 +2.5911e+00 -8.3515e-01 +2.4456e+00 +3.9036e+00 -2.3329e+00 +8.6596e-01 +1.2710e+00 -3.1084e+00 -1.2693e-01 +2.6657e-01 -2.6138e+00 -1.2265e+00 +1.7419e+00 +8.2799e-01 +2.3136e+00
15 +5.995743385e+02 +5.995743385e+02 +5.082143385e+02 +5.082143385e+02 +6.7148e-01 +3.9148e+00 -7.3087e-01 -8.6643e-02 +3.6957e-01 -2.0724e+00 +2.0283e+00 +1.3337e+00 +2.4086e-01 -2.3686e+00 -2.3261e+00 -3.0850e+00 -2.8908e+00 -1.0945e-01 +2.9957e+00 +4.9900e-01 -5.3608e-01 +3.2279e+00 +1.0325e-01 +1.6243e+00
116 +3.854855457e+02 +3.854855457e+02 +2.941255457e+02 +2.941255457e+02 -2.5633e+00 +2.3868e+00 -1.6387e+00 +3.6427e-01 -1.5095e+00 +3.7709e+00 -1.2726e+00 +3.1713e+00 -2.0810e+00 -3.3177e+00 -1.7110e+00 -2.3042e+00 -1.5316e+00 -6.3777e-01 +3.3231e+00 +1.8915e+00 -4.2173e-01 -4.4654e-01 -1.6550e+00 -1.3164e+00
383 +2.487490788e+02 +2.487490788e+02 +1.573890788e+02 +1.573890788e+02 -2.0412e+00 +2.6327e+00 -1.7984e+00 +9.4649e-01 -4.2476e-01 +3.6510e+00 -1.6332e+00 +5.5517e-01 -9.7503e-01 -2.5285e+00 -2.1636e+00 -1.5028e+00 -1.4793e+00 -5.6022e-01 +1.3421e+00 +7.2824e-01 +9.0097e-01 +2.2998e-01 -1.7313e+00 +1.1944e+00
8063 +1.571900050e+02 +1.571900050e+02 +6.583000503e+01 +6.583000503e+01 -2.1189e+00 +2.6223e+00 -1.1470e+00 +7.9183e-01 -2.6542e-01 +3.3060e+00 -1.9689e+00 +8.1796e-01 -8.3910e-01 -2.7453e+00 -2.1560e+00 -1.1776e+00 -1.5246e+00 -3.8826e-01 +1.3033e+00 +6.6727e-01 +1.1305e+00 +1.6452e-01 -1.5015e+00 +1.4068e+00
% function evaluation | noise-free fitness - Fopt (2.315300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.103076449e+02 +7.103076449e+02 +9.418376449e+02 +9.418376449e+02 +1.7341e+00 +1.9191e-01 -3.6370e-01 +2.4120e+00 -1.7916e-01 +2.2583e+00 +3.5683e-01 -4.4342e-01 +3.2911e+00 +2.7583e+00 +3.2794e+00 -3.6343e+00 +5.7256e-01 -9.3654e-01 +3.6490e+00 +2.4650e+00 +2.9375e+00 -1.0088e+00 -5.2699e-01 -8.8211e-01
25 +5.578267902e+02 +5.578267902e+02 +7.893567902e+02 +7.893567902e+02 -2.9951e+00 -2.0631e-01 -2.1876e+00 -1.3558e+00 +1.0813e+00 -2.2828e+00 +1.2529e+00 +9.9906e-01 +3.4650e+00 +1.9712e+00 +2.7782e+00 -1.7722e+00 +6.6645e-01 -1.9362e-01 +3.2006e+00 +8.6388e-01 +2.5117e+00 -1.3293e+00 +2.3360e+00 +6.1753e-01
592 +3.667177075e+02 +3.667177075e+02 +5.982477075e+02 +5.982477075e+02 -1.0126e+00 +1.7695e+00 -9.5371e-01 +1.0842e+00 +1.8700e+00 +1.2073e+00 -4.6395e-01 +1.4138e+00 +1.1268e-01 +8.9406e-01 +9.7799e-01 +1.6721e+00 +1.2379e+00 -1.8865e-02 +2.3045e+00 +2.1058e+00 +1.0499e+00 -1.1614e-01 -1.1471e+00 +1.3412e+00
% function evaluation | noise-free fitness - Fopt (-1.397700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.258101511e+03 +3.258101511e+03 +3.118331511e+03 +3.118331511e+03 -1.9116e+00 -2.0506e+00 +2.3760e+00 -1.9565e+00 -2.3720e+00 +1.1996e+00 -4.7548e-01 +3.4841e-01 -2.6376e+00 -2.6865e+00 +3.9813e+00 +3.2979e+00 +2.0540e+00 -1.6083e-01 -1.7693e+00 +3.7384e+00 +2.0863e+00 +2.0827e+00 +3.8948e+00 +3.5787e+00
2 +1.936792803e+03 +1.936792803e+03 +1.797022803e+03 +1.797022803e+03 -1.3521e+00 -1.6318e+00 -3.1967e+00 +3.9147e+00 +3.5577e+00 -3.0285e+00 +2.6444e+00 -1.7163e+00 +3.0292e+00 +2.0314e+00 +2.3889e+00 -3.1625e+00 +9.4496e-01 +3.0682e+00 -2.3062e+00 -2.8537e+00 +1.8223e+00 -2.0192e+00 +1.3333e-01 +2.8447e+00
10 +4.117944532e+02 +4.117944532e+02 +2.720244532e+02 +2.720244532e+02 -1.1240e+00 +3.1802e+00 -2.9800e+00 +2.4988e+00 -5.5993e-01 -3.7812e+00 -1.4357e+00 -1.4680e+00 -2.6850e+00 +1.5079e+00 +2.2065e+00 -4.1107e-01 -2.1341e+00 +1.5551e+00 +2.6845e-01 -9.3618e-01 +5.3431e-01 +6.1662e-01 +7.2722e-01 +2.1463e+00
156 +3.829835724e+02 +3.829835724e+02 +2.432135724e+02 +2.432135724e+02 -1.2900e+00 +3.0412e+00 -3.0546e+00 +2.4140e+00 -5.0193e-01 -3.6065e+00 -1.4209e+00 -1.4752e+00 -2.6043e+00 +1.5493e+00 +2.2554e+00 -4.5977e-01 -2.1469e+00 +1.4574e+00 +3.8433e-01 -1.0448e+00 +5.2446e-01 +6.0610e-01 +7.1338e-01 +1.9822e+00
22350 +2.425372565e+02 +2.425372565e+02 +1.027672565e+02 +1.027672565e+02 -9.3409e-01 +3.7593e+00 -2.6217e+00 +3.0870e+00 -2.9777e-01 -2.8819e+00 -1.2720e+00 -9.4979e-01 -2.2773e+00 +1.2211e+00 +2.0715e+00 -5.2124e-01 -2.2173e+00 +8.1172e-01 +3.0859e-01 -1.2030e+00 -4.6143e-01 +3.2984e-01 +2.8348e-01 +1.7553e+00
% function evaluation | noise-free fitness - Fopt (9.830000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.726906040e+03 +2.726906040e+03 +2.736736040e+03 +2.736736040e+03 +1.1608e+00 -2.5126e+00 -7.9942e-01 +3.5530e+00 -2.9063e+00 -3.3320e+00 +1.8987e+00 -1.5830e-01 +9.0315e-01 +3.3912e+00 -1.3656e+00 -3.8476e+00 -2.3373e+00 -2.5450e+00 +3.5785e+00 +3.9374e+00 -2.6191e+00 -5.0081e-01 -1.0857e+00 +2.1212e+00
2 +1.538484042e+03 +1.538484042e+03 +1.548314042e+03 +1.548314042e+03 +3.4350e+00 -4.7098e-01 +1.9190e+00 -7.6400e-01 +1.1030e+00 -2.6785e+00 +3.3415e+00 +5.2062e-01 -1.6712e+00 +2.1735e+00 -3.3467e+00 -1.6346e+00 +3.2729e+00 -2.1967e+00 +2.0323e+00 +7.2015e-01 -2.1643e+00 +5.8461e-01 +4.5681e-01 -2.4451e+00
3 +8.979680655e+02 +8.979680655e+02 +9.077980655e+02 +9.077980655e+02 -4.5238e-02 +3.7288e+00 +5.6408e-01 -2.6322e+00 +3.9724e+00 -1.8879e+00 +3.1915e+00 +1.7553e-01 +1.9825e+00 -3.4079e+00 +1.0764e+00 +1.6189e+00 +9.7413e-01 +2.6647e-01 +3.1883e+00 -2.2782e+00 +1.2430e+00 +6.8037e-01 +5.2638e-02 -1.1065e+00
65 +5.662223828e+02 +5.662223828e+02 +5.760523828e+02 +5.760523828e+02 +1.7870e+00 +6.1351e-03 -1.9363e+00 -3.0186e+00 -9.6138e-01 +2.7323e+00 +3.7805e+00 -1.1971e+00 -3.8244e+00 +3.7763e+00 +1.6554e+00 -2.4749e+00 -6.5284e-01 +2.4902e-02 +6.5792e-01 -2.5040e+00 +2.1976e+00 +1.9147e+00 -1.4260e+00 +3.3147e+00
4607 +3.968374208e+02 +3.968374208e+02 +4.066674208e+02 +4.066674208e+02 +1.3741e+00 +8.4152e-01 +1.2140e+00 -2.7495e+00 -2.5764e-01 +2.2778e-01 +1.9164e+00 -2.0978e+00 -2.1524e+00 +2.3155e+00 -1.6974e+00 -2.3353e+00 -1.3912e+00 +8.0080e-02 +2.2061e+00 +2.0488e-01 +2.6194e+00 -2.1496e-01 -1.0066e+00 +3.0464e+00
% function evaluation | noise-free fitness - Fopt (6.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.850899247e+03 +2.850899247e+03 +2.918109247e+03 +2.918109247e+03 -3.1211e+00 +2.4424e+00 +7.2048e-03 +1.1947e+00 +1.4267e+00 +3.2579e-01 +3.3405e+00 -2.6386e+00 +3.4572e+00 +1.0623e+00 +2.9766e+00 +3.4204e+00 +3.2887e+00 -3.8322e+00 -7.7979e-01 +2.9825e+00 -2.5731e+00 +3.2184e+00 -1.5828e+00 -1.1412e+00
3 +1.873887897e+03 +1.873887897e+03 +1.941097897e+03 +1.941097897e+03 +3.2199e+00 +2.3349e+00 +3.4340e+00 -1.5262e+00 -2.6427e+00 +3.0445e+00 +3.5312e+00 -9.0080e-01 -1.8563e-01 -6.1389e-02 +3.0823e+00 +9.4765e-01 -3.4586e+00 +3.0112e+00 -1.9535e+00 -1.0066e+00 +2.7646e-01 +1.1784e-02 +2.9663e+00 -3.9127e+00
7 +9.376983417e+02 +9.376983417e+02 +1.004908342e+03 +1.004908342e+03 -2.8158e+00 -1.9807e+00 -5.1027e-01 -1.6715e+00 +2.0639e+00 -8.7605e-01 -3.9335e+00 +9.3368e-01 -4.2930e-01 -2.2925e+00 -1.7934e+00 -9.3385e-01 -1.7016e+00 +1.2161e+00 +1.9538e+00 -1.2917e+00 +8.5498e-01 -1.0912e+00 +2.2055e+00 -3.8402e+00
35 +5.466298024e+02 +5.466298024e+02 +6.138398024e+02 +6.138398024e+02 +2.7203e+00 -2.6825e+00 -1.8346e+00 +2.2009e-02 +5.5438e-01 -1.1679e+00 -3.5696e+00 +1.2118e+00 +1.2379e+00 +8.2999e-02 +1.8102e+00 +2.0197e-01 +5.8008e-01 +9.3569e-01 -4.9786e-01 -2.3800e-01 +1.4447e+00 -1.0260e+00 +9.7741e-01 -1.4870e+00
