% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
9136 +2.501211472e+05 +2.501211472e+05 +2.499112672e+05 +2.499112672e+05 -4.0049e+00 +8.7574e-01 +2.3560e+00 -2.4791e+00 +2.3962e+00 +2.1387e+00 +5.6652e-01 +6.1007e-01 +2.9232e+00 -2.2065e-01 +2.7745e+00 -5.7640e-01 -9.5953e-02 +7.2647e-01 -1.3357e-01 -3.8331e+00 -2.9938e+00 +3.0971e+00 -2.4225e+00 +1.9057e+00
10311 +1.574983127e+05 +1.574983127e+05 +1.572884327e+05 +1.572884327e+05 -3.9658e+00 +8.1685e-01 +2.1911e+00 -2.2950e+00 +2.4306e+00 +2.1255e+00 +4.5936e-01 +7.9433e-01 +2.6102e+00 +2.6249e-03 +2.6398e+00 -2.3391e-01 +3.0919e-01 +2.8973e-01 -6.2934e-01 -3.8201e+00 -3.0284e+00 +3.0235e+00 -2.3599e+00 +1.9190e+00
12680 +9.580660359e+04 +9.580660359e+04 +9.559672359e+04 +9.559672359e+04 -4.1194e+00 +9.1094e-01 +2.0507e+00 -2.1402e+00 +2.3935e+00 +2.4194e+00 +4.8107e-01 +4.4662e-01 +2.5681e+00 +3.3410e-01 +2.8393e+00 -2.6330e-01 +1.3267e+00 +8.6754e-02 -1.1390e+00 -3.7530e+00 -3.1124e+00 +3.0490e+00 -2.3947e+00 +1.9030e+00
14572 +5.970735161e+04 +5.970735161e+04 +5.949747161e+04 +5.949747161e+04 -4.0378e+00 +7.8178e-01 +2.0210e+00 -2.3805e+00 +2.4106e+00 +1.9748e+00 +2.6299e-01 +4.4418e-01 +2.6640e+00 +3.0495e-01 +2.8550e+00 +3.1524e-02 +1.8203e+00 -5.8585e-01 -1.4719e+00 -3.6470e+00 -3.0564e+00 +3.0118e+00 -2.4022e+00 +1.9114e+00
16227 +3.917917765e+04 +3.917917765e+04 +3.896929765e+04 +3.896929765e+04 -3.9148e+00 +7.4307e-01 +1.9386e+00 -2.4701e+00 +2.6241e+00 +1.8719e+00 +1.3300e-01 +1.8750e-01 +2.7335e+00 +7.1455e-01 +2.6371e+00 +3.7024e-01 +2.3163e+00 -1.1267e+00 -1.5252e+00 -3.6756e+00 -3.0706e+00 +3.0370e+00 -2.4234e+00 +1.9332e+00
17875 +2.489434832e+04 +2.489434832e+04 +2.468446832e+04 +2.468446832e+04 -4.0142e+00 +4.5405e-01 +1.9920e+00 -2.6764e+00 +2.5558e+00 +1.9615e+00 +2.5038e-01 +3.2477e-01 +2.5422e+00 +7.8793e-01 +2.0831e+00 +6.2228e-01 +2.9380e+00 -1.0098e+00 -1.7561e+00 -3.8751e+00 -3.0603e+00 +3.0383e+00 -2.3708e+00 +1.9610e+00
19722 +1.514684216e+04 +1.514684216e+04 +1.493696216e+04 +1.493696216e+04 -3.9963e+00 +4.8631e-01 +2.3430e+00 -2.6059e+00 +2.0606e+00 +1.8991e+00 +2.9618e-01 +4.1959e-01 +2.4567e+00 +7.9894e-01 +1.9253e+00 +8.5069e-01 +3.2048e+00 -1.2415e+00 -1.4441e+00 -3.6901e+00 -3.0148e+00 +3.0992e+00 -2.3514e+00 +1.9154e+00
23383 +9.481767895e+03 +9.481767895e+03 +9.271887895e+03 +9.271887895e+03 -3.8383e+00 +1.3608e-01 +2.4799e+00 -2.6794e+00 +2.3072e+00 +1.9096e+00 +7.3928e-02 +8.0521e-03 +2.3405e+00 +1.0931e+00 +1.6912e+00 +1.1259e+00 +3.5685e+00 -1.4235e+00 -1.5237e+00 -3.7430e+00 -3.0321e+00 +3.0576e+00 -2.4119e+00 +1.9189e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.802873641e+06 +5.802873641e+06 +5.802781551e+06 +5.802781551e+06 +1.8310e+00 -2.6592e-01 +2.6735e+00 +1.9174e+00 +2.3207e+00 -1.8418e+00 +3.8697e+00 +1.2293e+00 +9.1642e-01 +3.2791e+00 +1.5844e-01 -2.4633e+00 -1.6367e+00 +1.5256e+00 +3.2953e+00 +3.6365e+00 -2.0994e+00 -1.0548e-01 +3.4866e+00 -5.4757e-01
4 +2.678179425e+06 +2.678179425e+06 +2.678087335e+06 +2.678087335e+06 +3.0232e+00 -3.6628e+00 +8.2417e-01 +3.4315e-01 +3.7534e+00 -2.6105e-01 +3.4816e+00 +6.9061e-01 +3.4624e+00 -3.0766e+00 -2.8807e+00 +2.3158e+00 -9.7981e-01 +1.7303e+00 -1.3116e+00 +1.0872e+00 -2.8221e+00 +3.7409e+00 +1.5785e-01 -1.8300e+00
23 +2.481629293e+06 +2.481629293e+06 +2.481537203e+06 +2.481537203e+06 +3.0047e+00 -3.7554e+00 +7.4615e-01 +2.8586e-01 +3.6800e+00 -3.3305e-01 +3.3858e+00 +6.3151e-01 +3.5327e+00 -3.1317e+00 -2.9006e+00 +2.3040e+00 -9.1922e-01 +1.6346e+00 -1.3327e+00 +1.1572e+00 -2.8759e+00 +3.7531e+00 +2.4348e-01 -1.7543e+00
219 +1.520425945e+06 +1.520425945e+06 +1.520333855e+06 +1.520333855e+06 +2.7941e+00 -1.3681e+00 -2.1228e+00 +1.7917e+00 +3.8930e-01 -2.8962e+00 +1.8578e+00 -1.0091e+00 +3.0199e+00 -9.6860e-01 +2.9001e-01 +3.3029e+00 -2.6070e+00 -4.6888e-01 +4.4717e-01 +2.2526e+00 -1.3361e+00 +3.2686e+00 +1.3405e+00 -1.6085e+00
982 +9.952261828e+05 +9.952261828e+05 +9.951340928e+05 +9.951340928e+05 +2.8739e+00 -1.2874e+00 -2.0547e+00 +1.5126e+00 -2.3333e-02 -2.9860e+00 +2.1886e+00 -8.6320e-01 +3.0282e+00 -1.1185e+00 +2.2002e-01 +2.8773e+00 -2.6083e+00 +8.9458e-01 +6.6640e-01 +2.3985e+00 -2.1533e+00 +2.7538e+00 +1.5360e+00 -1.5488e+00
2624 +6.177696447e+05 +6.177696447e+05 +6.176775547e+05 +6.176775547e+05 +2.8138e+00 -1.4525e+00 -2.2230e+00 +1.6450e+00 +2.9010e-01 -3.2235e+00 +2.1425e+00 -1.0344e+00 +3.1247e+00 -9.5527e-01 +2.3840e-01 +2.5268e+00 -3.0087e+00 +1.0086e+00 +1.0535e+00 +2.1461e+00 -2.3168e+00 +3.5839e+00 +1.8012e+00 -1.3518e+00
3898 +3.877519143e+05 +3.877519143e+05 +3.876598243e+05 +3.876598243e+05 +2.4564e+00 -1.4855e+00 -2.1497e+00 +1.7859e+00 +4.0809e-01 -3.2220e+00 +1.9167e+00 -8.1644e-01 +3.1173e+00 -1.1598e+00 +3.3771e-01 +2.7007e+00 -2.9712e+00 +6.1080e-01 +1.3664e+00 +1.7181e+00 -2.9375e+00 +3.5589e+00 +1.9614e+00 -1.2713e+00
5129 +2.442226459e+05 +2.442226459e+05 +2.441305559e+05 +2.441305559e+05 +2.5091e+00 -1.6109e+00 -2.0160e+00 +1.7713e+00 +4.0706e-01 -3.0611e+00 +1.9927e+00 -1.0190e+00 +3.1502e+00 -1.1040e+00 +2.9807e-01 +2.6764e+00 -2.8732e+00 +5.4613e-01 +1.7348e+00 +1.4307e+00 -3.4425e+00 +3.6882e+00 +1.8705e+00 -1.3332e+00
6901 +1.527929199e+05 +1.527929199e+05 +1.527008299e+05 +1.527008299e+05 +2.5377e+00 -1.6853e+00 -1.8239e+00 +1.9831e+00 +6.1594e-01 -2.8493e+00 +2.1525e+00 -1.1005e+00 +2.8827e+00 -9.2616e-01 +3.3213e-01 +2.5730e+00 -2.4763e+00 +6.1402e-01 +2.2942e+00 +9.2931e-01 -3.9447e+00 +3.6732e+00 +1.8443e+00 -1.3727e+00
8297 +9.708396706e+04 +9.708396706e+04 +9.699187706e+04 +9.699187706e+04 +2.5297e+00 -1.5790e+00 -1.4263e+00 +2.0194e+00 +8.7618e-01 -2.7490e+00 +2.2375e+00 -1.0115e+00 +3.0380e+00 -9.4350e-01 +3.3682e-01 +2.2021e+00 -2.2777e+00 +7.6509e-01 +2.8863e+00 +7.8532e-01 -4.0823e+00 +3.6472e+00 +1.7610e+00 -1.3647e+00
10321 +6.307672626e+04 +6.307672626e+04 +6.298463626e+04 +6.298463626e+04 +2.5762e+00 -1.5299e+00 -1.0448e+00 +1.8522e+00 +7.5724e-01 -2.9774e+00 +2.3424e+00 -9.8936e-01 +3.1294e+00 -1.1337e+00 +5.6518e-01 +1.6432e+00 -2.4326e+00 +6.7379e-01 +3.4707e+00 +9.6852e-01 -3.8535e+00 +3.7339e+00 +1.8181e+00 -1.3745e+00
14206 +3.905343655e+04 +3.905343655e+04 +3.896134655e+04 +3.896134655e+04 +2.5697e+00 -1.5822e+00 -1.3542e+00 +1.8569e+00 +1.0182e+00 -2.7822e+00 +2.1336e+00 -1.0352e+00 +3.0432e+00 -5.8403e-01 +1.1120e+00 +6.5427e-01 -2.2242e+00 +8.4209e-01 +3.8219e+00 +8.2737e-01 -3.8963e+00 +3.6701e+00 +1.8706e+00 -1.3472e+00
17087 +2.484727204e+04 +2.484727204e+04 +2.475518204e+04 +2.475518204e+04 +2.6586e+00 -1.7361e+00 -1.6608e+00 +2.1396e+00 +9.2913e-01 -3.0713e+00 +2.5981e+00 -1.0781e+00 +2.9624e+00 -4.2624e-01 +1.2546e+00 -1.2470e-01 -2.3208e+00 +9.6203e-01 +3.9306e+00 +6.7938e-01 -3.8678e+00 +3.6627e+00 +1.8112e+00 -1.3766e+00
24234 +1.537433158e+04 +1.537433158e+04 +1.528224158e+04 +1.528224158e+04 +2.8647e+00 -1.6070e+00 -1.0766e+00 +1.9526e+00 +1.1777e+00 -2.8145e+00 +2.2209e+00 -1.0977e+00 +2.8365e+00 +7.4159e-02 +1.9055e+00 -7.0352e-01 -2.1431e+00 +7.5766e-01 +3.6424e+00 +7.3775e-01 -3.9036e+00 +3.6454e+00 +1.8198e+00 -1.3774e+00
28302 +9.551767751e+03 +9.551767751e+03 +9.459677751e+03 +9.459677751e+03 +3.1652e+00 -2.0089e+00 -5.4096e-01 +1.5782e+00 +1.1707e+00 -2.8815e+00 +2.2930e+00 -5.8138e-01 +2.9146e+00 +4.9840e-01 +2.3540e+00 -1.4154e+00 -2.0787e+00 +8.1921e-01 +3.8546e+00 +6.4846e-01 -3.8852e+00 +3.6457e+00 +1.8334e+00 -1.3575e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.294143016e+07 +2.294143016e+07 +2.294134227e+07 +2.294134227e+07 -2.3205e+00 -1.3940e-01 -2.1556e+00 -1.1444e+00 +1.4131e+00 +2.3656e+00 +4.7242e-01 +1.1777e+00 +3.1396e+00 +9.6958e-01 +3.6983e+00 -3.6715e+00 -3.6166e+00 -3.6266e+00 -2.2662e-01 -1.7292e+00 +2.5452e+00 -2.2599e+00 -3.4942e-01 -7.8606e-01
2 +3.248798217e+06 +3.248798217e+06 +3.248710327e+06 +3.248710327e+06 +4.6174e-01 +1.6991e+00 +1.8287e+00 +6.7585e-01 -3.8529e+00 +9.6692e-01 +2.8635e+00 +1.7708e+00 +1.5917e+00 +1.0926e+00 -3.7514e+00 -2.5044e+00 -3.1845e+00 -1.2091e+00 -2.4747e+00 +2.2225e+00 -2.1754e+00 +1.0847e+00 -1.3962e+00 +2.2743e+00
63 +1.884987676e+06 +1.884987676e+06 +1.884899786e+06 +1.884899786e+06 -3.9446e+00 +2.8053e+00 -2.7176e+00 -2.4473e+00 -3.8791e+00 -3.7909e+00 +2.7348e+00 +3.6057e+00 +1.1322e+00 -1.3538e+00 +6.1848e-01 +5.3479e-01 -3.6103e+00 +1.5271e+00 +2.5212e+00 +1.3970e+00 +1.7668e+00 +3.0721e+00 -1.6074e+00 +3.3170e+00
205 +1.577022110e+06 +1.577022110e+06 +1.576934220e+06 +1.576934220e+06 -1.5857e+00 +2.3931e+00 -2.7118e+00 -2.0685e+00 -2.7100e+00 -1.3092e+00 +5.8385e-01 +2.1512e+00 +9.7021e-01 +7.6518e-01 -1.3777e+00 +2.8454e-01 -2.5528e+00 +1.2786e+00 +2.3346e-01 +7.0160e-02 +2.0973e-01 +2.9121e+00 +3.3928e-01 +2.6203e+00
344 +9.947813361e+05 +9.947813361e+05 +9.946934461e+05 +9.946934461e+05 -4.0773e+00 +1.3420e+00 -2.0208e+00 +2.3272e+00 -1.9775e+00 -2.1536e+00 +3.7343e-01 +2.3321e+00 +1.4504e+00 +1.5508e+00 -4.7424e-01 -7.8686e-01 +9.7573e-01 -1.1543e+00 +2.6904e+00 +1.1059e+00 +3.9999e-01 +2.6676e+00 -7.2109e-01 +3.0107e+00
1718 +6.140771337e+05 +6.140771337e+05 +6.139892437e+05 +6.139892437e+05 -4.4229e+00 +1.4849e+00 -1.9829e+00 +2.2196e+00 -2.0094e+00 -2.0344e+00 +3.1314e-01 +2.1861e+00 +1.4032e+00 +1.4562e+00 -2.9272e-01 -8.7536e-01 +1.3018e+00 -8.0860e-01 +2.2960e+00 +2.9786e-01 +3.0855e-01 +2.8875e+00 -7.8219e-01 +3.0148e+00
3621 +3.873047684e+05 +3.873047684e+05 +3.872168784e+05 +3.872168784e+05 -4.2436e+00 +1.2145e+00 -2.0752e+00 +2.0387e+00 -1.7865e+00 -2.2790e+00 +9.1503e-02 +2.1652e+00 +1.6305e+00 +1.8110e+00 -4.1315e-02 -6.8419e-01 +1.5829e+00 -5.4213e-01 +2.0214e+00 -2.2867e-01 -2.7349e-01 +3.3324e+00 -9.8829e-01 +3.0597e+00
4888 +2.502218202e+05 +2.502218202e+05 +2.501339302e+05 +2.501339302e+05 -4.1550e+00 +1.0756e+00 -2.4135e+00 +1.7196e+00 -1.7093e+00 -2.1885e+00 -9.5725e-02 +2.1671e+00 +1.6091e+00 +1.6201e+00 -3.7607e-01 -6.1078e-01 +1.5675e+00 -3.7809e-01 +1.6632e+00 -1.1261e+00 -2.3304e-01 +3.3391e+00 -9.1253e-01 +2.9823e+00
5663 +1.517239828e+05 +1.517239828e+05 +1.516360928e+05 +1.516360928e+05 -4.2098e+00 +1.0675e+00 -2.3580e+00 +1.9372e+00 -1.7070e+00 -2.1035e+00 -1.6102e-01 +2.3106e+00 +1.5826e+00 +1.5071e+00 -2.7894e-01 -7.3469e-01 +1.9011e+00 -2.5621e-01 +1.1802e+00 -1.3630e+00 -1.9273e-01 +3.3741e+00 -9.9326e-01 +2.9447e+00
7043 +9.946878934e+04 +9.946878934e+04 +9.938089934e+04 +9.938089934e+04 -4.0932e+00 +1.2895e+00 -2.3209e+00 +1.8428e+00 -1.5650e+00 -2.1549e+00 -1.7738e-02 +2.3578e+00 +1.5155e+00 +1.3631e+00 -1.1273e-01 -9.3685e-01 +2.0481e+00 -7.3253e-02 +7.0334e-01 -1.5916e+00 -4.0827e-01 +3.4209e+00 -9.6075e-01 +2.9829e+00
8295 +5.853719542e+04 +5.853719542e+04 +5.844930542e+04 +5.844930542e+04 -3.9436e+00 +1.4853e+00 -2.3404e+00 +1.9314e+00 -1.5001e+00 -2.3369e+00 +1.4995e-01 +2.2036e+00 +1.2114e+00 +1.3780e+00 -1.0263e-01 -1.0558e+00 +2.1195e+00 +2.3716e-01 +2.5406e-01 -1.4873e+00 -2.4239e-01 +3.3428e+00 -9.9252e-01 +3.0502e+00
9269 +3.922836489e+04 +3.922836489e+04 +3.914047489e+04 +3.914047489e+04 -3.6007e+00 +1.1209e+00 -2.5589e+00 +2.0732e+00 -1.5883e+00 -2.3824e+00 +4.8545e-01 +2.4302e+00 +1.2381e+00 +1.4428e+00 -2.8416e-01 -1.1694e+00 +2.2871e+00 +3.9827e-01 -1.2830e-01 -1.4929e+00 -4.0872e-01 +3.3589e+00 -1.0073e+00 +3.0277e+00
10647 +2.498279266e+04 +2.498279266e+04 +2.489490266e+04 +2.489490266e+04 -3.7608e+00 +1.4676e+00 -2.4027e+00 +2.3753e+00 -1.5485e+00 -2.5797e+00 +5.6685e-01 +2.0920e+00 +1.0098e+00 +1.0896e+00 -1.2328e-01 -1.2457e+00 +2.4996e+00 +7.0037e-01 -5.8270e-01 -1.6247e+00 -5.1048e-01 +3.3280e+00 -1.0094e+00 +2.9946e+00
15444 +1.556721949e+04 +1.556721949e+04 +1.547932949e+04 +1.547932949e+04 -3.9959e+00 +1.4446e+00 -2.3078e+00 +2.0358e+00 -1.5279e+00 -2.2392e+00 +5.2576e-01 +2.4452e+00 +1.2134e+00 +1.4830e+00 +1.0615e+00 -1.5399e+00 +3.0758e+00 +1.0922e+00 -7.4326e-01 -1.5403e+00 -4.2803e-01 +3.3366e+00 -9.8343e-01 +3.0395e+00
25145 +9.641304055e+03 +9.641304055e+03 +9.553414055e+03 +9.553414055e+03 -3.9839e+00 +1.7436e+00 -2.1392e+00 +2.5011e+00 -1.7015e+00 -2.9572e+00 +1.0928e+00 +2.4140e+00 +8.0305e-01 +1.5939e+00 +1.8529e+00 -1.6818e+00 +2.9987e+00 +9.4985e-01 -7.2867e-01 -1.5270e+00 -4.2482e-01 +3.3270e+00 -9.7664e-01 +3.0135e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.591381327e+07 +1.591381327e+07 +1.591413346e+07 +1.591413346e+07 -1.6038e+00 -9.5683e-01 -2.4160e+00 -5.8410e-01 -9.5703e-01 -3.1921e+00 -3.4135e-01 -7.5026e-01 +3.5534e+00 +2.9251e+00 -2.7931e+00 +2.1622e+00 -2.4566e+00 -2.6892e+00 -2.5199e-01 +3.5614e+00 +1.9727e+00 +2.1097e-01 -3.2666e+00 +7.7785e-01
2 +1.551561278e+07 +1.551561278e+07 +1.551593297e+07 +1.551593297e+07 -3.3099e-01 +3.9482e-01 +3.1746e+00 +1.0971e+00 -1.3339e+00 -3.2643e+00 -1.8228e+00 +2.9016e+00 +2.0325e+00 -9.5369e-01 -5.1931e-01 +7.8593e-02 -3.5892e+00 -2.7737e+00 -2.5909e+00 +7.8327e-01 +6.9277e-01 -6.0348e-01 +1.3578e+00 -2.2097e+00
5 +7.837835020e+06 +7.837835020e+06 +7.838155210e+06 +7.838155210e+06 +1.0782e+00 +3.9368e+00 +2.8007e+00 -2.2372e+00 +2.2944e+00 +1.1317e+00 -3.1762e+00 -6.5461e-01 -2.2805e+00 -5.6588e-01 -1.9092e+00 -3.2566e-01 -1.3574e+00 -3.1615e+00 -3.6225e+00 +1.3916e+00 -1.5768e+00 +2.8406e+00 +2.5691e-02 +1.1823e+00
11 +4.665211271e+06 +4.665211271e+06 +4.665531461e+06 +4.665531461e+06 -2.1913e-01 +1.0098e-01 -1.9608e+00 +9.1263e-02 +1.5164e+00 -2.1450e-01 +5.4451e-01 +2.4882e-01 +2.5302e+00 -1.4123e+00 -3.6930e+00 +2.4076e+00 -1.8086e+00 -4.5356e-01 +1.8789e+00 -1.2370e+00 +1.2761e+00 +1.0049e+00 +3.0373e+00 +3.1956e+00
13 +3.328716766e+06 +3.328716766e+06 +3.329036956e+06 +3.329036956e+06 -3.6254e+00 +7.4557e-01 -2.0183e+00 -2.5506e+00 +2.4461e+00 -3.6242e+00 -3.3019e+00 -1.4781e+00 -1.6919e+00 +1.8680e+00 +3.4064e+00 -2.8690e+00 +1.5925e+00 +1.0261e+00 +1.5493e+00 +1.8379e+00 +3.7279e-01 +3.4013e+00 +2.2402e+00 +1.5607e+00
21 +1.404371041e+06 +1.404371041e+06 +1.404691231e+06 +1.404691231e+06 -1.9714e+00 +6.8826e-01 -1.9120e+00 -3.4726e-01 +2.4332e+00 -4.6832e-01 -4.4663e-01 +7.0044e-02 +1.0260e+00 +1.2950e+00 +1.2749e+00 +8.0247e-01 +1.4122e+00 +9.5380e-02 +1.7227e+00 +1.5791e+00 +8.0448e-01 +1.7482e+00 +2.6677e+00 +1.7057e+00
112 +9.043700454e+05 +9.043700454e+05 +9.046902354e+05 +9.046902354e+05 -1.8778e+00 -3.2234e-01 -3.3977e+00 -3.4622e-01 +2.7337e+00 +3.6190e+00 +3.7433e+00 -3.9817e+00 +1.1475e+00 +3.6909e-01 +1.3776e+00 +3.9342e+00 -3.1942e+00 +2.4694e+00 +1.7111e+00 +1.1374e+00 +2.9179e+00 +1.0313e+00 +2.1751e+00 +8.2585e-01
644 +6.203198810e+05 +6.203198810e+05 +6.206400710e+05 +6.206400710e+05 -2.0476e+00 -5.1090e-01 -3.4319e+00 -1.9574e-01 +2.6544e+00 +3.6137e+00 +3.8091e+00 -4.1089e+00 +1.3298e+00 +2.4720e-01 +1.3631e+00 +3.9631e+00 -3.3354e+00 +2.3208e+00 +1.9203e+00 +1.3920e+00 +3.0324e+00 +9.4160e-01 +2.2213e+00 +1.0859e+00
1627 +3.972887506e+05 +3.972887506e+05 +3.976089406e+05 +3.976089406e+05 -2.0599e+00 -2.0399e-01 -3.3448e+00 -3.8642e-02 +2.6773e+00 +3.5960e+00 +3.8825e+00 -4.0046e+00 +1.1362e+00 +3.8556e-01 +1.2245e+00 +4.0504e+00 -2.8310e+00 +2.2270e+00 +1.7404e+00 +1.6894e+00 +3.0616e+00 +8.6984e-01 +2.4255e+00 +1.3505e+00
2801 +2.497697476e+05 +2.497697476e+05 +2.500899376e+05 +2.500899376e+05 -2.3988e+00 -4.4188e-02 -3.1816e+00 -5.7346e-04 +2.6779e+00 +3.5969e+00 +3.7381e+00 -3.8992e+00 +1.0538e+00 +1.2982e-01 +1.4495e+00 +3.8345e+00 -2.6440e+00 +1.5429e+00 +1.6894e+00 +2.0793e+00 +3.3997e+00 +6.7353e-01 +2.4724e+00 +1.3896e+00
3636 +1.546774655e+05 +1.546774655e+05 +1.549976555e+05 +1.549976555e+05 +7.3765e-01 +1.6946e+00 +2.0053e+00 -5.0789e-01 -2.6457e+00 -9.4600e-01 +6.9344e-02 -4.0927e-01 -1.7565e+00 +1.9390e+00 -9.9249e-01 +1.4758e+00 +7.9913e-01 -8.6492e-01 +1.2038e+00 +1.9815e+00 +2.6327e+00 +5.3088e-01 +2.5801e+00 +1.2974e+00
4021 +9.171967515e+04 +9.171967515e+04 +9.203986515e+04 +9.203986515e+04 +6.7495e-01 +1.6257e+00 +1.9002e+00 -5.8012e-01 -2.6049e+00 -1.0122e+00 +4.8304e-02 -3.5708e-01 -1.8208e+00 +1.8453e+00 -1.0936e+00 +1.4860e+00 +8.8486e-01 -6.9759e-01 +1.2352e+00 +2.1329e+00 +2.8861e+00 +5.8406e-01 +2.5424e+00 +1.3838e+00
4605 +6.191343550e+04 +6.191343550e+04 +6.223362550e+04 +6.223362550e+04 +6.1450e-01 +1.6421e+00 +1.8785e+00 -7.0618e-01 -2.4666e+00 -1.1778e+00 +5.6179e-02 -4.6496e-01 -1.8314e+00 +1.7220e+00 -9.2320e-01 +1.4803e+00 +1.0550e+00 -9.4278e-01 +1.3147e+00 +2.1079e+00 +3.0681e+00 +6.2026e-01 +2.5752e+00 +1.3341e+00
