% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
5138 +9.908896684e+02 +9.908896684e+02 +1.140039668e+03 +1.140039668e+03 -2.2964e-01 -1.1288e+00 -1.4875e+00 -1.0377e-01 -2.2639e+00 -7.3214e-01 -6.3515e-01 -8.6475e-01 -5.1116e-01 +2.3346e-01 -1.6655e+00 +2.7270e-01 +7.1683e-01 -2.6971e-01 -3.2029e-01 -1.3578e-01 -7.2602e-02 +7.8318e-01 -6.9016e-01 +9.6775e-01
5777 +5.866594753e+02 +5.866594753e+02 +7.358094753e+02 +7.358094753e+02 -4.9476e-01 -1.0783e+00 -1.2854e+00 -7.9444e-02 -2.5165e+00 -7.7642e-01 -6.0783e-01 -9.0618e-01 -1.8328e-01 +2.3186e-01 -1.7919e+00 +5.7203e-02 +7.6279e-01 -1.9173e-01 -3.9745e-01 -2.2640e-01 +1.6008e-01 +7.4326e-01 -6.8539e-01 +7.4400e-01
6526 +3.587281727e+02 +3.587281727e+02 +5.078781727e+02 +5.078781727e+02 -4.7364e-01 -1.0506e+00 -1.3385e+00 +6.9596e-02 -2.6150e+00 -9.6250e-01 -6.6352e-01 -9.4942e-01 -2.2222e-02 +2.3484e-01 -1.9415e+00 +1.6835e-01 +7.8718e-01 -2.9222e-01 -5.0244e-01 -3.6468e-01 +3.1316e-01 +9.4367e-01 -7.5703e-01 +5.9114e-01
7175 +2.482882332e+02 +2.482882332e+02 +3.974382332e+02 +3.974382332e+02 -6.6018e-01 -1.1304e+00 -1.1378e+00 -3.3024e-02 -2.6149e+00 -1.1732e+00 -6.8041e-01 -1.0541e+00 -9.8219e-02 +3.5358e-01 -2.0178e+00 +2.9195e-03 +8.3623e-01 -5.8823e-01 -5.4418e-01 -3.0275e-01 +3.2568e-01 +9.9422e-01 -7.0776e-01 +6.3860e-01
11830 +1.558118105e+02 +1.558118105e+02 +3.049618105e+02 +3.049618105e+02 -4.1807e-01 -8.3881e-01 -7.2228e-01 +6.3718e-01 -3.1963e+00 -1.4241e+00 -1.0395e+00 -1.2571e+00 -2.5459e-01 +4.6247e-02 -2.3644e+00 -1.7065e-01 +1.4409e+00 -8.7552e-01 -8.0411e-01 -4.1855e-01 +2.9060e-01 +9.2982e-01 -7.5974e-01 +2.8067e-01
15261 +9.826704519e+01 +9.826704519e+01 +2.474170452e+02 +2.474170452e+02 -6.8657e-01 -1.1141e+00 -9.5601e-01 +7.0499e-01 -3.4701e+00 -2.0194e+00 -1.7260e+00 -2.1194e+00 -7.7589e-01 -2.8994e-01 -2.5036e+00 -1.2419e-01 +1.4611e+00 -9.0167e-01 -9.6764e-01 -6.8344e-01 -4.2289e-02 +5.0498e-01 -2.0073e+00 -3.0493e+00
19653 +6.045490185e+01 +6.045490185e+01 +2.096049018e+02 +2.096049018e+02 -6.0690e-01 -1.3233e+00 -8.4334e-01 +8.2396e-01 -3.6517e+00 -2.0826e+00 -1.7812e+00 -2.1797e+00 -9.9498e-01 -6.2069e-01 -2.5225e+00 -2.3188e-01 +1.7815e+00 -1.5380e+00 -1.5721e+00 -1.0951e+00 -4.1962e-01 +3.6432e-02 -2.4119e+00 -3.7239e+00
20562 +3.712645030e+01 +3.712645030e+01 +1.862764503e+02 +1.862764503e+02 -6.1477e-01 -1.1440e+00 -8.3384e-01 +8.0405e-01 -3.7028e+00 -2.0784e+00 -1.6720e+00 -2.1087e+00 -8.7878e-01 -4.0884e-01 -2.6593e+00 -1.0201e-01 +1.8856e+00 -1.5559e+00 -1.7545e+00 -1.3754e+00 -6.0855e-01 -6.5106e-02 -2.6347e+00 -3.8036e+00
23203 +2.457682063e+01 +2.457682063e+01 +1.737268206e+02 +1.737268206e+02 -7.0612e-01 -1.2224e+00 -9.5169e-01 +8.6186e-01 -3.6896e+00 -2.1345e+00 -1.7415e+00 -1.9489e+00 -9.1688e-01 -5.0182e-01 -2.6680e+00 -2.7425e-01 +1.6617e+00 -1.6116e+00 -1.6804e+00 -1.4753e+00 -8.6186e-01 -3.6448e-01 -2.6668e+00 -3.7169e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.559524235e+05 +4.559524235e+05 +4.549524235e+05 +4.549524235e+05 +3.0475e+00 +9.3829e-01 +1.7412e+00 +1.7300e-01 -2.4625e-01 +6.7779e-01 +1.8214e+00 -1.1044e+00 +5.4260e-01 -2.6854e+00 +1.5426e+00 +8.6845e-01 -2.0468e+00 +2.1451e+00 +3.8983e-01 +4.1059e-01 -1.3449e+00 -3.2843e+00 -2.6254e+00 +2.8016e+00
7 +2.158750020e+05 +2.158750020e+05 +2.148750020e+05 +2.148750020e+05 -2.0759e+00 +9.3870e-01 -4.5789e-01 -6.8196e-01 +3.0491e+00 +1.2499e+00 -1.0551e+00 +1.0175e-01 +1.5608e+00 +1.0670e+00 +1.7208e+00 -7.3992e-01 -2.8597e+00 +1.2063e-01 -3.5232e+00 -1.7161e+00 +2.1686e+00 -3.7792e+00 +1.3058e+00 +3.3422e+00
25 +6.046576938e+04 +6.046576938e+04 +5.946576938e+04 +5.946576938e+04 -2.7466e-01 -2.0941e-01 +9.6784e-02 -1.1366e+00 +1.8396e-01 +2.6455e+00 -7.4287e-01 +1.5454e-01 -3.8295e-01 +3.9319e-01 -1.4343e+00 +3.3188e-01 -1.6054e+00 -2.0519e+00 -7.9695e-01 +1.6538e+00 +8.9433e-01 -1.8347e+00 +7.2904e-01 +3.2812e+00
1193 +3.917453505e+04 +3.917453505e+04 +3.817453505e+04 +3.817453505e+04 -8.0693e-01 -1.9167e-01 +8.3194e-02 -1.5577e+00 -7.1253e-02 +2.3004e+00 -6.9550e-01 +3.5897e-02 -3.4057e-01 +2.9566e-01 -1.1729e+00 +2.6731e-03 -1.4100e+00 -1.9724e+00 -5.9321e-01 +1.4003e+00 +1.0458e+00 -1.6815e+00 +5.3864e-01 +3.3778e+00
2314 +2.379106672e+04 +2.379106672e+04 +2.279106672e+04 +2.279106672e+04 -1.0113e+00 +7.7620e-02 +1.6787e-01 -1.3506e+00 -5.0263e-01 +1.8595e+00 -5.6054e-01 -1.1747e-01 -4.0115e-01 +2.8322e-01 -1.2571e+00 -2.0755e-01 -1.1128e+00 -2.2667e+00 -5.7331e-01 +1.0330e+00 +1.1095e+00 -1.8491e+00 +2.0441e-01 +3.2252e+00
3436 +1.532111063e+04 +1.532111063e+04 +1.432111063e+04 +1.432111063e+04 -1.4434e+00 -2.8842e-02 +4.1992e-01 -1.2618e+00 -6.6333e-01 +1.8324e+00 -5.5731e-01 -3.8211e-01 -4.7173e-01 +2.4319e-01 -1.4410e+00 -6.2864e-01 -1.0867e+00 -2.4941e+00 -5.8438e-01 +7.0068e-01 +1.1800e+00 -1.9392e+00 -6.1916e-02 +3.2462e+00
4561 +9.990330506e+03 +9.990330506e+03 +8.990330506e+03 +8.990330506e+03 -1.8754e+00 -5.9628e-02 +5.7569e-01 -1.4004e+00 -8.4434e-01 +1.6635e+00 -6.4574e-01 -4.8546e-01 -3.0094e-01 +2.8229e-01 -1.0950e+00 -6.4045e-01 -8.0264e-01 -2.4703e+00 -7.9619e-01 +5.2706e-01 +1.3091e+00 -2.0491e+00 -2.7217e-01 +3.6540e+00
5469 +6.238822722e+03 +6.238822722e+03 +5.238822722e+03 +5.238822722e+03 -2.2556e+00 +1.6654e-01 +5.3940e-01 -1.2926e+00 -9.6665e-01 +1.2794e+00 -8.3884e-01 -7.0965e-01 -1.3558e-01 +2.3666e-01 -1.0927e+00 -7.2482e-01 -7.6456e-01 -2.6171e+00 -1.1214e+00 +3.7467e-01 +1.3345e+00 -1.9352e+00 -1.9010e-01 +3.7472e+00
6711 +3.748725301e+03 +3.748725301e+03 +2.748725301e+03 +2.748725301e+03 -2.3085e+00 +8.7226e-02 +5.7531e-01 -1.3313e+00 -1.3324e+00 +9.5356e-01 -9.9424e-01 -1.0814e+00 -4.5969e-01 +6.0791e-01 -1.0564e+00 -1.2715e+00 -6.5638e-01 -2.8230e+00 -1.1153e+00 +4.0167e-02 +1.5304e+00 -1.6857e+00 -1.5699e-01 +3.8202e+00
7589 +2.456068513e+03 +2.456068513e+03 +1.456068513e+03 +1.456068513e+03 -2.5579e+00 +2.4794e-01 +4.0515e-01 -1.1710e+00 -1.5367e+00 +1.0017e+00 -1.2920e+00 -1.2248e+00 -4.1416e-01 +8.1143e-01 -1.0635e+00 -1.3688e+00 -5.4723e-01 -2.8852e+00 -1.1582e+00 -1.1479e-01 +1.4730e+00 -1.6793e+00 -3.9683e-01 +3.7247e+00
8240 +1.483693293e+03 +1.483693293e+03 +4.836932929e+02 +4.836932929e+02 -2.8574e+00 +2.4868e-01 +3.6234e-01 -1.3226e+00 -1.5583e+00 +8.9075e-01 -1.4357e+00 -1.2553e+00 -2.7553e-01 +9.9016e-01 -1.1667e+00 -1.1432e+00 -5.6681e-01 -3.0096e+00 -1.1621e+00 -1.9448e-01 +1.0565e+00 -1.9258e+00 -3.0048e-01 +4.0974e+00
9212 +9.968438064e+02 +9.968438064e+02 -3.156193631e+00 -3.156193631e+00 -2.9769e+00 +3.4509e-01 +3.4272e-01 -1.5508e+00 -1.5726e+00 +8.0190e-01 -1.6052e+00 -1.4573e+00 +4.8175e-02 +1.3087e+00 -1.1379e+00 -1.1376e+00 -5.6900e-01 -3.1762e+00 -1.0434e+00 -4.7186e-01 +1.2517e+00 -1.7270e+00 -3.3889e-01 +4.1890e+00
9863 +5.739129116e+02 +5.739129116e+02 -4.260870884e+02 -4.260870884e+02 -3.0902e+00 +4.4585e-01 +4.5893e-01 -1.7144e+00 -1.8352e+00 +5.0373e-01 -1.8387e+00 -1.4922e+00 -4.3514e-02 +1.2183e+00 -1.0500e+00 -1.3258e+00 -6.1281e-01 -3.1398e+00 -7.3549e-01 -4.7380e-01 +1.1416e+00 -1.8524e+00 -3.6158e-01 +3.9660e+00
10863 +3.865323248e+02 +3.865323248e+02 -6.134676752e+02 -6.134676752e+02 -3.2208e+00 +4.9038e-01 +5.2837e-01 -1.7043e+00 -1.8865e+00 +2.2222e-01 -2.0568e+00 -1.6648e+00 +2.4724e-02 +1.3856e+00 -1.0049e+00 -1.4939e+00 -6.0322e-01 -3.4121e+00 -8.6734e-01 -5.9657e-01 +1.0359e+00 -1.9269e+00 -3.7754e-01 +3.8869e+00
13027 +2.492756935e+02 +2.492756935e+02 -7.507243065e+02 -7.507243065e+02 -3.2083e+00 +8.1473e-01 +9.6193e-01 -2.0097e+00 -2.3302e+00 -4.5115e-02 -2.1580e+00 -1.7767e+00 +2.3230e-01 +1.3343e+00 -9.4377e-01 -1.5395e+00 -8.8069e-01 -3.5179e+00 -6.9501e-01 -5.8501e-01 +9.5924e-01 -2.0819e+00 -4.3903e-01 +3.9151e+00
15785 +1.519909750e+02 +1.519909750e+02 -8.480090250e+02 -8.480090250e+02 -3.0344e+00 +9.2505e-01 +1.2600e+00 -1.8905e+00 -2.3424e+00 -1.6845e-01 -2.3881e+00 -1.7884e+00 +1.3211e-01 +1.8152e+00 -1.4165e+00 -1.6941e+00 -1.2547e+00 -3.7506e+00 -6.3546e-01 -6.6513e-01 +9.7524e-01 -2.1092e+00 -4.2496e-01 +3.5928e+00
23258 +9.875289380e+01 +9.875289380e+01 -9.012471062e+02 -9.012471062e+02 -4.2831e+00 +2.8607e-01 +5.9027e-01 -2.4100e+00 -3.0518e+00 -7.2096e-01 -2.8803e+00 -2.2856e+00 +2.6390e-01 +1.8482e+00 -1.6494e+00 -1.8388e+00 -1.3592e+00 -3.1569e+00 +8.3818e-01 -8.0612e-01 +6.5434e-01 -2.5168e+00 -1.5016e+00 -5.9596e-01
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.252083797e+05 +4.252083797e+05 +4.253069997e+05 +4.253069997e+05 -2.7392e+00 +1.2224e+00 +3.9230e+00 +1.1141e-01 -1.9936e+00 -3.3785e+00 +2.9551e+00 +9.0700e-01 +3.0837e+00 +1.3680e+00 +2.0499e+00 +3.1137e+00 +2.3558e+00 -2.3076e+00 -2.4443e+00 -2.9972e+00 -1.8823e+00 +2.0432e+00 -2.3659e+00 +1.9391e+00
3 +3.734333502e+05 +3.734333502e+05 +3.735319702e+05 +3.735319702e+05 -2.1137e+00 +7.8456e-01 -1.4001e+00 -3.8473e-01 +2.1464e+00 -7.6013e-01 -3.8117e+00 +3.1126e+00 +1.1010e+00 -7.6019e-01 -1.8242e+00 -3.9412e+00 -3.5935e-01 +1.7566e+00 -1.5479e+00 -1.1725e+00 +3.6133e+00 +2.9655e+00 +2.9765e+00 -2.1056e+00
7 +2.407421814e+05 +2.407421814e+05 +2.408408014e+05 +2.408408014e+05 -5.4130e-01 -7.7548e-01 +1.7746e+00 +2.7391e+00 -2.1200e+00 +3.4313e+00 -3.1381e+00 +1.3535e+00 -8.7541e-01 -3.8010e-01 +2.0960e+00 -2.5941e+00 +3.6349e+00 -3.5192e+00 -3.1071e+00 -2.0501e+00 +2.8541e+00 -1.9055e+00 +3.6428e-01 -2.7649e+00
33 +1.375973073e+05 +1.375973073e+05 +1.376959273e+05 +1.376959273e+05 +2.5351e-01 -1.4043e+00 -1.7467e+00 -2.1005e+00 -3.3416e+00 -3.1993e+00 -3.5230e+00 -8.6535e-01 -2.7021e-01 -2.4416e+00 +1.0200e-01 -1.6010e+00 -2.7247e-01 -2.5020e+00 +7.3772e-01 +3.6696e-01 -1.2818e+00 -2.1695e+00 +8.7383e-01 -7.9579e-01
48 +6.056756525e+04 +6.056756525e+04 +6.066618525e+04 +6.066618525e+04 -2.7474e+00 +1.7441e+00 +3.6896e+00 -2.5801e+00 -3.3244e+00 +3.2987e+00 +1.7665e+00 -1.7524e+00 -2.7852e+00 -2.6590e+00 +6.0924e-01 -3.1524e+00 -2.0436e+00 -1.0579e+00 -2.2153e+00 -1.6927e+00 +3.6023e-01 +1.5032e+00 +3.1051e+00 -1.0154e+00
228 +3.824849434e+04 +3.824849434e+04 +3.834711434e+04 +3.834711434e+04 -1.4226e+00 +7.4910e-01 +2.1730e+00 -2.0501e+00 -3.1784e+00 -2.4766e-01 -1.9409e+00 -1.7604e+00 -1.0203e+00 -1.2851e+00 +1.1883e-01 -2.0655e-01 -1.0078e+00 -9.7528e-01 -1.6922e+00 -1.8763e+00 +3.0086e-01 -1.2726e+00 +2.0443e+00 -9.3385e-01
1126 +2.509071876e+04 +2.509071876e+04 +2.518933876e+04 +2.518933876e+04 -1.4666e+00 +7.2850e-01 +3.2920e+00 -2.1221e+00 -2.8815e+00 -3.5992e-01 -1.7536e+00 -1.8536e+00 -1.8142e+00 -1.2419e+00 +2.5274e-01 -9.3407e-01 -1.2840e+00 -1.0869e+00 -2.0800e+00 -2.1709e+00 +2.0410e-01 -1.1027e+00 +1.9478e+00 -1.1861e+00
2235 +1.538351165e+04 +1.538351165e+04 +1.548213165e+04 +1.548213165e+04 -1.5649e+00 +3.4988e-01 +2.9841e+00 -2.3802e+00 -2.4712e+00 -8.9887e-02 -2.0408e+00 -1.8021e+00 -1.9136e+00 -1.4972e+00 +4.7909e-01 -9.7437e-01 -1.1379e+00 -1.4915e+00 -2.1519e+00 -2.0670e+00 +2.9816e-01 -9.3052e-01 +1.9306e+00 -8.2428e-01
3356 +9.905832977e+03 +9.905832977e+03 +1.000445298e+04 +1.000445298e+04 -1.5269e+00 +5.6428e-02 +3.1027e+00 -2.2122e+00 -2.1097e+00 -3.8531e-03 -2.1100e+00 -1.8902e+00 -2.1035e+00 -1.4710e+00 +2.9176e-01 -1.1291e+00 -1.2157e+00 -1.8115e+00 -2.1192e+00 -1.9756e+00 +3.0529e-01 -7.6848e-01 +2.0276e+00 -7.9817e-01
4150 +6.129735479e+03 +6.129735479e+03 +6.228355479e+03 +6.228355479e+03 -1.4192e+00 -3.3277e-01 +3.0934e+00 -2.1316e+00 -1.6779e+00 +1.3705e-02 -1.9610e+00 -2.0191e+00 -2.0281e+00 -1.6220e+00 +4.9165e-01 -1.4562e+00 -1.3266e+00 -2.1029e+00 -1.9717e+00 -2.1441e+00 +5.5920e-01 -6.9547e-01 +1.9501e+00 -6.3667e-01
5268 +3.844572899e+03 +3.844572899e+03 +3.943192899e+03 +3.943192899e+03 -1.2100e+00 -6.0708e-01 +3.0272e+00 -2.1462e+00 -1.3656e+00 -1.2309e-01 -1.8725e+00 -2.2643e+00 -2.2864e+00 -1.6165e+00 +4.5218e-01 -1.6086e+00 -1.1922e+00 -2.4666e+00 -2.1886e+00 -2.0641e+00 +7.3843e-01 -7.3964e-01 +1.6064e+00 -6.4499e-01
6252 +2.422394777e+03 +2.422394777e+03 +2.521014777e+03 +2.521014777e+03 -1.1094e+00 -5.7118e-01 +2.8297e+00 -2.2639e+00 -1.1802e+00 -2.6421e-02 -1.6782e+00 -2.3791e+00 -2.4409e+00 -1.5448e+00 +6.2811e-01 -1.9098e+00 -1.0510e+00 -2.5255e+00 -2.2428e+00 -1.9649e+00 +7.3312e-01 -3.4929e-01 +1.4454e+00 -6.0365e-01
7024 +1.559596081e+03 +1.559596081e+03 +1.658216081e+03 +1.658216081e+03 -1.1022e+00 -9.9393e-01 +2.6730e+00 -2.3476e+00 -8.7244e-01 -1.0105e-01 -1.5622e+00 -2.4599e+00 -2.4391e+00 -1.3912e+00 +5.8999e-01 -1.8809e+00 -1.0214e+00 -2.7070e+00 -2.2408e+00 -1.9906e+00 +8.0343e-01 -2.0261e-01 +1.5588e+00 -5.6772e-01
8015 +9.804659286e+02 +9.804659286e+02 +1.079085929e+03 +1.079085929e+03 -1.0563e+00 -1.0120e+00 +2.4743e+00 -2.1729e+00 -5.2295e-01 +8.7980e-02 -1.4582e+00 -2.5438e+00 -2.6377e+00 -1.2222e+00 +9.9284e-01 -2.0645e+00 -7.6973e-01 -2.8085e+00 -2.2676e+00 -2.0177e+00 +7.6460e-01 -1.7938e-01 +1.4456e+00 -5.1223e-01
8662 +5.656327580e+02 +5.656327580e+02 +6.642527580e+02 +6.642527580e+02 -1.0934e+00 -1.1411e+00 +2.3324e+00 -2.3260e+00 -3.2257e-01 -1.1197e-02 -1.4374e+00 -2.7698e+00 -2.8413e+00 -9.9714e-01 +1.0555e+00 -2.0797e+00 -6.7077e-01 -2.7319e+00 -2.3972e+00 -2.2507e+00 +9.9700e-01 -7.8362e-02 +1.4639e+00 -4.5453e-01
9398 +3.932316812e+02 +3.932316812e+02 +4.918516812e+02 +4.918516812e+02 -9.5431e-01 -1.2867e+00 +2.4562e+00 -2.5042e+00 -2.9340e-01 +1.2424e-02 -1.4293e+00 -2.8197e+00 -2.7603e+00 -8.9346e-01 +7.9081e-01 -2.3598e+00 -7.3778e-01 -2.9010e+00 -2.4316e+00 -2.2672e+00 +1.0644e+00 +2.7210e-02 +1.6017e+00 -4.4391e-01
10319 +2.407982284e+02 +2.407982284e+02 +3.394182284e+02 +3.394182284e+02 -9.8358e-01 -1.2686e+00 +2.3312e+00 -2.7240e+00 -1.4859e-01 -2.5198e-02 -1.5423e+00 -2.8288e+00 -3.2138e+00 -9.1872e-01 +6.7029e-01 -2.4089e+00 -6.6823e-01 -2.9905e+00 -2.5667e+00 -2.5670e+00 +7.3341e-01 +3.2685e-01 +1.4598e+00 -3.6474e-01
11691 +1.543470121e+02 +1.543470121e+02 +2.529670121e+02 +2.529670121e+02 -8.2978e-01 -1.3118e+00 +2.1065e+00 -2.8975e+00 -4.1981e-03 +1.7576e-01 -1.5367e+00 -3.0325e+00 -3.0351e+00 -7.0801e-01 +8.8715e-01 -2.5937e+00 -4.4367e-01 -3.1737e+00 -2.7095e+00 -2.7064e+00 +7.6250e-01 +3.4799e-01 +1.5511e+00 -1.5801e-01
13686 +9.998274806e+01 +9.998274806e+01 +1.986027481e+02 +1.986027481e+02 -8.9749e-01 -1.4149e+00 +1.9490e+00 -2.9643e+00 +8.8472e-02 +4.5214e-01 -1.6858e+00 -3.1050e+00 -3.1137e+00 -7.9246e-01 +7.5376e-01 -2.4806e+00 -8.3910e-02 -3.5100e+00 -2.9668e+00 -2.8923e+00 +6.7010e-01 +5.2725e-01 +1.3324e+00 -2.4984e-01
15175 +6.151991725e+01 +6.151991725e+01 +1.601399173e+02 +1.601399173e+02 -9.2236e-01 -1.2743e+00 +2.0533e+00 -2.7850e+00 +1.6827e-01 +5.0252e-01 -1.8300e+00 -3.3016e+00 -3.3751e+00 -9.2464e-01 +7.6241e-01 -2.6416e+00 +2.0151e-01 -4.0481e+00 -3.3300e+00 -3.1529e+00 +6.5582e-01 +7.1258e-01 +1.3249e+00 -3.3176e-01
16710 +3.589953678e+01 +3.589953678e+01 +1.345195368e+02 +1.345195368e+02 -9.3799e-01 -1.3026e+00 +2.2037e+00 -2.8300e+00 +7.3322e-02 +7.2845e-01 -2.1789e+00 -3.6212e+00 -3.6135e+00 -1.1248e+00 +6.7303e-01 -2.6145e+00 +7.6483e-02 -4.1663e+00 -3.3242e+00 -3.1369e+00 +5.7635e-01 +7.4671e-01 +1.2763e+00 -4.9929e-01
19108 +2.468019891e+01 +2.468019891e+01 +1.233001989e+02 +1.233001989e+02 -9.3733e-01 -1.3288e+00 +2.1640e+00 -2.7391e+00 +2.5443e-01 +1.0387e+00 -2.3504e+00 -3.6319e+00 -3.7395e+00 -1.1718e+00 +7.4222e-01 -2.5706e+00 +1.5568e-01 -3.9260e+00 -3.6146e+00 -3.1050e+00 +5.9109e-01 +7.9233e-01 +1.2593e+00 -3.4808e-01
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.404014487e+05 +2.404014487e+05 +2.403542987e+05 +2.403542987e+05 -3.0229e+00 +3.3770e-01 +3.4205e+00 +1.7782e+00 -8.9296e-01 -6.2342e-01 -1.7772e+00 -2.0740e+00 -2.7894e+00 -9.0668e-01 -2.9049e+00 -1.5490e+00 +9.8676e-01 -2.3781e-02 +2.3860e+00 +2.4174e+00 +3.1408e-01 -2.1458e+00 +3.1218e-04 -4.2349e-01
33 +1.381549630e+05 +1.381549630e+05 +1.381078130e+05 +1.381078130e+05 -2.7622e+00 +1.1906e+00 -2.0297e+00 -3.8959e-01 +2.0117e+00 -3.1782e+00 -3.6550e-01 -3.5044e+00 +8.4912e-01 +1.0723e+00 -1.8054e+00 -3.7160e-01 +3.3209e+00 -1.6422e+00 +3.3413e+00 +1.8918e+00 -3.7049e+00 -2.9920e-01 +5.7661e-01 -8.7156e-01
93 +7.448600725e+04 +7.448600725e+04 +7.443885725e+04 +7.443885725e+04 +2.5283e+00 +1.1734e+00 +7.2228e-01 +1.0869e-01 +7.1749e-01 +1.1845e+00 +8.4429e-01 -1.6559e+00 -3.2323e+00 -8.3550e-01 +1.1307e+00 +1.0159e+00 +7.8445e-01 -1.8747e+00 +1.4399e+00 -3.2804e+00 -2.0101e+00 -3.4612e+00 +1.5382e+00 +2.4946e+00
