% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.665848071e+03 +8.665848071e+03 +8.662138071e+03 +8.662138071e+03 -4.7282e+00 +2.7644e+00 -3.8517e+00 +3.9761e+00 -3.7097e+00 -1.3149e+00 +1.4573e+00 -2.8034e+00 -3.4771e+00 +6.4320e-01 -3.8889e+00 +4.9006e+00 -3.3076e+00 +3.7383e+00 -5.4620e-02 -2.5574e+00 -2.0427e+00 -2.9994e+00 +7.7527e-02 +4.7336e+00
2 +1.821384488e+03 +1.821384488e+03 +1.817674488e+03 +1.817674488e+03 +8.0221e-01 +3.8019e+00 +5.5198e-01 +1.4553e+00 -3.0138e+00 +3.5450e+00 +4.5351e+00 +8.2142e-01 +5.1253e-01 +4.9289e+00 +6.9420e-01 +3.9550e-01 -3.9618e+00 +4.0743e+00 +3.4506e-01 -4.6286e+00 -3.4528e+00 -3.6082e+00 +2.8017e+00 -6.4138e-01
3 +1.373472877e+03 +1.373472877e+03 +1.369762877e+03 +1.369762877e+03 +4.0655e+00 +2.9122e+00 +2.2114e+00 +1.2632e+00 -3.8314e+00 +1.4954e+00 -2.6564e+00 -1.6592e-01 +9.6593e-01 -2.8844e+00 +9.0955e-01 +1.6238e+00 +2.1766e+00 +9.8311e-01 +1.0162e+00 +2.5885e+00 +1.3615e+00 -7.9918e-01 +1.4819e+00 -3.2283e+00
12 +8.945395202e+02 +8.945395202e+02 +8.908295202e+02 +8.908295202e+02 +4.8584e+00 +2.1270e+00 -3.8148e+00 +8.1258e-01 -3.8150e+00 -1.3353e+00 -4.8986e+00 -3.2755e+00 +7.8090e-01 +2.7612e+00 +7.3385e-01 -1.4285e+00 +8.2039e-01 -3.2577e+00 +4.5814e+00 -4.9887e+00 +1.9210e+00 +3.3294e+00 +2.5696e+00 -3.3699e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.860136298e+03 +2.860136298e+03 +2.992316298e+03 +2.992316298e+03 -3.7461e+00 +3.4228e+00 +4.4457e+00 -4.1930e+00 -4.9224e+00 +4.5651e+00 +9.7347e-02 -2.1990e+00 +1.8129e-01 -5.3707e-01 -2.0085e+00 -4.9177e+00 +9.1759e-01 +4.0238e+00 +4.1980e+00 +3.6778e+00 -2.9543e+00 -5.4235e-02 -2.1479e+00 -1.9964e+00
6 +1.442437810e+03 +1.442437810e+03 +1.574617810e+03 +1.574617810e+03 -2.1112e-01 -2.3185e+00 -5.1897e-01 +2.1032e+00 +4.5596e+00 +1.6605e+00 -2.0631e+00 +3.1511e+00 -9.9116e-01 +2.7804e+00 +1.7573e+00 -1.8132e+00 +1.5111e+00 -4.0058e+00 +5.7270e-01 -4.6537e-01 -4.0366e+00 +3.0517e+00 -4.7741e+00 +1.9151e+00
8 +7.297623931e+02 +7.297623931e+02 +8.619423931e+02 +8.619423931e+02 -4.0815e+00 -1.4363e+00 -3.9089e-01 +4.6411e+00 -1.8648e+00 +1.9960e+00 +2.4402e-01 +4.9781e-01 -1.4680e-01 -1.6796e+00 -4.0470e+00 +1.2941e-01 +1.8122e-01 -2.8360e+00 -2.7135e+00 +1.5726e+00 +1.6961e+00 +4.4285e+00 -9.9190e-01 -1.2503e+00
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.634297382e+03 +2.634297382e+03 +2.592557382e+03 +2.592557382e+03 -4.5085e+00 +1.4075e+00 +3.8920e+00 +3.4877e+00 +3.2184e+00 +4.1487e+00 +3.7212e+00 -8.5631e-01 +2.9165e+00 +4.8656e+00 +2.2642e+00 -4.3670e+00 +1.8597e+00 -1.3513e+00 +1.1687e+00 +4.1451e+00 +1.9578e+00 +1.3822e+00 -4.6889e-01 -4.6299e+00
5 +1.422527440e+03 +1.422527440e+03 +1.380787440e+03 +1.380787440e+03 -2.8878e+00 -3.7837e+00 -1.5588e-01 -3.5426e+00 -2.0160e+00 +2.0009e+00 -2.9194e+00 -3.7815e+00 -2.3824e+00 +4.9174e+00 -4.8708e+00 +2.4154e-01 -1.4224e+00 +1.6944e+00 -3.2591e+00 +1.7956e-01 +3.7985e+00 -3.1088e+00 -4.1872e-01 +2.7368e+00
22 +9.726292273e+02 +9.726292273e+02 +9.308892273e+02 +9.308892273e+02 +3.7953e+00 -4.0636e+00 +1.0626e+00 -3.6693e+00 -1.6208e-01 -1.6174e+00 +1.6787e+00 -3.7682e+00 +1.2699e+00 -2.4317e+00 -1.0113e+00 -1.6677e+00 +4.2360e+00 -4.5332e+00 -1.3235e+00 +3.1888e+00 -1.6884e+00 +2.8958e+00 -2.2358e-01 +2.2730e+00
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.318903087e+02 +8.318903087e+02 +3.370303087e+02 +3.370303087e+02 -3.6065e+00 +1.5552e+00 -3.1106e+00 +4.5026e+00 +2.5741e+00 -4.5449e+00 -3.5736e+00 -7.1267e-01 +3.7998e+00 -4.7339e+00 +1.1338e+00 +1.9206e+00 -1.7404e+00 -1.0743e+00 -1.6361e+00 -1.6833e+00 +7.5723e-01 +1.8425e+00 +3.0144e+00 +1.0543e+00
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.276605078e+03 +5.276605078e+03 +5.625005078e+03 +5.625005078e+03 -2.3368e+00 +4.7416e+00 +3.4638e+00 +3.8132e+00 +4.1861e+00 -2.8610e+00 +3.2918e+00 +9.8484e-01 +4.5981e+00 -4.9202e+00 +4.5646e+00 -1.8210e-01 +4.9411e+00 +3.0310e+00 -1.1852e+00 -8.1044e-01 +4.7023e+00 -1.4525e+00 -2.5174e+00 +1.0667e+00
2 +1.875338886e+03 +1.875338886e+03 +2.223738886e+03 +2.223738886e+03 +3.2890e+00 -9.2507e-02 -3.1803e+00 -3.7861e+00 +3.1330e+00 +2.6399e+00 +1.0093e+00 +1.0611e+00 +3.0547e+00 +1.7974e+00 +4.5918e+00 +2.9900e-01 +3.2613e+00 -3.1746e+00 -1.3826e+00 +3.5709e-03 +4.0915e-01 -2.7335e+00 -3.6471e+00 +4.6430e+00
9 +1.051937711e+03 +1.051937711e+03 +1.400337711e+03 +1.400337711e+03 +4.1582e+00 +4.9140e+00 -4.9755e+00 -1.9039e+00 -2.4831e+00 -1.0883e+00 +1.2874e+00 +1.6022e+00 +3.5039e+00 +1.0492e+00 +1.2009e+00 -1.6295e+00 -2.8145e+00 +9.4384e-01 -1.7742e+00 -5.0561e-01 -4.0451e+00 -4.4810e+00 -1.9448e-01 -8.7283e-01
22 +8.360103186e+02 +8.360103186e+02 +1.184410319e+03 +1.184410319e+03 -3.7746e+00 -7.1861e-01 +1.9720e+00 +3.6167e+00 +3.5825e+00 +1.3128e+00 +2.3310e+00 +4.4300e-01 +2.0104e+00 +1.2817e-01 -2.1712e+00 -3.6040e+00 -3.4350e-01 -2.9523e+00 -4.7498e+00 -3.0761e+00 -1.4865e+00 +8.4389e-02 -4.6752e+00 +3.8242e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.707541454e+03 +4.707541454e+03 +4.711311454e+03 +4.711311454e+03 +7.5104e-01 -9.9956e-01 +3.5712e+00 -7.0392e-01 +4.7709e+00 +1.1714e-01 -3.6214e+00 -1.5000e+00 +2.2822e+00 +1.9316e-01 -1.7081e+00 +3.4418e+00 +2.5318e-02 -3.6602e+00 +2.6142e+00 +1.6564e+00 +4.2765e+00 +4.7297e+00 +2.5464e+00 -3.5384e+00
2 +2.638360191e+03 +2.638360191e+03 +2.642130191e+03 +2.642130191e+03 -1.0691e+00 +2.8080e+00 -3.3947e-01 +6.4796e-01 -4.8232e+00 -4.8959e+00 +3.4563e+00 -3.8818e-01 -9.3263e-02 +1.5427e-01 -4.6715e-03 +3.9670e+00 +7.1638e-01 +4.1257e+00 -1.2205e+00 -2.0612e+00 +3.2463e+00 +9.4304e-01 +1.0665e+00 +8.9353e-01
3 +1.891922683e+03 +1.891922683e+03 +1.895692683e+03 +1.895692683e+03 -3.1206e+00 +1.0746e-01 -3.8944e+00 +9.9363e-02 +4.1503e-01 +3.1341e+00 +3.8085e-02 -7.3897e-01 +2.4340e+00 +4.8620e+00 -4.8661e+00 -1.3902e+00 +2.9245e+00 +4.9208e-01 -2.2438e-01 -2.7858e+00 -4.7684e+00 +6.4752e-01 -1.9153e+00 +4.0947e-01
5 +1.230385643e+03 +1.230385643e+03 +1.234155643e+03 +1.234155643e+03 +3.6195e+00 -2.0821e+00 -1.4261e+00 -3.1130e+00 -4.4716e+00 -2.7490e+00 -1.1994e+00 +2.2099e+00 +6.1515e-01 +5.9103e-01 -1.9643e+00 +2.6579e+00 -1.2573e-03 -3.4881e+00 +1.5690e+00 +5.4194e-01 +3.6182e-01 +6.5067e-01 -3.5739e+00 +3.6751e+00
17 +8.150870660e+02 +8.150870660e+02 +8.188570660e+02 +8.188570660e+02 +1.4029e+00 +3.6939e+00 -2.2146e+00 +2.6295e+00 -2.7155e+00 +2.2757e+00 -7.5807e-01 -4.8702e+00 -1.2855e+00 +2.9026e+00 +2.5591e+00 +9.5786e-01 -9.6379e-01 -2.3702e+00 -1.0708e+00 +2.1325e+00 +2.2030e+00 -2.0451e+00 -2.1124e+00 -1.6688e+00
131 +4.984335826e+02 +4.984335826e+02 +5.022035826e+02 +5.022035826e+02 -2.2311e+00 -4.2319e+00 +3.1661e-01 +9.6689e-01 -2.1312e+00 -1.7061e+00 +2.6810e+00 +2.6353e+00 -4.6991e+00 -9.0548e-01 -4.6857e+00 +3.6994e+00 -2.5313e+00 -3.5514e+00 -4.6482e+00 +2.1774e+00 -2.0936e+00 -2.7214e+00 +1.4610e+00 +1.7141e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.966128112e+03 +3.966128112e+03 +4.003828112e+03 +4.003828112e+03 -2.4224e+00 +2.1377e+00 +2.0786e+00 -2.0701e+00 +1.7122e+00 -3.5342e+00 +4.6798e+00 -1.0181e+00 +4.2413e+00 -2.9197e-02 +3.8934e+00 -3.3330e+00 +1.2456e+00 +5.4928e-01 -2.5421e+00 +3.3834e+00 +4.8898e+00 +3.0700e+00 -1.1836e+00 +1.6524e+00
2 +1.203477858e+03 +1.203477858e+03 +1.241177858e+03 +1.241177858e+03 -2.9920e+00 +1.1410e+00 +1.1015e+00 -4.6652e+00 -2.9940e+00 +3.6997e+00 -2.0151e+00 +3.7824e+00 +5.1237e-01 +2.4617e-01 -2.8083e+00 +1.3743e+00 +1.9033e+00 +3.2287e+00 +1.0661e+00 -7.8188e-02 -4.3227e-01 -1.3884e+00 +1.1173e+00 -3.5961e+00
7 +9.857130569e+02 +9.857130569e+02 +1.023413057e+03 +1.023413057e+03 -3.7200e+00 +2.5094e+00 +4.7837e+00 -5.2620e-01 +4.9709e+00 -4.7860e+00 -3.5521e-01 -3.5574e+00 -6.2300e-01 +1.1459e-01 -3.0573e+00 -2.4865e+00 -2.1924e+00 -1.0022e+00 -1.1218e+00 +4.3083e+00 -2.5289e+00 -2.0217e+00 +2.3747e+00 -3.0286e+00
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.428781636e+03 +7.428781636e+03 +8.124471636e+03 +8.124471636e+03 -2.7561e+00 -5.0682e-01 +1.7948e+00 +3.3550e+00 +3.4664e+00 -4.9038e+00 +4.1542e+00 -1.2996e+00 +3.8140e-01 +3.5974e+00 +4.0984e+00 -5.3757e-01 +4.9251e+00 +4.9299e+00 -4.9519e+00 -1.2822e+00 -4.7806e+00 +3.9801e+00 +4.7887e+00 -4.1765e+00
2 +1.359000317e+03 +1.359000317e+03 +2.054690317e+03 +2.054690317e+03 +3.0421e+00 -8.8238e-01 -2.9616e+00 +1.0965e+00 -9.2330e-01 +1.8897e+00 -1.4653e+00 -4.7715e+00 +2.7987e+00 -3.1759e+00 -4.5628e+00 +4.1785e+00 +4.4307e+00 -1.8864e+00 -7.2687e-01 +2.3305e+00 +1.0824e+00 +7.0253e-01 -3.2862e-01 -1.2373e+00
7 +9.536616898e+02 +9.536616898e+02 +1.649351690e+03 +1.649351690e+03 +3.2049e+00 +3.5692e+00 -2.5946e+00 +4.5678e+00 +1.5799e-01 -4.3607e+00 +1.0865e+00 +1.6399e+00 -1.3590e-01 -1.2863e+00 -1.8183e+00 +3.2858e+00 -1.2817e+00 +2.8517e+00 +1.9869e+00 +2.2493e-01 +3.9653e+00 +3.6692e-01 -2.5259e+00 +2.1383e-01
112 +5.773859770e+02 +5.773859770e+02 +1.273075977e+03 +1.273075977e+03 -1.8861e+00 +1.8203e+00 -2.8957e+00 -2.0700e+00 +2.0610e+00 -1.9775e+00 -2.0105e-01 +2.6248e+00 -1.6502e+00 -8.1059e-01 +1.9337e+00 +5.1400e-01 +3.0484e+00 -2.1834e+00 -2.3398e+00 -5.2050e-01 -4.7471e-01 +2.2769e+00 -1.3086e+00 -1.5958e+00
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.808893647e+03 +8.808893647e+03 +8.690863647e+03 +8.690863647e+03 -9.8815e-01 -9.9496e-01 -4.9023e+00 +1.8083e+00 +3.8792e+00 +1.2644e+00 +3.7717e+00 -1.2172e+00 +1.6181e-01 +1.0548e+00 -2.1193e+00 +1.6320e+00 -4.7806e+00 +4.9388e+00 -2.5643e+00 -4.1631e+00 -2.1456e-01 +4.9090e+00 -3.4257e+00 +4.3781e+00
2 +1.856350070e+03 +1.856350070e+03 +1.738320070e+03 +1.738320070e+03 +5.9515e-02 +1.2871e+00 +7.8019e-02 -1.9241e+00 -2.1102e+00 -4.6909e+00 +1.7713e+00 -4.0829e+00 +1.1403e-01 +3.9460e+00 -8.0188e-01 +3.2749e+00 +7.5587e-01 +2.3877e+00 -3.8993e+00 +4.1006e-01 +1.7147e+00 +3.7438e+00 +3.9427e+00 +1.7256e+00
4 +9.126536796e+02 +9.126536796e+02 +7.946236796e+02 +7.946236796e+02 +2.5429e+00 -6.5632e-01 +3.8018e+00 +4.1509e+00 -4.9708e+00 -7.3481e-01 -4.4225e+00 -1.2087e+00 -2.0987e+00 +2.1873e+00 -2.8529e+00 +2.2376e-01 +1.4816e+00 -3.6188e+00 -4.8312e+00 -9.8425e-01 -1.3805e+00 -3.0815e+00 +1.0577e+00 -6.2773e-01
% function evaluation | noise-free fitness - Fopt (4.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.078287969e+03 +1.078287969e+03 +1.126447969e+03 +1.126447969e+03 -3.9582e+00 +3.7949e+00 +3.1292e+00 -3.5355e+00 +1.8746e+00 -2.2994e+00 -9.1586e-01 +4.0254e+00 -3.8674e+00 -2.1703e-02 -1.5035e+00 -3.4940e+00 +4.6794e+00 +3.3958e+00 -4.3429e+00 +2.3282e+00 -1.5177e+00 -4.0573e+00 +3.0097e-01 -4.5287e+00
5 +9.941039466e+02 +9.941039466e+02 +1.042263947e+03 +1.042263947e+03 +3.8122e-02 -2.8516e+00 -3.7056e+00 -1.9666e+00 +4.6435e+00 +4.7981e+00 -2.1709e+00 +3.3988e+00 -1.8178e+00 -3.4385e+00 -6.9809e-01 +3.1718e+00 +9.9553e-01 +1.2363e+00 +1.3009e+00 -1.2081e+00 -3.6816e-01 +5.4002e-01 +6.4264e-01 -2.4321e+00
168 +5.726278186e+02 +5.726278186e+02 +6.207878186e+02 +6.207878186e+02 +3.0271e+00 -3.6043e+00 +3.3966e+00 +1.5227e-01 +1.7484e+00 -1.5700e+00 +3.0696e-01 -1.5996e-02 -4.7474e+00 +4.7402e+00 +2.6868e+00 +1.1867e+00 +9.8763e-01 -7.4111e-01 -3.3344e+00 -6.1249e-01 +1.4394e+00 +8.9251e-01 +1.7337e-01 -1.1687e+00
% function evaluation | noise-free fitness - Fopt (8.384000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.404651039e+03 +1.404651039e+03 +1.488491039e+03 +1.488491039e+03 -3.3866e-01 +4.1112e+00 -8.8214e-01 +4.9644e+00 -8.4778e-02 -2.3182e+00 +9.0814e-01 -1.2246e-01 -3.9447e+00 +1.7927e+00 +2.4819e+00 +3.8814e+00 +2.7452e+00 -1.9490e+00 +2.6880e+00 +2.9190e+00 +3.9340e+00 -2.8486e+00 -4.0739e+00 -2.1193e+00
32 +9.180367371e+02 +9.180367371e+02 +1.001876737e+03 +1.001876737e+03 +3.4496e+00 +4.9954e+00 +4.9458e+00 -4.0951e+00 -3.2322e-02 +2.8027e+00 -3.1392e+00 +2.0574e+00 +4.4752e+00 -1.1976e+00 +6.8879e-02 -4.0480e+00 -2.8298e+00 +7.5951e-01 -3.2828e+00 +6.7087e-01 -1.8624e+00 +7.8344e-01 -1.5440e+00 -2.2262e+00
% function evaluation | noise-free fitness - Fopt (1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.841092619e+03 +3.841092619e+03 +3.856452619e+03 +3.856452619e+03 +4.7676e-01 +4.3293e-01 +3.0718e+00 -1.2540e+00 +7.2667e-01 -4.0915e+00 +3.3829e+00 -7.8752e-01 +4.2799e+00 -9.4677e-01 +7.6290e-01 +3.1275e+00 +4.4005e+00 -2.0412e+00 +3.9526e+00 +4.7797e+00 +4.0096e+00 -4.3372e+00 +7.3643e-01 -3.1147e+00
2 +2.087082020e+03 +2.087082020e+03 +2.102442020e+03 +2.102442020e+03 -2.9834e+00 +3.2905e+00 +1.6458e+00 -1.3953e+00 +2.9025e+00 -1.5226e+00 -3.6542e+00 -4.2153e+00 -5.9412e-01 -1.6501e+00 -1.3275e-02 +3.2805e+00 -2.4799e+00 +3.0842e+00 -4.9937e+00 +1.3895e+00 +2.6296e+00 -4.6892e+00 -6.4039e-01 -3.3103e+00
3 +1.278206221e+03 +1.278206221e+03 +1.293566221e+03 +1.293566221e+03 -3.4237e+00 -1.8854e+00 -4.8759e+00 +3.7050e+00 +8.2601e-01 -3.8496e+00 +7.6765e-01 +4.5461e+00 -4.4263e+00 +1.6026e+00 -3.2443e+00 -3.8285e+00 -1.8658e+00 -4.0520e+00 +2.0918e+00 +8.1793e-01 -3.4776e+00 +2.0502e+00 -2.2575e-01 -1.3100e+00
47 +8.767125974e+02 +8.767125974e+02 +8.920725974e+02 +8.920725974e+02 -3.7267e+00 -3.0535e+00 -1.8304e+00 +3.5701e+00 +4.1025e-02 -1.6750e+00 -1.8319e+00 +2.5876e+00 -1.1717e+00 -2.9920e-01 +2.0623e+00 -4.9448e+00 -3.0023e+00 +1.7115e+00 -1.1764e+00 -3.9324e+00 +2.6976e+00 +3.5912e+00 -3.3759e+00 -3.8801e+00
