% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
59 +9.909109671e+02 +9.909109671e+02 +4.960509671e+02 +4.960509671e+02 +4.2609e-02 -2.5647e+00 +2.6462e+00 -3.6024e+00 +1.5348e+00 -1.8105e+00 -1.3608e+00 +1.1527e+00 -1.8288e+00 -4.0290e+00 +3.5815e-01 +1.9027e+00 -2.3315e+00 -9.5661e-01 -4.9301e+00 -1.0285e+00 +1.4548e+00 -1.3600e-01 +9.5865e-01 +8.8021e-01
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.711954760e+03 +5.711954760e+03 +6.060354760e+03 +6.060354760e+03 -6.9023e-01 +3.2078e+00 +3.1070e+00 +3.1275e+00 +3.5375e-01 +3.0607e+00 +3.3550e-01 -1.6570e+00 -2.5805e-01 -2.3320e+00 -3.2886e+00 -4.1597e-01 +4.8117e+00 +1.1440e+00 -4.3306e+00 -3.5825e+00 +1.2973e-01 -1.2901e+00 +1.8567e+00 -2.8621e+00
2 +1.839529457e+03 +1.839529457e+03 +2.187929457e+03 +2.187929457e+03 +7.9087e-01 -2.2478e+00 +1.1503e+00 -7.8973e-01 +2.4860e+00 +4.1558e+00 -1.2762e+00 -3.8984e+00 -2.1756e+00 +3.8816e+00 -2.0858e+00 +1.8977e-01 -3.4918e+00 +3.2776e+00 -4.8481e+00 +1.6936e+00 +2.7790e+00 -4.6584e+00 -3.3852e+00 -3.9640e+00
4 +1.062050067e+03 +1.062050067e+03 +1.410450067e+03 +1.410450067e+03 -6.4064e-01 +1.4875e+00 -1.7188e+00 +1.1823e-01 -4.1564e+00 -2.9793e+00 -2.8080e+00 -4.5315e+00 +2.9451e+00 -4.6797e+00 -2.1002e+00 -2.8648e+00 +1.6835e+00 +3.6489e+00 +2.0230e+00 -1.9473e+00 -2.6253e+00 +1.0684e+00 +2.1737e+00 +3.8556e+00
57 +9.251194563e+02 +9.251194563e+02 +1.273519456e+03 +1.273519456e+03 +4.3762e-01 -3.7143e+00 -4.6804e+00 -4.6383e+00 +2.8712e+00 +2.1711e+00 -2.5020e+00 -3.2901e+00 +1.5631e+00 -3.0640e-01 +3.8049e+00 +4.2120e+00 -2.2010e+00 -2.5295e-01 -1.3536e-01 -1.5708e+00 +1.0296e+00 +2.6127e+00 +1.1423e+00 -1.3394e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.435259016e+03 +1.435259016e+03 +1.439029016e+03 +1.439029016e+03 -3.9563e+00 -3.9913e+00 -1.5352e+00 -3.7185e+00 -4.5093e-01 -4.6200e+00 +1.5615e-01 +2.7422e+00 +1.0710e+00 +4.4160e+00 -1.6715e+00 +3.2859e+00 +1.1718e+00 -9.2697e-01 -3.7119e+00 -4.3588e+00 -4.9390e-01 -1.4932e-01 +8.5256e-01 -2.3141e+00
48 +9.626345662e+02 +9.626345662e+02 +9.664045662e+02 +9.664045662e+02 -2.1062e+00 -4.7878e+00 +2.9628e+00 -1.2154e+00 -2.0993e+00 +3.6893e+00 -2.9893e+00 +4.0852e+00 -2.7241e+00 +3.8469e+00 +7.6516e-01 +1.3882e+00 -1.9273e+00 +3.0391e+00 +1.3109e+00 -1.1352e-01 -1.5853e-02 -1.7753e+00 -4.0632e-01 +4.0525e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.176543016e+03 +5.176543016e+03 +5.214243016e+03 +5.214243016e+03 -2.7293e+00 -5.3566e-01 +5.9249e-01 +3.9886e+00 +2.5975e+00 -3.9099e+00 +3.7868e+00 -3.0509e+00 +3.6399e+00 -5.0307e-01 -3.5807e+00 -3.6425e+00 +3.3828e+00 +1.3206e+00 +3.5445e+00 -3.7045e+00 -1.6391e+00 +2.5626e+00 -4.9344e+00 +2.6074e+00
2 +2.694820698e+03 +2.694820698e+03 +2.732520698e+03 +2.732520698e+03 +4.9695e+00 +9.6672e-01 +3.8827e+00 -3.4279e+00 -4.4620e+00 -9.1911e-01 -2.5734e+00 +4.1101e+00 -2.9036e+00 -3.9228e+00 +3.8859e-01 -1.2845e+00 -2.2235e+00 +2.2566e+00 -1.0336e+00 +1.4118e+00 +7.1039e-01 -2.8936e+00 +2.0042e+00 +4.0104e+00
4 +2.433027992e+03 +2.433027992e+03 +2.470727992e+03 +2.470727992e+03 -8.0979e-02 -3.7652e+00 +4.5549e+00 -4.0823e+00 +1.8345e+00 +4.2010e+00 +3.9714e+00 -3.7352e+00 -2.2387e+00 -1.8680e+00 +1.5421e+00 +4.2574e+00 -4.8760e+00 +3.8370e+00 -2.8159e+00 -3.3015e+00 -4.9748e-01 -2.2088e-01 +2.5164e+00 -3.2229e+00
11 +1.523383815e+03 +1.523383815e+03 +1.561083815e+03 +1.561083815e+03 -4.3348e+00 -4.0400e+00 +2.8524e+00 +3.8335e+00 +2.1220e+00 -4.3436e+00 -4.2535e+00 -3.0806e+00 +1.6273e+00 -2.4499e+00 -7.1959e-01 +3.1636e+00 +1.2485e+00 +3.3203e+00 +6.4766e-01 -2.8399e-01 -3.8026e+00 -2.4601e+00 +4.4744e+00 +2.0868e+00
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.116748653e+04 +1.116748653e+04 +1.186317653e+04 +1.186317653e+04 +1.2806e+00 -3.0301e-01 -4.5383e+00 +4.4399e+00 +4.2315e+00 +1.7031e+00 +2.8507e+00 +1.0024e+00 -7.2011e-01 +3.4006e+00 +4.4482e+00 +4.6060e+00 -4.8578e+00 +3.4961e+00 +4.1386e+00 -5.9912e-01 -4.5564e+00 -6.2171e-01 -4.3660e+00 +3.5263e-02
2 +4.781228290e+03 +4.781228290e+03 +5.476918290e+03 +5.476918290e+03 -2.2121e+00 -1.9793e+00 +3.4708e+00 +4.5430e+00 +4.5042e+00 +1.2892e+00 -4.6266e+00 -2.5325e+00 +1.7053e+00 -4.0931e-01 +1.5668e+00 -4.2561e+00 +4.1527e+00 -2.3091e+00 +2.4569e+00 -2.4776e+00 -2.0730e+00 +2.2568e+00 -3.5245e+00 +1.5631e+00
6 +1.376450809e+03 +1.376450809e+03 +2.072140809e+03 +2.072140809e+03 +1.0317e+00 -1.8736e+00 -3.7469e+00 -3.4925e+00 -1.9449e+00 -3.6668e+00 +2.0482e-01 -1.9491e-01 -2.9408e+00 -2.1661e+00 -1.1828e+00 -2.6650e+00 -2.4370e+00 +3.2777e+00 +2.2459e+00 +4.4304e+00 -3.4538e+00 +5.0350e-01 +2.2568e+00 -3.7314e+00
85 +8.676418511e+02 +8.676418511e+02 +1.563331851e+03 +1.563331851e+03 +1.6003e+00 +2.9137e+00 +2.3134e+00 +2.1714e+00 -3.5222e+00 -3.2245e+00 -3.7516e+00 -3.4006e+00 -4.1957e+00 +3.6328e+00 -2.1522e+00 -2.2047e+00 +4.5928e-01 +3.4606e+00 +9.8233e-01 +9.7366e-02 +1.9594e+00 +1.1526e+00 +4.1015e+00 -2.6809e+00
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.451794661e+03 +7.451794661e+03 +7.333764661e+03 +7.333764661e+03 -3.8233e+00 -3.3921e+00 +3.7277e-01 +2.2698e+00 +3.6690e+00 +2.2720e+00 +4.2193e+00 -4.3793e-01 -1.3445e+00 +2.7933e+00 +5.2198e-01 +2.3034e+00 +2.9950e+00 +1.6431e+00 +3.8061e+00 -4.1597e+00 -2.8523e+00 +1.5013e+00 +2.7132e+00 -3.9612e+00
2 +3.534362111e+03 +3.534362111e+03 +3.416332111e+03 +3.416332111e+03 -4.2305e+00 +3.4678e+00 -7.1415e-01 -6.5787e-01 -7.3457e-01 +2.8228e+00 -3.0271e+00 +4.3375e+00 -4.1222e+00 -8.0751e-01 +3.0707e+00 +4.7972e+00 +2.5883e+00 +3.6617e+00 +1.9515e+00 +3.5421e+00 +4.7829e+00 -3.7469e-03 -5.3753e-01 -2.1350e+00
4 +1.703049819e+03 +1.703049819e+03 +1.585019819e+03 +1.585019819e+03 -1.4867e+00 -1.2855e+00 -3.5620e+00 -3.8894e+00 -4.3551e+00 -4.3140e+00 +4.6220e+00 -3.8666e+00 -1.9927e+00 -4.6875e+00 -7.9166e-01 -4.2742e+00 -1.1448e+00 -3.6352e+00 -4.5961e+00 -2.9781e+00 -3.5747e+00 +1.6313e+00 +1.4364e+00 +2.5805e+00
20 +1.562572329e+03 +1.562572329e+03 +1.444542329e+03 +1.444542329e+03 -2.0549e+00 -3.6006e+00 -1.0878e+00 -2.4606e+00 +4.4344e+00 +1.9190e+00 -2.8466e+00 +3.8261e+00 -2.9703e-01 +2.2132e+00 +2.1400e+00 -3.5481e+00 -1.2901e+00 +4.6926e+00 -2.0147e+00 -4.0504e+00 +4.4652e+00 +1.8015e+00 +1.1452e+00 -1.8779e+00
32 +8.339871737e+02 +8.339871737e+02 +7.159571737e+02 +7.159571737e+02 +2.1851e+00 +4.6702e+00 -2.1852e+00 +1.0196e+00 -3.5372e+00 +3.3012e+00 +3.4466e+00 -3.6270e+00 +1.4466e+00 +2.0657e+00 +1.2679e+00 +1.4466e+00 +1.0372e+00 -2.4847e+00 -6.8208e-01 -3.6085e+00 +4.8519e-01 +1.7520e+00 -5.3605e-02 +4.1695e-01
% function evaluation | noise-free fitness - Fopt (4.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.435696860e+03 +3.435696860e+03 +3.483856860e+03 +3.483856860e+03 -3.8508e+00 +3.9388e+00 -3.7118e+00 +1.0086e+00 +2.4143e+00 -4.0105e+00 +4.8673e+00 -4.2829e+00 -4.1360e-01 +1.0059e+00 +2.0284e+00 -3.5562e+00 -4.9772e+00 -3.7171e+00 +3.1422e+00 -3.4310e+00 -3.5189e+00 +1.3677e+00 -4.0555e+00 -2.5324e+00
6 +2.016563886e+03 +2.016563886e+03 +2.064723886e+03 +2.064723886e+03 -1.3098e+00 +1.2129e-01 -4.9630e+00 +3.0647e+00 -1.6498e+00 -3.0061e+00 +4.7179e+00 -4.5801e+00 +8.5051e-01 +2.8948e+00 -1.8530e+00 +4.2057e+00 +1.0360e+00 +4.7589e+00 +2.1755e+00 +4.5357e+00 -6.4408e-01 +2.9815e+00 -3.8313e+00 +4.4120e+00
21 +1.300233198e+03 +1.300233198e+03 +1.348393198e+03 +1.348393198e+03 -3.3535e+00 -4.5965e+00 +4.7695e-01 -4.1515e+00 -3.4363e+00 -2.3626e+00 +1.5083e+00 -3.7178e+00 -3.3624e+00 -3.3162e+00 +1.0954e+00 +1.4540e+00 -4.5303e+00 -2.4797e-01 +1.9994e+00 +2.6168e+00 +1.8078e+00 -1.8499e+00 -1.7282e+00 +1.2343e+00
52 +9.413873243e+02 +9.413873243e+02 +9.895473243e+02 +9.895473243e+02 +1.6859e+00 -1.5417e+00 -4.3616e+00 -6.8439e-03 -5.2381e-01 -3.7554e+00 -1.7999e+00 +5.5527e-02 -6.5281e-01 -3.5738e+00 -3.9825e+00 +1.1536e+00 -2.4629e+00 -1.4772e+00 -8.2025e-01 +2.0857e+00 +1.9073e+00 +3.9378e-01 -1.0501e+00 -4.4771e-02
% function evaluation | noise-free fitness - Fopt (8.384000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.135065482e+03 +2.135065482e+03 +2.218905482e+03 +2.218905482e+03 -2.8491e+00 -2.7057e+00 -4.2324e+00 -2.2287e-01 -3.0728e+00 +1.2762e+00 -4.9348e+00 -3.0033e+00 -4.5106e+00 -4.9583e+00 -1.9955e-01 -4.3640e+00 +3.2227e+00 -1.5316e+00 -1.3858e+00 -3.8776e+00 -3.8110e+00 +3.9673e+00 -3.0050e+00 +3.6966e+00
4 +1.432855585e+03 +1.432855585e+03 +1.516695585e+03 +1.516695585e+03 -4.6687e+00 +4.0162e+00 -1.2708e+00 +2.4778e+00 -3.8099e+00 -4.7599e+00 +1.9886e+00 +2.7037e+00 -4.4382e+00 -3.6121e-01 -3.2151e+00 -3.1227e+00 +2.1027e+00 +2.6924e-01 +1.9322e+00 +1.2887e+00 -2.0183e+00 -3.8369e+00 -4.2384e-01 -2.0656e+00
18 +9.073678261e+02 +9.073678261e+02 +9.912078261e+02 +9.912078261e+02 -4.5695e+00 -1.4915e+00 -3.4709e+00 -4.3033e+00 +8.9042e-01 +2.4423e+00 -5.9442e-01 -1.6670e+00 +6.6464e-01 +8.3313e-01 -2.6034e+00 -1.4386e+00 -8.9707e-01 +3.2478e+00 +6.7595e-01 +4.2804e+00 -3.2159e+00 -2.6775e+00 +4.0756e-01 -3.2749e-01
% function evaluation | noise-free fitness - Fopt (1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.490443222e+03 +1.490443222e+03 +1.505803222e+03 +1.505803222e+03 +2.8826e+00 -5.4564e-02 +8.8152e-01 +7.5668e-01 +3.5294e-01 -2.5449e+00 -1.6822e+00 +1.3978e+00 +2.8909e+00 +2.4551e+00 +2.7025e+00 +3.4109e+00 +2.5489e-01 -2.9347e+00 +3.0369e+00 -5.6568e-01 -4.8841e+00 +1.1749e+00 +1.5628e+00 -3.5158e+00
35 +8.563299592e+02 +8.563299592e+02 +8.716899592e+02 +8.716899592e+02 -1.5762e+00 -3.1480e+00 +4.9386e-02 -6.2826e-01 -2.3006e+00 +1.2190e+00 +2.7013e+00 +8.6634e-01 +3.7612e-01 -2.0616e+00 +1.9620e+00 -4.3950e-01 +2.1541e-02 +2.5574e+00 +3.5966e+00 -1.7511e+00 -4.8038e+00 +4.8337e+00 +3.4615e+00 -3.8035e+00
