% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
856 +1.357415366e+02 +1.357415366e+02 -4.107584634e+02 -4.107584634e+02 -1.3169e+00 +4.5751e-01 +1.5744e+00 +1.5512e+00 +1.4242e+00 -2.6983e+00 +1.3520e+00 -2.7814e-01 -9.9509e-01 +1.7625e+00 +2.4075e+00 +8.4969e-02 +1.0728e+00 -1.8928e+00 +1.5956e+00 -4.4702e-01 +2.8137e+00 -1.4656e+00 -7.8475e-01 +2.3264e+00
989 +6.173261157e+01 +6.173261157e+01 -4.847673884e+02 -4.847673884e+02 -1.3281e+00 +2.6493e-01 +1.4680e+00 +1.6488e+00 +1.3110e+00 -2.7487e+00 +1.3081e+00 -2.3493e-01 -1.0571e+00 +1.7590e+00 +2.4536e+00 +8.3681e-02 +9.3664e-01 -1.7717e+00 +1.5548e+00 -5.7643e-01 +2.6629e+00 -1.1807e+00 -8.9201e-01 +2.3688e+00
1111 +3.614048192e+01 +3.614048192e+01 -5.103595181e+02 -5.103595181e+02 -1.2727e+00 +2.3760e-01 +1.4292e+00 +1.5890e+00 +1.2851e+00 -2.7479e+00 +1.2149e+00 -2.0056e-01 -1.0473e+00 +1.7516e+00 +2.4335e+00 +9.9799e-02 +8.5676e-01 -1.8221e+00 +1.4680e+00 -6.3784e-01 +2.6426e+00 -1.1633e+00 -9.5315e-01 +2.4449e+00
1117 +1.726299143e+01 +1.726299143e+01 -5.292370086e+02 -5.292370086e+02 -1.4005e+00 +2.4319e-01 +1.5659e+00 +1.5837e+00 +1.3645e+00 -2.6707e+00 +1.2142e+00 -1.4858e-01 -1.0256e+00 +1.7463e+00 +2.3922e+00 +1.5582e-01 +9.1343e-01 -1.8197e+00 +1.4819e+00 -5.9856e-01 +2.6625e+00 -1.2666e+00 -9.0383e-01 +2.3710e+00
1254 +1.415947068e+01 +1.415947068e+01 -5.323405293e+02 -5.323405293e+02 -1.4030e+00 +2.0728e-01 +1.5839e+00 +1.6275e+00 +1.3257e+00 -2.6463e+00 +1.2420e+00 -6.3541e-02 -1.1176e+00 +1.6575e+00 +2.3087e+00 +2.1389e-01 +9.9768e-01 -1.7555e+00 +1.5521e+00 -5.1080e-01 +2.7045e+00 -1.2598e+00 -8.5395e-01 +2.4398e+00
1265 +6.758906857e+00 +6.758906857e+00 -5.397410931e+02 -5.397410931e+02 -1.3596e+00 +2.5289e-01 +1.5602e+00 +1.5748e+00 +1.2819e+00 -2.6194e+00 +1.2641e+00 -1.0022e-01 -9.9233e-01 +1.6706e+00 +2.3358e+00 +2.2200e-01 +9.8632e-01 -1.7363e+00 +1.4977e+00 -5.2433e-01 +2.6575e+00 -1.2732e+00 -9.0691e-01 +2.3742e+00
1592 +5.895156189e+00 +5.895156189e+00 -5.406048438e+02 -5.406048438e+02 -1.4087e+00 +2.8065e-01 +1.4880e+00 +1.5063e+00 +1.2836e+00 -2.5654e+00 +1.2570e+00 -2.9606e-02 -1.0736e+00 +1.5839e+00 +2.3168e+00 +3.0593e-01 +9.0277e-01 -1.6520e+00 +1.4429e+00 -6.0130e-01 +2.6228e+00 -1.1987e+00 -8.6069e-01 +2.3292e+00
1723 +3.964161536e+00 +3.964161536e+00 -5.425358385e+02 -5.425358385e+02 -1.3690e+00 +3.4886e-01 +1.5513e+00 +1.5402e+00 +1.3154e+00 -2.5286e+00 +1.1755e+00 +4.9605e-02 -1.1456e+00 +1.6093e+00 +2.3928e+00 +3.1498e-01 +8.5995e-01 -1.5652e+00 +1.5110e+00 -6.3830e-01 +2.5669e+00 -1.2093e+00 -7.8482e-01 +2.3571e+00
8795 +2.484525678e+00 +2.484525678e+00 -5.440154743e+02 -5.440154743e+02 -9.9597e-01 +2.8287e-01 +1.5198e+00 +1.5783e+00 +1.5050e+00 -2.1419e+00 +9.8733e-01 -6.3183e-02 -9.6363e-01 +1.7457e+00 +2.2380e+00 +1.9354e-01 +8.9355e-01 -1.4225e+00 +1.7980e+00 -6.4277e-01 +2.4962e+00 -1.6302e+00 -1.0150e+00 +2.4027e+00
29118 +1.574939072e+00 +1.574939072e+00 -5.449250609e+02 -5.449250609e+02 +5.4353e-01 +1.1557e+00 +2.2393e+00 -1.8094e+00 +2.1405e+00 +1.3048e+00 -4.5110e-01 +2.5602e+00 +1.9834e-01 +6.2302e-01 +1.8583e+00 +2.1954e+00 +2.1440e+00 -4.9220e-01 +2.4876e+00 -2.0214e+00 +1.4714e+00 -1.8592e+00 -9.1212e-01 +2.3766e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.587941652e+04 +7.587941652e+04 +7.687941652e+04 +7.687941652e+04 -8.7165e-01 -4.8575e-01 -2.9413e+00 -5.6226e-01 +6.4419e-01 +2.3584e+00 +2.8099e+00 -1.7563e+00 +7.4410e-01 +7.3620e-01 -1.0311e+00 +1.9408e+00 +2.4345e+00 +1.9262e+00 -1.9878e+00 -2.2481e+00 -7.1782e-01 +1.5933e+00 -3.8433e+00 -9.0110e-01
2 +5.082895286e+04 +5.082895286e+04 +5.182895286e+04 +5.182895286e+04 +7.0828e-01 +2.4689e+00 -2.4079e+00 +6.8563e-02 +3.7038e+00 +3.6124e+00 +3.4598e-01 +1.2005e+00 -3.5384e+00 -1.3297e+00 -1.8740e+00 -1.5492e-01 -3.5556e+00 +1.4904e+00 +3.2161e-01 +1.3947e+00 -2.1570e+00 -1.0257e+00 +1.1347e+00 -2.2414e-01
29 +5.919391352e+03 +5.919391352e+03 +6.919391352e+03 +6.919391352e+03 +6.2022e-01 +2.3657e+00 -9.9523e-01 -6.6469e-01 +2.5938e+00 +2.4304e+00 -8.2861e-01 +1.7603e+00 +1.7050e+00 -2.3692e+00 -2.3999e+00 -6.0754e-02 +5.9431e-01 -2.4835e+00 -9.6101e-01 -7.7728e-01 -1.4725e+00 -9.4537e-01 -2.3134e-01 +8.2527e-01
284 +3.104195160e+03 +3.104195160e+03 +4.104195160e+03 +4.104195160e+03 +1.1315e+00 +2.7550e+00 -1.1795e+00 -5.2368e-01 +2.7478e+00 +2.6908e+00 -6.7981e-01 +2.2715e+00 +1.6793e+00 -1.8380e+00 -2.2640e+00 +5.7344e-01 -1.0577e-01 -2.3357e+00 -5.3098e-01 -1.2073e+00 -1.0473e+00 -8.8342e-01 -7.4616e-01 +9.7797e-01
416 +2.509061428e+03 +2.509061428e+03 +3.509061428e+03 +3.509061428e+03 +9.3783e-01 +2.5373e+00 -1.0382e+00 -3.7187e-01 +2.5298e+00 +2.5991e+00 -4.2542e-01 +2.0022e+00 -8.7845e-01 -1.9009e+00 -2.4573e+00 +3.5055e-01 -2.1730e-01 -2.1780e+00 -1.1397e-01 -9.9237e-01 -1.2693e+00 -7.1735e-01 -3.9060e-01 +9.5939e-01
805 +1.541023015e+03 +1.541023015e+03 +2.541023015e+03 +2.541023015e+03 +1.1352e+00 +2.6128e+00 -1.1309e+00 -4.3416e-01 +2.2572e+00 +2.5119e+00 -5.2996e-01 +2.0724e+00 -5.8027e-01 -2.0269e+00 -2.3697e+00 +3.5096e-01 -1.3726e-01 -2.1351e+00 -1.7472e-01 -9.3198e-01 -1.2652e+00 -6.2584e-01 -5.8052e-01 +1.0127e+00
1192 +9.028341434e+02 +9.028341434e+02 +1.902834143e+03 +1.902834143e+03 +1.1022e+00 +2.6418e+00 -1.0278e+00 -4.6870e-01 +2.2001e+00 +2.8729e+00 -6.3407e-01 +2.1686e+00 -7.1928e-01 -1.8670e+00 -2.3287e+00 +1.2705e-01 -1.8467e-01 -2.1514e+00 -1.2046e-01 -9.7372e-01 -1.1423e+00 -7.8886e-01 -8.5844e-01 +1.2004e+00
1662 +5.950059986e+02 +5.950059986e+02 +1.595005999e+03 +1.595005999e+03 +1.1077e+00 +2.5468e+00 -1.0700e+00 -6.0290e-01 +2.0548e+00 +2.8699e+00 -6.2818e-01 +2.1780e+00 -8.2365e-01 -1.9147e+00 -2.3208e+00 +7.3459e-02 -2.8063e-01 -2.0321e+00 -1.8852e-01 -9.5025e-01 -1.1027e+00 -8.4379e-01 -8.4081e-01 +1.1766e+00
1863 +3.713911849e+02 +3.713911849e+02 +1.371391185e+03 +1.371391185e+03 +4.5690e-01 +1.4403e+00 -2.9374e+00 -1.0861e+00 +2.0117e-01 -1.2686e+00 -1.2516e+00 +6.9838e-01 -9.1066e-01 -1.1224e+00 -5.1912e-01 -1.0596e+00 -1.1228e-01 -1.9226e+00 +1.7691e-02 -2.4500e+00 -1.9019e+00 -1.4172e+00 -6.7705e-01 +1.2517e+00
1973 +2.321030371e+02 +2.321030371e+02 +1.232103037e+03 +1.232103037e+03 +3.6500e-01 +1.4953e+00 -2.8640e+00 -1.0878e+00 +2.0328e-01 -1.1867e+00 -1.2776e+00 +7.4178e-01 -8.3167e-01 -1.0268e+00 -5.6796e-01 -9.6975e-01 -9.9166e-02 -1.9494e+00 -7.6200e-02 -2.3847e+00 -1.9333e+00 -1.3693e+00 -6.9659e-01 +1.1880e+00
2102 +1.571087637e+02 +1.571087637e+02 +1.157108764e+03 +1.157108764e+03 +3.5782e-01 +1.5841e+00 -2.8046e+00 -1.0224e+00 +1.1345e-01 -1.1056e+00 -1.2803e+00 +7.5284e-01 -8.1601e-01 -9.4344e-01 -4.6929e-01 -9.2741e-01 -1.1372e-01 -1.9268e+00 -6.9968e-02 -2.3063e+00 -2.0163e+00 -1.4477e+00 -7.8571e-01 +1.0889e+00
2363 +8.716166368e+01 +8.716166368e+01 +1.087161664e+03 +1.087161664e+03 +4.7882e-01 +1.5040e+00 -2.8102e+00 -1.2701e+00 +1.7479e-01 -1.0128e+00 -1.3690e+00 +8.9534e-01 -8.9649e-01 -8.1561e-01 -6.1770e-01 -1.0746e+00 -2.4410e-01 -1.9503e+00 -1.4404e-01 -2.4954e+00 -2.0017e+00 -1.3890e+00 -7.8366e-01 +1.3208e+00
2390 +6.065378768e+01 +6.065378768e+01 +1.060653788e+03 +1.060653788e+03 +4.6176e-01 +1.5319e+00 -2.7599e+00 -1.2113e+00 +6.6608e-02 -9.9665e-01 -1.3385e+00 +9.0467e-01 -8.0906e-01 -9.7519e-01 -5.3002e-01 -1.0412e+00 -1.9579e-01 -1.9906e+00 -1.5947e-01 -2.5250e+00 -1.9589e+00 -1.4427e+00 -8.8024e-01 +1.3685e+00
2627 +3.974763853e+01 +3.974763853e+01 +1.039747639e+03 +1.039747639e+03 +3.7980e-01 +1.5170e+00 -2.8413e+00 -1.2317e+00 +2.2264e-02 -8.5852e-01 -1.3569e+00 +1.0019e+00 -9.0031e-01 -9.4961e-01 -5.5041e-01 -9.0255e-01 -1.9164e-01 -2.1549e+00 -1.7055e-01 -2.5489e+00 -1.9541e+00 -1.3626e+00 -8.4486e-01 +1.2708e+00
2648 +1.764795833e+01 +1.764795833e+01 +1.017647958e+03 +1.017647958e+03 +3.3433e-01 +1.4300e+00 -2.6822e+00 -1.0877e+00 -2.5863e-02 -9.0239e-01 -1.4048e+00 +1.0668e+00 -9.5540e-01 -9.7658e-01 -5.9971e-01 -9.3939e-01 -2.1392e-01 -2.0692e+00 -3.3829e-01 -2.3596e+00 -1.9421e+00 -1.3603e+00 -7.5233e-01 +1.3800e+00
2763 +1.550921910e+01 +1.550921910e+01 +1.015509219e+03 +1.015509219e+03 +2.4248e-01 +1.3720e+00 -2.7442e+00 -1.0123e+00 +4.3010e-02 -8.4078e-01 -1.4544e+00 +1.0831e+00 -9.7449e-01 -8.8374e-01 -5.1647e-01 -9.5540e-01 -2.5059e-01 -2.0872e+00 -2.7645e-01 -2.3171e+00 -1.8710e+00 -1.3006e+00 -8.3875e-01 +1.4386e+00
3097 +8.074619200e+00 +8.074619200e+00 +1.008074619e+03 +1.008074619e+03 +4.0232e-01 +1.4793e+00 -2.6785e+00 -1.2033e+00 -5.9293e-02 -8.2291e-01 -1.3568e+00 +1.1473e+00 -9.5850e-01 -7.6732e-01 -6.0818e-01 -1.0343e+00 -2.5935e-01 -2.2116e+00 -3.6328e-01 -2.4064e+00 -1.7850e+00 -1.4676e+00 -8.4685e-01 +1.3455e+00
3227 +4.780285253e+00 +4.780285253e+00 +1.004780285e+03 +1.004780285e+03 +1.7997e-01 +1.5089e+00 -2.6235e+00 -9.4269e-01 +1.0595e-01 -7.2728e-01 -1.5487e+00 +1.1546e+00 -9.2795e-01 -9.3714e-01 -6.8637e-01 -9.1533e-01 -1.9682e-01 -2.0962e+00 -1.5790e-01 -2.2721e+00 -1.8663e+00 -1.1661e+00 -9.4405e-01 +1.4625e+00
3485 +3.879849697e+00 +3.879849697e+00 +1.003879850e+03 +1.003879850e+03 +3.0883e-01 +1.4682e+00 -2.6094e+00 -1.0215e+00 +1.7101e-01 -7.3628e-01 -1.5496e+00 +1.0419e+00 -1.1481e+00 -8.7654e-01 -4.4497e-01 -1.0771e+00 -1.3265e-01 -2.1045e+00 -3.3407e-01 -2.5109e+00 -1.6875e+00 -1.2141e+00 -8.0590e-01 +1.4786e+00
7707 +2.487019784e+00 +2.487019784e+00 +1.002487020e+03 +1.002487020e+03 +1.4628e+00 +2.0508e+00 -1.1734e+00 -9.1359e-01 +1.0691e+00 +2.8606e+00 -6.8576e-01 +2.4448e+00 -7.5108e-01 -1.3992e+00 -2.3461e+00 -2.2731e-01 -7.7541e-01 -1.8602e+00 -6.0521e-01 -9.5221e-01 -1.0537e+00 -1.3365e+00 -1.1463e+00 +1.1502e+00
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.710698034e+05 +2.710698034e+05 +2.712781834e+05 +2.712781834e+05 +3.2607e+00 -2.5248e+00 +3.0894e+00 -3.2614e+00 +3.0589e+00 -1.5669e+00 +3.2696e+00 -1.0666e+00 -5.5087e-01 -1.8700e+00 -2.3870e+00 +3.1885e+00 +8.9248e-01 -3.7367e+00 -1.5369e+00 +3.8666e+00 -5.6712e-01 -2.2286e+00 -1.5302e+00 -3.4175e+00
2 +2.116052378e+05 +2.116052378e+05 +2.118136178e+05 +2.118136178e+05 +1.0206e+00 +1.5705e+00 -2.0964e+00 -2.1181e+00 +3.7230e+00 -6.1581e-01 -3.6622e+00 -3.1321e+00 -3.2716e-01 -2.9647e+00 +3.0214e+00 -7.5462e-01 +2.1471e+00 +3.5357e+00 +7.5322e-01 +3.3303e+00 +6.6728e-01 -1.3685e+00 -2.3202e+00 -3.8532e-01
4 +1.396584423e+05 +1.396584423e+05 +1.398668223e+05 +1.398668223e+05 -3.9471e+00 -1.2295e+00 +1.3671e+00 -2.6021e+00 -2.3112e+00 -4.2267e-01 -1.6367e+00 -3.6796e+00 +3.4080e+00 +1.1684e+00 -1.1639e+00 -3.6277e+00 -3.5223e+00 -3.8179e+00 +8.5401e-01 +1.1687e+00 -3.0098e+00 -2.7912e-01 +2.0152e+00 +8.2386e-01
7 +9.621565832e+04 +9.621565832e+04 +9.642403832e+04 +9.642403832e+04 +2.0205e+00 +2.4252e+00 -8.6929e-01 +3.5774e+00 -2.5427e+00 +3.5593e+00 +4.4863e-01 +1.7263e+00 -2.1682e+00 -1.1747e+00 +3.9903e+00 -5.4980e-01 -6.4888e-01 +3.0561e+00 +1.2018e+00 -2.4679e+00 -1.2212e+00 -3.1215e+00 +7.7095e-01 +2.6401e+00
13 +6.170391265e+04 +6.170391265e+04 +6.191229265e+04 +6.191229265e+04 +3.4333e+00 -2.7488e+00 +1.6836e+00 +3.3133e+00 +3.5142e+00 +1.9964e+00 -3.4682e+00 -2.0385e+00 -1.6809e+00 +3.1658e-02 -2.2166e+00 +2.7186e-01 -3.2413e+00 +2.2362e+00 +2.7324e+00 -3.4241e+00 +3.0594e+00 +9.2531e-01 -1.7469e+00 +2.0468e+00
45 +3.668394531e+04 +3.668394531e+04 +3.689232531e+04 +3.689232531e+04 +1.8787e+00 -2.9643e-01 -1.3946e+00 -3.1566e+00 +2.7330e+00 +3.6096e+00 +5.5260e-01 +3.6921e-01 -1.3244e+00 +6.7657e-01 -1.7990e+00 +1.8098e+00 -2.6291e+00 -9.6024e-01 +3.9805e+00 +2.3902e+00 -5.8088e-01 +1.5542e+00 +4.6093e-01 +1.0313e+00
71 +1.094624872e+04 +1.094624872e+04 +1.115462872e+04 +1.115462872e+04 +6.4042e-01 -1.5757e+00 +2.3350e+00 -3.7973e-03 +4.8479e-02 -7.2392e-01 +1.9747e-01 +5.2669e-01 -7.8057e-01 -1.3640e+00 -2.5408e-01 -7.0512e-02 -1.1358e+00 -1.3622e+00 +8.4122e-01 -2.6071e+00 +2.3949e+00 +3.7987e+00 +1.4480e+00 +1.8968e+00
99 +8.597262576e+03 +8.597262576e+03 +8.805642576e+03 +8.805642576e+03 +1.8949e+00 -3.7160e-01 -2.3188e-01 -1.2834e+00 +9.2916e-01 -1.8278e+00 -1.1948e+00 -8.1072e-01 -2.3539e+00 +8.7376e-01 +1.2265e-01 +1.5541e+00 -9.1482e-01 -2.8799e+00 +2.2958e+00 +8.6413e-01 +2.7792e+00 +1.7282e+00 -3.4893e-01 +1.7880e+00
209 +5.572535149e+03 +5.572535149e+03 +5.780915149e+03 +5.780915149e+03 +1.2074e+00 -1.4734e+00 +1.3340e+00 +1.1012e-02 +8.5134e-01 -7.3512e-01 -9.0586e-01 -5.9357e-01 -7.6705e-01 +8.5679e-01 +3.1750e-02 +1.4554e-01 -9.7504e-01 -1.6899e+00 +1.8264e+00 -1.2564e+00 +2.4863e+00 +3.4305e+00 +1.3717e+00 +1.9398e+00
332 +2.566267587e+03 +2.566267587e+03 +2.774647587e+03 +2.774647587e+03 +1.5121e+00 -1.1463e+00 +1.2862e+00 -5.4663e-01 +9.1300e-01 -1.6309e+00 -1.1844e+00 -8.2846e-01 -1.6912e+00 +7.3992e-01 +6.4457e-02 +6.1217e-01 -8.9083e-01 -2.1712e+00 +1.9159e+00 -8.5697e-01 +2.6334e+00 +2.2790e+00 +4.2118e-02 +1.8212e+00
466 +2.475446735e+03 +2.475446735e+03 +2.683826735e+03 +2.683826735e+03 +1.5733e+00 -1.2225e+00 +1.1904e+00 -5.2832e-01 +9.7266e-01 -1.5771e+00 -1.0887e+00 -8.3661e-01 -1.6050e+00 +8.0609e-01 +8.1170e-03 +7.0513e-01 -9.7458e-01 -2.2058e+00 +1.8951e+00 -8.7004e-01 +2.6354e+00 +2.1991e+00 -1.4653e-03 +1.7720e+00
721 +1.416190405e+03 +1.416190405e+03 +1.624570405e+03 +1.624570405e+03 +1.5648e+00 -1.0093e+00 +1.7496e+00 -5.6439e-01 +1.0039e+00 -1.4150e+00 -1.1181e+00 -3.5725e-01 -1.6315e+00 +7.2739e-01 -1.1656e-01 +1.1820e+00 -1.0292e+00 -2.2752e+00 +2.2610e+00 -8.2128e-02 +2.5464e+00 +1.9988e+00 +2.0144e-01 +1.6948e+00
984 +9.117914827e+02 +9.117914827e+02 +1.120171483e+03 +1.120171483e+03 +1.4862e+00 -4.8803e-01 +1.4365e+00 -6.6961e-01 +7.9454e-01 -1.5075e+00 -9.1297e-01 -3.4428e-01 -1.8529e+00 +7.0139e-01 +1.0249e-01 +6.8525e-01 -9.5651e-01 -2.2332e+00 +2.1181e+00 -7.4888e-01 +2.4579e+00 +2.2535e+00 +2.8091e-01 +1.8768e+00
1246 +5.718543810e+02 +5.718543810e+02 +7.802343810e+02 +7.802343810e+02 +1.4243e+00 -3.6165e-01 +1.2143e+00 -7.0790e-01 +7.7650e-01 -1.3523e+00 -8.4225e-01 -5.2787e-01 -1.8150e+00 +8.0524e-01 +3.6334e-03 +6.0932e-01 -8.4274e-01 -2.2732e+00 +2.0811e+00 -6.8185e-01 +2.5175e+00 +2.2423e+00 +5.2548e-01 +1.5851e+00
1716 +3.334451568e+02 +3.334451568e+02 +5.418251568e+02 +5.418251568e+02 +1.5821e+00 -5.8503e-01 +1.5319e+00 -6.9742e-01 +7.9193e-01 -1.2461e+00 -6.9009e-01 -2.0715e-01 -1.6018e+00 +7.5493e-01 +1.8888e-01 +9.7162e-01 -9.1928e-01 -2.2214e+00 +2.3453e+00 -4.3294e-01 +2.4469e+00 +2.2280e+00 +3.7457e-01 +1.6738e+00
1854 +2.446471274e+02 +2.446471274e+02 +4.530271274e+02 +4.530271274e+02 +1.7240e+00 -5.4295e-01 +1.3827e+00 -5.4077e-01 +6.4524e-01 -1.2122e+00 -6.9589e-01 -2.3174e-01 -1.6027e+00 +8.2739e-01 -1.4792e-01 +8.8826e-01 -8.9288e-01 -2.0748e+00 +2.3811e+00 -4.8273e-01 +2.6250e+00 +2.0396e+00 +5.3949e-01 +1.5321e+00
2107 +1.505976725e+02 +1.505976725e+02 +3.589776725e+02 +3.589776725e+02 +1.6212e+00 -6.4098e-01 +1.4415e+00 -6.1900e-01 +6.8361e-01 -1.1927e+00 -5.5648e-01 -3.0100e-01 -1.6550e+00 +8.8187e-01 +2.7213e-02 +1.0124e+00 -8.6604e-01 -1.9890e+00 +2.3415e+00 -5.3988e-01 +2.5167e+00 +2.0232e+00 +4.8943e-01 +1.6027e+00
2244 +8.636120590e+01 +8.636120590e+01 +2.947412059e+02 +2.947412059e+02 +1.3984e+00 -5.7135e-01 +1.6186e+00 -4.2074e-01 +1.0274e+00 -1.1265e+00 -4.7608e-01 -3.9652e-02 -1.6597e+00 +5.1450e-01 +1.8809e-01 +1.1221e+00 -7.9850e-01 -2.3040e+00 +2.2028e+00 -5.3092e-01 +2.5989e+00 +2.1887e+00 +4.4128e-01 +1.6748e+00
2368 +5.334426835e+01 +5.334426835e+01 +2.617242684e+02 +2.617242684e+02 +1.5780e+00 -4.2525e-01 +1.5959e+00 -4.8255e-01 +8.7098e-01 -1.1079e+00 -4.9134e-01 -1.6642e-01 -1.7260e+00 +5.7112e-01 +8.6755e-02 +8.1314e-01 -8.0881e-01 -2.3778e+00 +2.2113e+00 -5.6751e-01 +2.5638e+00 +2.0952e+00 +5.1486e-01 +1.9006e+00
2492 +1.402791157e+01 +1.402791157e+01 +2.224079116e+02 +2.224079116e+02 +1.2263e+00 -7.7134e-01 +1.5725e+00 -5.2390e-01 +1.0441e+00 -1.0927e+00 -3.8755e-01 -2.4815e-02 -1.6395e+00 +4.2133e-01 +2.0380e-01 +8.4943e-01 -8.5370e-01 -2.4050e+00 +2.2081e+00 -7.6266e-01 +2.4570e+00 +2.0891e+00 +6.5749e-01 +1.6385e+00
2624 +6.637084793e+00 +6.637084793e+00 +2.150170848e+02 +2.150170848e+02 +1.1826e+00 -7.0007e-01 +1.7026e+00 -5.6727e-01 +9.2919e-01 -1.0009e+00 -3.3111e-01 -2.1744e-01 -1.5152e+00 +4.5953e-01 +5.8227e-02 +7.8478e-01 -7.5556e-01 -2.5523e+00 +2.1190e+00 -7.6451e-01 +2.5345e+00 +2.1661e+00 +6.4071e-01 +1.6898e+00
