% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
10172 +5.371305509e-01 +5.371305509e-01 +8.001713055e+01 +8.001713055e+01 +2.7465e-01 -1.1016e+00 -7.7777e-01 +1.7686e+00 -2.7551e+00 +7.1128e-01 +4.0369e-02 +1.5741e-01 -1.6623e+00 -2.8670e+00 -3.6851e+00 +1.7243e+00 +1.1254e+00 -2.5844e-01 +3.2891e+00 +2.7005e+00 -7.8884e-02 -3.8340e+00 +2.1681e+00 +1.3858e+00
10651 +3.886625505e-01 +3.886625505e-01 +7.986866255e+01 +7.986866255e+01 +3.9158e-01 -1.0379e+00 -6.3361e-01 +1.8897e+00 -2.5878e+00 +6.6338e-01 -5.3066e-02 +1.8859e-01 -1.7311e+00 -2.7935e+00 -3.7049e+00 +1.8238e+00 +1.1688e+00 -2.6562e-01 +3.4112e+00 +2.7595e+00 -2.6504e-02 -3.9020e+00 +2.2336e+00 +1.3549e+00
11052 +2.273540277e-01 +2.273540277e-01 +7.970735403e+01 +7.970735403e+01 +3.0701e-01 -1.1918e+00 -7.5531e-01 +1.7005e+00 -2.6139e+00 +6.3898e-01 -1.3669e-01 +1.5359e-01 -1.7107e+00 -2.8562e+00 -3.8026e+00 +2.0123e+00 +1.2218e+00 -1.9420e-01 +3.5861e+00 +2.8416e+00 -5.1147e-02 -4.0926e+00 +2.3652e+00 +1.2658e+00
11568 +1.483125638e-01 +1.483125638e-01 +7.962831256e+01 +7.962831256e+01 +2.7883e-01 -1.1852e+00 -8.4111e-01 +1.8135e+00 -2.8196e+00 +5.9202e-01 -1.9956e-01 +1.1533e-01 -1.7288e+00 -3.0253e+00 -3.8644e+00 +2.1129e+00 +1.1057e+00 -2.4529e-01 +3.6234e+00 +2.9063e+00 -1.1968e-01 -4.0418e+00 +2.4771e+00 +1.3646e+00
12304 +7.864053731e-02 +7.864053731e-02 +7.955864054e+01 +7.955864054e+01 +2.4440e-01 -1.2382e+00 -6.9898e-01 +1.8594e+00 -2.7839e+00 +3.8025e-01 -1.1317e-01 +1.2669e-01 -1.7556e+00 -3.0662e+00 -3.8572e+00 +1.9845e+00 +1.0866e+00 -5.1060e-02 +3.7069e+00 +2.8595e+00 -2.1847e-02 -3.9896e+00 +2.4061e+00 +1.4765e+00
16226 +5.384526578e-02 +5.384526578e-02 +7.953384527e+01 +7.953384527e+01 +2.5578e-01 -1.0974e+00 -7.5151e-01 +1.9134e+00 -2.7575e+00 +4.1725e-01 -2.0244e-01 +2.5357e-01 -1.6420e+00 -3.0535e+00 -3.8661e+00 +2.0561e+00 +1.1082e+00 -3.4964e-03 +3.6693e+00 +2.9005e+00 -1.3758e-01 -3.9402e+00 +2.3310e+00 +1.2757e+00
25017 +3.937762644e-02 +3.937762644e-02 +7.951937763e+01 +7.951937763e+01 +2.8526e-01 -1.1663e+00 -7.2669e-01 +1.8816e+00 -2.6436e+00 +4.2697e-01 -1.5894e-01 +4.1429e-02 -1.6001e+00 -3.0291e+00 -3.8351e+00 +1.9285e+00 +1.1133e+00 -1.1299e-01 +3.6863e+00 +2.8773e+00 -2.0720e-01 -3.9198e+00 +2.4316e+00 +1.3230e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.094425720e+02 +2.094425720e+02 +6.039225720e+02 +6.039225720e+02 -2.0478e-01 +3.1714e+00 +3.3116e+00 -1.3507e+00 -2.7392e+00 -3.1523e+00 +2.5007e+00 -2.2939e+00 -7.0957e-01 -3.1179e+00 -1.4380e+00 -2.1297e+00 +6.4283e-01 +3.5254e+00 +1.2453e+00 +2.6916e+00 -3.8338e-01 -2.2741e+00 +2.5393e+00 +2.3905e+00
19 +7.055132855e+01 +7.055132855e+01 +4.650313286e+02 +4.650313286e+02 -2.4730e+00 -1.4220e+00 -2.2682e+00 +3.2005e+00 -1.1642e+00 -1.6999e+00 +1.8129e+00 -1.6826e+00 +1.2779e+00 -1.7334e+00 +2.9566e+00 +2.6759e+00 -2.5504e+00 +2.9070e+00 -1.3596e+00 +2.6939e+00 -1.7968e+00 -1.1273e+00 +1.9157e+00 -2.4569e+00
555 +6.198505801e+01 +6.198505801e+01 +4.564650580e+02 +4.564650580e+02 -2.5537e+00 -1.4894e+00 -2.1028e+00 +3.3503e+00 -1.2036e+00 -1.7316e+00 +1.9770e+00 -1.5007e+00 +1.0466e+00 -1.8300e+00 +2.9931e+00 +2.6969e+00 -2.3178e+00 +3.1038e+00 -1.4872e+00 +2.7140e+00 -1.9936e+00 -1.1503e+00 +1.5482e+00 -2.1592e+00
3048 +3.971911336e+01 +3.971911336e+01 +4.341991134e+02 +4.341991134e+02 -2.6345e+00 -2.0153e+00 -2.1441e+00 +3.6570e+00 -1.0824e+00 -1.9031e+00 +2.4851e+00 -1.0113e+00 +6.8478e-01 -2.4125e+00 +2.6038e+00 +2.4101e+00 -1.6483e+00 +3.3941e+00 -2.0331e+00 +2.4019e+00 -2.6655e+00 -1.0368e+00 +1.2053e+00 -1.4200e+00
5201 +2.509383777e+01 +2.509383777e+01 +4.195738378e+02 +4.195738378e+02 -2.8647e+00 -2.2147e+00 -2.3514e+00 +3.9024e+00 -5.8477e-01 -2.0719e+00 +2.6114e+00 -1.3732e+00 +4.1777e-02 -2.9600e+00 +2.2481e+00 +2.0875e+00 -1.0806e+00 +3.2112e+00 -2.3195e+00 +2.4803e+00 -2.6917e+00 -9.6475e-01 +6.7265e-01 -9.0624e-01
6975 +1.568471278e+01 +1.568471278e+01 +4.101647128e+02 +4.101647128e+02 -3.0455e+00 -2.6239e+00 -2.6194e+00 +3.9957e+00 -9.8619e-02 -2.5268e+00 +2.7636e+00 -1.2731e+00 -2.8386e-01 -3.0875e+00 +2.2830e+00 +1.6643e+00 -9.1798e-01 +3.1324e+00 -2.5585e+00 +2.8830e+00 -2.8285e+00 -9.9677e-01 +3.8474e-01 -1.3073e-01
8485 +9.835234709e+00 +9.835234709e+00 +4.043152347e+02 +4.043152347e+02 -3.5329e+00 -2.8720e+00 -2.8200e+00 +4.3572e+00 +1.3615e-01 -2.9142e+00 +2.6029e+00 -8.6487e-01 -2.9886e-01 -2.8864e+00 +1.9920e+00 +1.3781e+00 -2.4925e-01 +3.2112e+00 -2.9633e+00 +2.9990e+00 -2.9603e+00 -1.0953e+00 +4.5917e-01 +2.6951e-02
9617 +6.267174380e+00 +6.267174380e+00 +4.007471744e+02 +4.007471744e+02 -3.6100e+00 -2.8415e+00 -3.3159e+00 +4.4902e+00 +2.8593e-01 -2.9514e+00 +2.7531e+00 -7.1928e-01 -4.0647e-01 -3.2324e+00 +1.9272e+00 +1.3567e+00 -5.3208e-02 +3.3146e+00 -3.2977e+00 +3.0587e+00 -3.0454e+00 -1.1721e+00 +6.7917e-01 +4.0746e-01
10864 +3.606465468e+00 +3.606465468e+00 +3.980864655e+02 +3.980864655e+02 -3.7202e+00 -2.9691e+00 -3.4195e+00 +4.3150e+00 +4.8197e-01 -3.1630e+00 +2.9852e+00 -6.0425e-01 -6.2394e-01 -3.3749e+00 +1.9627e+00 +1.4101e+00 +3.3257e-01 +3.3884e+00 -3.2872e+00 +2.9874e+00 -2.9728e+00 -1.1568e+00 +4.4568e-01 +5.9256e-01
11388 +2.459131759e+00 +2.459131759e+00 +3.969391318e+02 +3.969391318e+02 -3.7811e+00 -3.1710e+00 -3.4900e+00 +4.1993e+00 +5.1574e-01 -3.1584e+00 +2.9444e+00 -5.6120e-01 -9.4566e-01 -3.4604e+00 +1.8137e+00 +1.5191e+00 +6.1108e-01 +3.4932e+00 -3.3442e+00 +3.0651e+00 -2.9666e+00 -1.1894e+00 +3.0522e-01 +7.5457e-01
12237 +1.577240312e+00 +1.577240312e+00 +3.960572403e+02 +3.960572403e+02 -3.7230e+00 -2.9517e+00 -3.6208e+00 +4.1084e+00 +6.9084e-01 -3.1967e+00 +3.1208e+00 -5.3636e-01 -8.3379e-01 -3.2929e+00 +1.9431e+00 +1.4519e+00 +7.8873e-01 +3.5227e+00 -3.5152e+00 +2.8690e+00 -2.9324e+00 -1.3439e+00 +2.1667e-01 +8.0820e-01
12889 +9.173349062e-01 +9.173349062e-01 +3.953973349e+02 +3.953973349e+02 -3.6946e+00 -2.9730e+00 -3.7367e+00 +3.8744e+00 +7.6211e-01 -3.2084e+00 +3.2731e+00 -7.4072e-01 -6.0416e-01 -3.3778e+00 +1.8448e+00 +1.4250e+00 +1.0598e+00 +3.6508e+00 -3.6642e+00 +2.7591e+00 -2.8652e+00 -1.4028e+00 +2.6381e-01 +9.4567e-01
13622 +5.571553601e-01 +5.571553601e-01 +3.950371554e+02 +3.950371554e+02 -3.8394e+00 -2.8528e+00 -3.6678e+00 +3.7177e+00 +6.8034e-01 -3.0246e+00 +3.2208e+00 -7.4629e-01 -9.0976e-01 -3.5663e+00 +2.0140e+00 +1.5172e+00 +1.1672e+00 +3.7830e+00 -3.9810e+00 +2.8576e+00 -2.9454e+00 -1.5098e+00 +1.0415e-01 +1.0317e+00
14010 +3.518296012e-01 +3.518296012e-01 +3.948318296e+02 +3.948318296e+02 -3.8376e+00 -2.9092e+00 -3.7110e+00 +3.8029e+00 +7.6816e-01 -2.9048e+00 +3.2610e+00 -7.5222e-01 -9.3561e-01 -3.6184e+00 +1.8886e+00 +1.4218e+00 +1.2270e+00 +3.8276e+00 -3.9406e+00 +2.9186e+00 -3.0312e+00 -1.6037e+00 -9.9382e-03 +1.1847e+00
14396 +2.397273866e-01 +2.397273866e-01 +3.947197274e+02 +3.947197274e+02 -3.9775e+00 -2.7943e+00 -3.7746e+00 +3.9704e+00 +7.7966e-01 -3.0131e+00 +3.4373e+00 -7.0180e-01 -7.0558e-01 -3.7568e+00 +1.9107e+00 +1.4364e+00 +1.3084e+00 +3.8155e+00 -4.0519e+00 +2.9254e+00 -2.8618e+00 -1.4339e+00 +7.8025e-02 +1.2798e+00
15122 +1.363902511e-01 +1.363902511e-01 +3.946163903e+02 +3.946163903e+02 -3.8977e+00 -2.8752e+00 -3.6898e+00 +3.9549e+00 +7.5357e-01 -2.8671e+00 +3.5013e+00 -6.0273e-01 -6.5990e-01 -3.7409e+00 +1.8242e+00 +1.2785e+00 +1.4775e+00 +3.7492e+00 -3.8586e+00 +3.0971e+00 -2.8967e+00 -1.2951e+00 +1.8638e-02 +1.3230e+00
15449 +9.472851304e-02 +9.472851304e-02 +3.945747285e+02 +3.945747285e+02 -4.0296e+00 -2.8735e+00 -3.7430e+00 +3.9896e+00 +8.7689e-01 -2.9930e+00 +3.4060e+00 -6.4619e-01 -7.9384e-01 -3.7192e+00 +1.8936e+00 +1.2399e+00 +1.5120e+00 +3.7216e+00 -3.7024e+00 +2.9068e+00 -2.9751e+00 -1.4233e+00 -1.4574e-02 +1.2281e+00
21568 +5.960911293e-02 +5.960911293e-02 +3.945396091e+02 +3.945396091e+02 -3.9663e+00 -2.9021e+00 -3.8915e+00 +3.9483e+00 +8.4443e-01 -2.9595e+00 +3.3696e+00 -6.1455e-01 -8.5373e-01 -3.7207e+00 +1.7959e+00 +1.3269e+00 +1.5596e+00 +3.7225e+00 -3.8028e+00 +2.9660e+00 -2.9649e+00 -1.3177e+00 +1.7834e-01 +1.3033e+00
27851 +3.592403999e-02 +3.592403999e-02 +3.945159240e+02 +3.945159240e+02 -3.8102e+00 -2.8623e+00 -3.7841e+00 +3.8574e+00 +8.9586e-01 -2.9502e+00 +3.4100e+00 -5.9752e-01 -9.5957e-01 -3.7427e+00 +1.9107e+00 +1.2919e+00 +1.5069e+00 +3.7982e+00 -3.8050e+00 +2.9049e+00 -2.8749e+00 -1.3889e+00 +4.0736e-02 +1.2503e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.251826992e+02 +2.251826992e+02 -2.192730080e+01 -2.192730080e+01 +1.7624e-01 -1.4240e+00 -6.2814e-01 +1.8988e+00 +1.0681e+00 -3.0028e+00 +1.2930e+00 -3.3371e+00 +1.5247e+00 -3.1164e+00 +1.9055e+00 +1.9078e+00 +3.1568e+00 -1.8894e+00 -2.7945e+00 -1.4785e+00 -1.7067e+00 +1.2906e+00 +3.8684e+00 -1.5302e+00
18 +9.896911994e+01 +9.896911994e+01 -1.481408801e+02 -1.481408801e+02 -1.1494e+00 -2.2587e+00 +1.5717e+00 -3.0545e+00 -9.7018e-02 -1.1535e+00 +2.3641e+00 -2.4934e+00 +1.2573e+00 +3.4609e+00 -1.0978e+00 -2.7674e+00 +3.8571e+00 +5.6685e-02 +3.3050e+00 +9.0874e-01 +3.2761e-01 +3.8166e+00 +2.8694e+00 +1.6747e-01
288 +6.193645373e+01 +6.193645373e+01 -1.851735463e+02 -1.851735463e+02 -1.6164e+00 -2.0323e+00 +1.5472e+00 -3.1883e+00 -2.3026e+00 +2.8151e+00 +2.2552e+00 -2.5325e+00 +2.1097e+00 +2.8604e+00 +1.0816e+00 -2.7210e+00 +1.7218e+00 +1.1068e-01 +2.7945e+00 +1.3132e+00 -4.1571e-01 +1.8857e+00 +1.5263e+00 -2.6533e-01
3302 +3.912131906e+01 +3.912131906e+01 -2.079886809e+02 -2.079886809e+02 -1.9833e+00 -1.7406e+00 +1.2330e+00 -3.2291e+00 -2.7289e+00 +2.6689e+00 +2.4674e+00 -2.6348e+00 +1.7762e+00 +2.4748e+00 +1.6475e+00 -1.7261e+00 +1.8144e+00 +1.3521e-01 +2.9628e+00 +1.0310e+00 +5.1336e-01 +1.4906e+00 +1.5923e+00 -9.5870e-02
5331 +2.504527926e+01 +2.504527926e+01 -2.220647207e+02 -2.220647207e+02 -2.2033e+00 -1.7147e+00 +7.0740e-01 -3.1307e+00 -2.9247e+00 +2.3468e+00 +2.7537e+00 -3.0173e+00 +1.4612e+00 +2.4677e+00 +1.8635e+00 -8.6978e-01 +2.0208e+00 +3.3824e-01 +3.0240e+00 +9.0504e-01 +8.8033e-01 +8.5975e-01 +1.7370e+00 -1.9613e-01
6982 +1.575034814e+01 +1.575034814e+01 -2.313596519e+02 -2.313596519e+02 -2.7617e+00 -1.2850e+00 +6.4337e-01 -2.9585e+00 -3.0446e+00 +2.3539e+00 +2.6547e+00 -3.2326e+00 +1.1938e+00 +2.6212e+00 +1.5641e+00 -3.8822e-01 +2.0115e+00 +6.6742e-01 +3.3744e+00 +7.8758e-01 +1.4845e+00 +5.8872e-01 +1.8672e+00 +6.1634e-02
8353 +9.599854172e+00 +9.599854172e+00 -2.375101458e+02 -2.375101458e+02 -2.8941e+00 -7.6180e-01 +4.3324e-01 -3.0450e+00 -2.9103e+00 +2.5214e+00 +2.7395e+00 -3.4140e+00 +1.0920e+00 +2.5440e+00 +1.9639e+00 +4.2703e-02 +2.4823e+00 +4.9321e-01 +3.3988e+00 +9.6582e-01 +1.9829e+00 +5.1293e-01 +1.9806e+00 +5.2720e-02
9731 +6.056014034e+00 +6.056014034e+00 -2.410539860e+02 -2.410539860e+02 -2.9996e+00 -5.1441e-01 +1.1562e-01 -2.9559e+00 -3.0728e+00 +2.3083e+00 +2.8058e+00 -3.7932e+00 +9.4647e-01 +2.5421e+00 +2.2056e+00 +4.3483e-01 +2.4884e+00 +7.5526e-01 +3.4145e+00 +8.6458e-01 +2.1167e+00 +1.0248e-01 +2.0557e+00 -1.4242e-01
10593 +3.885015642e+00 +3.885015642e+00 -2.432249844e+02 -2.432249844e+02 -3.1726e+00 -4.4330e-01 +1.0366e-01 -3.0869e+00 -2.9827e+00 +2.2703e+00 +2.9276e+00 -3.7336e+00 +5.7754e-01 +2.6316e+00 +2.2828e+00 +6.1851e-01 +2.8350e+00 +7.1718e-01 +3.3585e+00 +7.3613e-01 +2.3460e+00 +6.4051e-02 +2.0491e+00 +1.2560e-01
11382 +2.418436717e+00 +2.418436717e+00 -2.446915633e+02 -2.446915633e+02 -3.3958e+00 -2.5227e-01 -1.0306e-01 -3.2734e+00 -2.9284e+00 +2.5391e+00 +3.0314e+00 -3.9145e+00 +5.6648e-01 +2.6097e+00 +2.2846e+00 +8.2562e-01 +2.6308e+00 +6.1850e-01 +3.4817e+00 +7.6676e-01 +2.4535e+00 -9.0436e-02 +2.1004e+00 +2.6275e-01
12232 +1.487787524e+00 +1.487787524e+00 -2.456222125e+02 -2.456222125e+02 -3.4331e+00 +3.1014e-02 -3.5820e-01 -3.1866e+00 -3.1492e+00 +2.6371e+00 +3.1338e+00 -3.7869e+00 +3.2276e-01 +2.6279e+00 +2.3731e+00 +8.6369e-01 +2.5840e+00 +8.4588e-01 +3.6719e+00 +4.0824e-01 +2.7881e+00 +1.2101e-01 +1.9845e+00 +1.2473e-01
12755 +9.219140386e-01 +9.219140386e-01 -2.461880860e+02 -2.461880860e+02 -3.7010e+00 +6.0177e-02 -4.3536e-01 -3.4790e+00 -2.9736e+00 +2.4017e+00 +3.0982e+00 -3.5087e+00 +3.3241e-01 +2.6454e+00 +2.0929e+00 +1.2267e+00 +2.9142e+00 +9.3909e-01 +3.5863e+00 +5.6517e-01 +2.6802e+00 -3.2257e-01 +2.2668e+00 +4.8899e-01
13067 +6.204119561e-01 +6.204119561e-01 -2.464895880e+02 -2.464895880e+02 -3.8938e+00 +1.8512e-01 -6.7972e-01 -3.4157e+00 -3.1677e+00 +2.0504e+00 +3.1189e+00 -3.7991e+00 -2.6121e-01 +2.8272e+00 +2.1965e+00 +1.2749e+00 +2.5084e+00 +7.3694e-01 +3.7371e+00 +7.4267e-01 +2.8894e+00 -2.7036e-01 +1.9424e+00 +5.4444e-01
13330 +3.824148877e-01 +3.824148877e-01 -2.467275851e+02 -2.467275851e+02 -3.8928e+00 +1.5755e-01 -6.2635e-01 -3.5208e+00 -3.1282e+00 +2.0975e+00 +3.0539e+00 -3.8044e+00 -1.9941e-01 +2.9815e+00 +2.2371e+00 +1.4682e+00 +2.5599e+00 +7.7217e-01 +4.0250e+00 +8.1979e-01 +2.8764e+00 -1.5370e-01 +2.0284e+00 +3.3069e-01
14054 +2.479060541e-01 +2.479060541e-01 -2.468620939e+02 -2.468620939e+02 -3.7681e+00 +2.4678e-01 -7.9042e-01 -3.5444e+00 -3.2767e+00 +2.2206e+00 +3.2312e+00 -3.9014e+00 -7.9748e-02 +2.8332e+00 +2.2930e+00 +1.5324e+00 +2.8084e+00 +7.8686e-01 +4.1365e+00 +7.4533e-01 +2.9141e+00 -3.9597e-01 +2.1570e+00 +4.3136e-01
14324 +1.568929405e-01 +1.568929405e-01 -2.469531071e+02 -2.469531071e+02 -3.8024e+00 +3.1231e-01 -5.5011e-01 -3.6871e+00 -3.2689e+00 +2.3021e+00 +3.1686e+00 -3.8716e+00 -8.6428e-02 +2.9316e+00 +2.2744e+00 +1.3537e+00 +2.6999e+00 +9.2895e-01 +3.9767e+00 +7.6855e-01 +2.9639e+00 -2.6986e-01 +2.1965e+00 +3.5373e-01
15176 +8.140365804e-02 +8.140365804e-02 -2.470285963e+02 -2.470285963e+02 -3.8611e+00 +2.1670e-01 -5.5278e-01 -3.6628e+00 -3.1702e+00 +2.2530e+00 +3.1735e+00 -3.9234e+00 -6.2311e-02 +2.8498e+00 +2.3934e+00 +1.4820e+00 +2.8437e+00 +8.8621e-01 +4.0057e+00 +7.0225e-01 +3.0269e+00 -1.1461e-01 +2.2049e+00 +2.2232e-01
16647 +6.100561499e-02 +6.100561499e-02 -2.470489944e+02 -2.470489944e+02 -3.8111e+00 +1.8210e-01 -6.3112e-01 -3.5963e+00 -3.0287e+00 +2.3413e+00 +3.2597e+00 -3.9972e+00 -4.2817e-02 +2.7713e+00 +2.3262e+00 +1.3910e+00 +2.8385e+00 +9.4917e-01 +3.9189e+00 +6.5477e-01 +2.9376e+00 -2.5574e-01 +2.3039e+00 +2.9861e-01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.448681421e+02 +2.448681421e+02 +9.282814208e+01 +9.282814208e+01 +2.6561e+00 -2.4183e-01 +1.4176e+00 -1.0563e+00 -3.4603e-01 +2.8466e+00 -3.7210e+00 -3.1250e+00 -3.0804e+00 -4.9633e-01 -1.7957e+00 +1.1988e+00 +2.5062e-01 +2.9463e+00 +2.4557e+00 -8.7238e-01 -1.7617e+00 +1.7794e+00 -3.9308e+00 -2.9714e+00
4 +1.485668082e+02 +1.485668082e+02 -3.473191799e+00 -3.473191799e+00 -1.4343e+00 -2.9859e+00 -7.5856e-01 +2.7317e+00 +3.5984e+00 -2.9621e+00 -3.2215e+00 +6.8366e-01 +3.7202e+00 +6.8798e-01 +5.1224e-01 -4.9422e-01 -1.3104e+00 +3.1208e+00 +2.4622e+00 -2.4253e+00 +3.6064e+00 -8.9293e-02 +2.9346e+00 -2.4356e+00
85 +9.928947886e+01 +9.928947886e+01 -5.275052114e+01 -5.275052114e+01 +1.5998e+00 +7.2240e-01 +1.1869e+00 -1.1248e+00 +1.0585e+00 +2.9912e+00 -5.2830e-01 -2.3026e+00 -3.4236e+00 +2.7300e+00 -2.0014e+00 -2.7486e+00 -2.6532e+00 +1.6869e+00 -5.7110e-01 -1.7127e-01 +1.9509e+00 -2.9461e-01 +1.6410e-01 +2.9198e+00
464 +6.291546987e+01 +6.291546987e+01 -8.912453013e+01 -8.912453013e+01 +1.4468e+00 +2.4390e-01 -1.0193e+00 -6.1830e-01 +1.3463e+00 +8.3022e-02 -1.2806e+00 -2.1628e+00 -1.9573e+00 +2.6274e+00 -6.2814e-01 -1.6140e+00 -1.6929e+00 +2.1501e+00 -6.8657e-01 +6.1853e-01 +1.9485e+00 -7.3432e-01 -2.4025e+00 +2.1996e+00
