% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.998319750e+03 +3.998319750e+03 +4.930309750e+03 +4.930309750e+03 -2.2027e+00 -4.3988e+00 -3.6328e-01 +2.6943e+00 +4.2030e+00 +6.0831e-01 -4.1328e+00 +6.1848e-01 -1.6139e+00 +9.0122e-01 -4.9362e+00 -3.2872e+00 +1.6234e+00 -3.7245e+00 -1.0940e+00 +9.4108e-01 +4.4142e+00 +4.9477e+00 -3.8754e+00 -3.4483e+00
2 +2.750219413e+03 +2.750219413e+03 +3.682209413e+03 +3.682209413e+03 -1.2873e+00 -4.2100e+00 +1.6614e+00 -4.5146e+00 +5.9488e-01 -3.5108e+00 -3.0960e+00 -1.6309e+00 -2.0717e+00 +4.4651e+00 +1.6929e+00 -1.3470e+00 -4.1046e+00 -2.6494e+00 -1.3064e+00 +1.0140e+00 +2.5062e+00 +2.3729e+00 -2.9905e+00 -2.3639e+00
44 +2.472320217e+03 +2.472320217e+03 +3.404310217e+03 +3.404310217e+03 -3.4677e+00 -1.2477e-01 +1.4137e-01 -1.2362e+00 +4.6923e+00 -3.8932e+00 +1.8457e+00 -3.4231e-01 +2.4811e-02 +3.3182e+00 +2.7267e+00 +4.6048e+00 +2.8681e+00 -1.8678e+00 +4.9093e+00 -1.6720e+00 +2.0400e+00 +9.8122e-01 -1.2146e+00 -1.7070e-02
% function evaluation | noise-free fitness - Fopt (1.133100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.158655270e+03 +3.158655270e+03 +3.271965270e+03 +3.271965270e+03 +6.1752e-01 -1.9822e-01 -6.5159e-01 -2.2784e+00 +3.4328e+00 +6.5300e-02 -4.4923e+00 +3.4789e-02 -2.1602e+00 -2.5398e+00 -3.2347e+00 +4.3899e+00 +4.5421e+00 +2.2523e-01 +4.1348e+00 -2.9777e+00 +2.3945e+00 +4.3000e+00 +1.9706e-01 -1.8691e+00
6 +2.456035712e+03 +2.456035712e+03 +2.569345712e+03 +2.569345712e+03 -5.8560e-01 +3.2237e+00 -4.3997e+00 +2.3484e+00 +3.7313e+00 +8.7369e-01 +3.7280e+00 +7.9232e-01 +1.0436e+00 -4.2580e+00 -4.4370e+00 +3.1588e+00 -3.4984e+00 -4.1558e+00 +3.8515e+00 -2.3476e+00 +4.6609e+00 -5.1153e-01 -2.1229e+00 +2.6743e+00
% function evaluation | noise-free fitness - Fopt (-9.519000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.779608894e+03 +3.779608894e+03 +3.684418894e+03 +3.684418894e+03 +4.0189e+00 -2.2563e+00 +3.7027e+00 -4.9068e+00 -2.5558e-01 +3.9587e+00 +3.7852e+00 -3.5720e+00 +3.9313e+00 +7.8893e-01 -4.8726e+00 -2.8840e+00 +8.3230e-01 -4.7888e+00 +4.5581e+00 +1.0211e-01 +3.2357e+00 +1.0045e+00 +1.0436e+00 +4.0459e+00
8 +2.498239784e+03 +2.498239784e+03 +2.403049784e+03 +2.403049784e+03 +1.6433e+00 +3.8493e+00 +1.2149e-01 -1.8549e+00 -4.7497e+00 -9.3575e-02 +1.5325e+00 +8.6924e-01 -8.3406e-02 +3.3280e+00 +3.8836e+00 +4.8624e-01 +1.7848e+00 +3.2956e-01 -2.5647e+00 -6.7749e-01 +2.1644e+00 -4.8433e+00 -1.4185e+00 -3.1998e+00
% function evaluation | noise-free fitness - Fopt (-7.663000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.298023144e+03 +4.298023144e+03 +4.221393144e+03 +4.221393144e+03 +3.3549e+00 +9.5504e-01 -3.5866e+00 +3.8043e+00 -1.7959e+00 -4.9142e+00 +2.4925e+00 -3.1530e+00 +7.2433e-01 +3.8147e+00 -4.1823e+00 -1.9921e+00 +2.0691e-01 -2.8568e+00 +1.2582e+00 +3.6014e+00 -1.8403e-01 -2.0722e-01 -3.6232e+00 -4.5711e+00
2 +3.732999859e+03 +3.732999859e+03 +3.656369859e+03 +3.656369859e+03 +4.6903e+00 +4.7369e+00 -8.3151e-01 +1.4766e-01 +1.0400e+00 -6.0575e-01 -1.6123e+00 -2.0441e+00 +7.2672e-01 +2.6743e-02 +1.9151e+00 -3.7550e-01 +2.6724e+00 +3.6964e-01 -1.3961e+00 +6.8418e-02 -3.9672e+00 +2.5072e+00 -2.6413e+00 +1.1949e+00
9 +2.384933325e+03 +2.384933325e+03 +2.308303325e+03 +2.308303325e+03 +4.0700e-01 -3.1224e+00 -1.1070e+00 -2.5929e+00 +8.1966e-01 +4.8270e+00 -3.5618e+00 -3.1957e+00 +3.0409e+00 +9.6246e-01 +2.6165e+00 +2.7049e+00 -1.5317e+00 -3.0178e+00 +2.1569e+00 +4.5032e+00 -3.5897e-01 -1.2557e+00 -4.0250e+00 +5.7476e-01
% function evaluation | noise-free fitness - Fopt (1.152600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.834195758e+03 +3.834195758e+03 +3.949455758e+03 +3.949455758e+03 -1.8521e+00 -3.3693e+00 -3.4041e+00 -2.7986e+00 +7.8011e-02 +4.5009e+00 +3.3383e+00 -4.3657e+00 -1.4061e+00 -2.3014e+00 -9.6480e-01 -1.1453e+00 +2.2548e+00 +4.0218e+00 +3.7780e+00 -2.5263e+00 +2.6411e+00 -1.4138e+00 +6.6644e-01 -4.7114e+00
5 +2.346556993e+03 +2.346556993e+03 +2.461816993e+03 +2.461816993e+03 +4.9323e+00 -4.2995e+00 +2.3713e+00 +3.6183e+00 +4.5132e+00 -2.8462e+00 +8.2016e-01 +2.7372e+00 +1.3900e+00 -1.2725e+00 -2.1885e+00 -1.2838e+00 -4.3830e+00 -2.4744e+00 -4.7924e+00 -3.8800e+00 +2.8652e+00 -1.6749e+00 +2.3844e+00 +1.3068e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.372253438e+03 +3.372253438e+03 +3.372153438e+03 +3.372153438e+03 +1.5102e+00 +1.0629e+00 +4.3905e+00 -4.2964e+00 +1.6056e+00 +3.1687e+00 +4.4560e+00 -1.0907e+00 -2.9044e+00 +4.5651e-01 +2.2067e+00 +1.1962e+00 -1.1565e+00 -2.5214e+00 +4.2019e+00 +2.5217e-01 +2.5987e-01 -2.5041e+00 +1.5032e+00 +4.9835e+00
2 +2.324063860e+03 +2.324063860e+03 +2.323963860e+03 +2.323963860e+03 +2.8471e+00 +3.3410e+00 +4.7549e-01 -2.4978e+00 -1.6822e+00 -2.1721e+00 -8.2887e-01 +1.9207e+00 +4.3208e+00 -3.2108e+00 -2.7165e+00 +4.3544e+00 +3.6489e-02 +2.0915e+00 -2.7862e+00 +1.9771e+00 -2.3602e+00 -2.0615e+00 -3.2885e+00 +4.8755e+00
% function evaluation | noise-free fitness - Fopt (-1.502400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.306531578e+03 +3.306531578e+03 +3.156291578e+03 +3.156291578e+03 +3.5836e+00 +3.5120e+00 -3.7554e+00 -2.6231e+00 -2.3318e+00 -3.7120e+00 -1.0219e+00 -9.5583e-01 +2.3119e+00 -2.5255e+00 +1.3948e+00 +1.4559e+00 +4.2215e+00 +2.2628e+00 -4.3625e+00 -3.8076e+00 -1.4049e+00 -2.4502e+00 -4.3066e+00 +4.5092e+00
5 +2.283208785e+03 +2.283208785e+03 +2.132968785e+03 +2.132968785e+03 +2.0856e+00 +3.4239e-01 -1.5626e+00 -7.9930e-01 -4.9854e+00 -1.2116e+00 +4.5393e+00 -1.9025e+00 +3.6772e-01 -1.0756e-01 +4.8926e+00 +4.0368e+00 +1.5534e+00 +1.5001e+00 +7.5360e-01 +1.6531e+00 +1.1832e+00 -3.2005e+00 -2.6539e-01 +6.7398e-01
% function evaluation | noise-free fitness - Fopt (7.470000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.869288200e+03 +3.869288200e+03 +3.943988200e+03 +3.943988200e+03 -7.2442e-01 -1.1886e+00 +2.5683e+00 +9.7651e-01 +4.7762e+00 -8.5456e-01 +4.5102e-01 +1.0739e-01 +4.3584e+00 +3.3285e+00 +3.7341e+00 +2.5218e+00 +4.8111e+00 -4.1164e+00 -1.8354e-01 +7.8529e-01 +2.7218e+00 -3.0035e+00 +3.2861e+00 -1.5862e+00
4 +2.086703585e+03 +2.086703585e+03 +2.161403585e+03 +2.161403585e+03 +4.6030e+00 +3.0923e+00 +1.4503e+00 -3.4094e-01 -1.9712e+00 -3.0436e+00 -1.3702e+00 +4.2716e+00 +4.3225e+00 -1.0427e+00 -5.9728e-01 -4.7357e+00 -1.9321e+00 -1.7110e+00 +4.1124e+00 +2.2513e+00 +2.9896e+00 +3.3815e+00 -3.0765e+00 +1.8486e+00
% function evaluation | noise-free fitness - Fopt (-8.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.674762594e+03 +3.674762594e+03 +3.589982594e+03 +3.589982594e+03 -3.5949e+00 -3.8498e+00 -4.7695e+00 +6.4801e-01 +2.8308e+00 +3.6597e+00 -2.6503e+00 -2.5588e+00 -4.7127e+00 -2.6207e+00 -4.2269e+00 -1.0692e+00 +1.1823e+00 +3.3693e+00 +3.2864e+00 -8.1256e-02 +4.5444e+00 -2.5712e+00 -6.3640e-01 +4.8483e+00
17 +2.470827660e+03 +2.470827660e+03 +2.386047660e+03 +2.386047660e+03 -2.5744e-01 +4.5918e+00 -2.9633e+00 +1.4190e+00 +3.0131e+00 +3.3961e+00 -4.5679e+00 +7.5275e-01 -1.9125e+00 +3.0356e+00 +4.1751e+00 -7.0533e-01 -9.2216e-01 +4.3974e-01 -3.1830e+00 +2.5345e+00 +4.4808e+00 +2.6117e+00 -3.3981e+00 -1.4553e-01
% function evaluation | noise-free fitness - Fopt (1.620500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.351498318e+03 +3.351498318e+03 +3.513548318e+03 +3.513548318e+03 -9.6662e-01 +4.8622e+00 -2.1929e+00 +3.9934e+00 -2.2338e+00 -4.7554e+00 +4.0583e+00 +4.5338e+00 +2.1256e+00 +1.7343e+00 +2.3605e+00 +4.0910e+00 +5.0282e-02 -2.3212e+00 +4.2573e+00 +8.8174e-01 -3.4762e+00 -2.3950e+00 +2.9656e+00 -2.9202e+00
24 +2.505745622e+03 +2.505745622e+03 +2.667795622e+03 +2.667795622e+03 -2.4875e+00 +3.2753e+00 +3.9569e+00 -3.5280e+00 +4.0356e+00 -2.9214e+00 +4.5841e-01 -2.6201e+00 -2.1237e+00 -1.2914e-01 -1.0803e+00 -2.6952e+00 -1.5579e+00 +1.7723e+00 +3.9863e+00 +2.8537e+00 -3.3045e+00 +7.5650e-02 +2.1188e+00 +2.0873e+00
% function evaluation | noise-free fitness - Fopt (-3.549000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.927167308e+03 +3.927167308e+03 +3.891677308e+03 +3.891677308e+03 +4.3851e+00 -1.7197e+00 +2.2257e+00 -1.6422e+00 -3.5623e+00 -2.6890e+00 -7.4551e-01 +7.4219e-01 +1.0958e+00 -2.2946e+00 -2.9880e+00 -2.8714e+00 +1.1659e+00 +8.5833e-01 -1.8701e+00 -4.2057e+00 +4.5195e+00 -4.5121e-01 -1.2114e+00 -3.4733e+00
8 +2.304567594e+03 +2.304567594e+03 +2.269077594e+03 +2.269077594e+03 +3.8735e-01 -4.5209e+00 -3.1353e+00 -4.4795e-01 -1.0326e+00 +3.2704e+00 +3.5871e+00 +1.3392e+00 +4.9090e+00 +2.6197e+00 +9.5698e-01 +8.2923e-01 +8.5215e-01 -1.3252e+00 -1.5887e+00 +6.6637e-01 +4.3903e+00 +1.1855e+00 +1.8890e+00 +3.2143e-01
% function evaluation | noise-free fitness - Fopt (1.762000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.580930705e+03 +3.580930705e+03 +3.757130705e+03 +3.757130705e+03 -2.3241e+00 -2.2123e+00 -2.7865e+00 +3.0473e-01 +3.4910e-01 +4.2620e+00 -3.9470e+00 -1.4318e+00 +3.6471e-01 -4.5478e+00 -1.2547e+00 -2.7458e+00 -1.9525e+00 +4.0873e+00 +2.1787e+00 -3.5515e+00 +3.9115e+00 +3.8506e-01 -4.4851e+00 +3.4879e+00
4 +2.369978359e+03 +2.369978359e+03 +2.546178359e+03 +2.546178359e+03 -4.7165e+00 +2.8489e+00 -6.9425e-02 -2.2828e+00 -3.0201e+00 +1.6190e+00 -4.3382e+00 +3.1441e+00 +4.7026e+00 +1.0914e+00 +1.7859e+00 +3.5332e+00 -2.0657e+00 -4.8697e+00 +1.9664e+00 +1.1190e+00 +8.0870e-01 -5.4554e-01 -2.4494e+00 +9.3442e-01
